Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.056,3.362,40.344,0,0,40.344
18.175,0.05544,3.332,39.984,0.106,0.265,39.878
36.35,0.05488,3.302,39.624,0.209,0.527,39.415
54.526,0.05432,3.272,39.264,0.31,0.79,38.954
72.701,0.05376,3.242,38.904,0.409,1.051,38.495
90.876,0.0532,3.212,38.544,0.506,1.313,38.038
109.051,0.05264,3.182,38.184,0.601,1.574,37.583
127.226,0.05208,3.152,37.824,0.694,1.835,37.13
145.402,0.05152,3.122,37.464,0.784,2.093,36.68
163.577,0.05096,3.093,37.116,0.873,2.352,36.243
181.752,0.0504,3.063,36.756,0.959,2.609,35.797
199.927,0.04984,3.033,36.396,1.043,2.866,35.353
218.102,0.04928,3.003,36.036,1.126,3.125,34.91
236.278,0.04872,2.973,35.676,1.205,3.378,34.471
254.453,0.04816,2.943,35.316,1.283,3.633,34.033
272.628,0.0476,2.913,34.956,1.359,3.888,33.597
290.803,0.04704,2.883,34.596,1.433,4.142,33.163
308.978,0.04648,2.853,34.236,1.504,4.393,32.732
327.154,0.04592,2.823,33.876,1.573,4.643,32.303
345.329,0.04536,2.793,33.516,1.64,4.893,31.876
363.504,0.0448,2.763,33.156,1.705,5.142,31.451
381.679,0.04424,2.733,32.796,1.768,5.391,31.028
399.854,0.04368,2.703,32.436,1.829,5.639,30.607
418.03,0.04312,2.673,32.076,1.888,5.886,30.188
436.205,0.04256,2.643,31.716,1.944,6.129,29.772
454.38,0.042,2.614,31.368,1.998,6.37,29.37
472.555,0.04144,2.584,31.008,2.051,6.614,28.957
490.73,0.04088,2.554,30.648,2.101,6.855,28.547
508.906,0.04032,2.524,30.288,2.149,7.095,28.139
527.081,0.03976,2.494,29.928,2.195,7.334,27.733
545.256,0.0392,2.464,29.568,2.238,7.569,27.33
563.431,0.03864,2.434,29.208,2.28,7.806,26.928
581.606,0.03808,2.404,28.848,2.319,8.039,26.529
599.782,0.03752,2.374,28.488,2.357,8.274,26.131
617.957,0.03696,2.344,28.128,2.392,8.504,25.736
636.132,0.0364,2.314,27.768,2.425,8.733,25.343
654.307,0.03584,2.284,27.408,2.456,8.961,24.952
672.482,0.03528,2.254,27.048,2.484,9.184,24.564
690.658,0.03472,2.224,26.688,2.511,9.409,24.177
708.833,0.03416,2.194,26.328,2.536,9.632,23.792
727.008,0.0336,2.164,25.968,2.558,9.851,23.41
745.183,0.03304,2.134,25.608,2.578,10.067,23.03
763.358,0.03248,2.105,25.26,2.596,10.277,22.664
781.534,0.03192,2.075,24.9,2.612,10.49,22.288
799.709,0.03136,2.045,24.54,2.626,10.701,21.914
817.884,0.0308,2.015,24.18,2.638,10.91,21.542
836.059,0.03024,1.985,23.82,2.648,11.117,21.172
854.234,0.02968,1.955,23.46,2.655,11.317,20.805
872.41,0.02912,1.925,23.1,2.66,11.515,20.44
890.585,0.02856,1.895,22.74,2.664,11.715,20.076
908.76,0.028,1.865,22.38,2.665,11.908,19.715
926.935,0.02744,1.835,22.02,2.664,12.098,19.356
945.11,0.02688,1.805,21.66,2.66,12.281,19
963.286,0.02632,1.775,21.3,2.655,12.465,18.645
981.461,0.02576,1.745,20.94,2.648,12.646,18.292
999.636,0.0252,1.715,20.58,2.638,12.818,17.942
1017.811,0.02464,1.685,20.22,2.626,12.987,17.594
1035.986,0.02408,1.655,19.86,2.612,13.152,17.248
1054.162,0.02352,1.625,19.5,2.596,13.313,16.904
1072.337,0.02296,1.596,19.152,2.578,13.461,16.574
1090.512,0.0224,1.566,18.792,2.558,13.612,16.234
1108.687,0.02184,1.536,18.432,2.536,13.759,15.896
1126.862,0.02128,1.506,18.072,2.511,13.894,15.561
1145.038,0.02072,1.476,17.712,2.484,14.024,15.228
1163.213,0.02016,1.446,17.352,2.456,14.154,14.896
1181.388,0.0196,1.416,16.992,2.425,14.271,14.567
1199.563,0.01904,1.386,16.632,2.392,14.382,14.24
1217.738,0.01848,1.356,16.272,2.357,14.485,13.915
1235.914,0.01792,1.326,15.912,2.319,14.574,13.593
1254.089,0.01736,1.296,15.552,2.28,14.66,13.272
1272.264,0.0168,1.266,15.192,2.238,14.731,12.954
1290.439,0.01624,1.236,14.832,2.195,14.799,12.637
1308.614,0.01568,1.206,14.472,2.149,14.849,12.323
1326.79,0.01512,1.176,14.112,2.101,14.888,12.011
1344.965,0.01456,1.146,13.752,2.051,14.914,11.701
1363.14,0.014,1.117,13.404,1.998,14.906,11.406
1381.315,0.01344,1.087,13.044,1.944,14.903,11.1
1399.49,0.01288,1.057,12.684,1.888,14.885,10.796
1417.666,0.01232,1.027,12.324,1.829,14.841,10.495
1435.841,0.01176,0.997,11.964,1.768,14.778,10.196
1454.016,0.0112,0.967,11.604,1.705,14.693,9.899
1472.191,0.01064,0.937,11.244,1.64,14.586,9.604
1490.366,0.01008,0.907,10.884,1.573,14.452,9.311
1508.542,0.00952,0.877,10.524,1.504,14.291,9.02
1526.717,0.00896,0.847,10.164,1.433,14.099,8.731
1544.892,0.0084,0.817,9.804,1.359,13.862,8.445
1563.067,0.00784,0.787,9.444,1.283,13.585,8.161
1581.242,0.00728,0.757,9.084,1.205,13.265,7.879
1599.418,0.00672,0.727,8.724,1.126,12.907,7.598
1617.593,0.00616,0.697,8.364,1.043,12.47,7.321
1635.768,0.0056,0.667,8.004,0.959,11.982,7.045
1653.943,0.00504,0.637,7.644,0.873,11.421,6.771
1672.118,0.00448,0.608,7.296,0.784,10.746,6.512
1690.294,0.00392,0.578,6.936,0.694,10.006,6.242
1708.469,0.00336,0.548,6.576,0.601,9.139,5.975
1726.644,0.0028,0.518,6.216,0.506,8.14,5.71
1744.819,0.00224,0.488,5.856,0.409,6.984,5.447
1762.994,0.00168,0.458,5.496,0.31,5.64,5.186
1781.17,0.00112,0.428,5.136,0.209,4.069,4.927
1799.345,0.00056,0.398,4.776,0.106,2.219,4.67
1817.52,0,0.368,4.416,0,0,4.416
