2V Data,,,,4V Data,,,,6V Data,,,,7.2V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 7.2V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
135.624,1.67,2,0.033,135.624,3.15,4.001,0.059,135.715,4.11,6.001,0.083,135.837,2.57,7.201,0.618,135.512,5.1,8.002,0.1,136.019,5.7,10.001,0.113,135.801,6.95,12,0.112
135.973,1.67,2,0.033,135.973,3.15,4,0.059,136.066,4.11,6.001,0.084,136.186,2.57,7.201,0.618,135.861,5.1,8.001,0.1,136.368,5.7,10.001,0.113,136.151,6.96,12,0.112
136.322,1.67,2,0.034,136.35,3.15,4.001,0.059,136.414,4.11,6.001,0.083,136.536,2.57,7.201,0.618,136.209,5.1,8.001,0.1,136.717,5.7,10.001,0.113,136.5,6.96,12,0.112
136.67,1.67,2,0.033,136.699,3.15,4.001,0.059,136.763,4.11,6.001,0.083,136.884,2.57,7.201,0.618,136.56,5.1,8.001,0.1,137.067,5.69,10.001,0.113,136.876,6.96,12,0.112
137.019,1.67,2,0.033,137.049,3.15,4.001,0.059,137.112,4.1,6.001,0.084,137.234,2.52,7.201,0.617,136.909,5.1,8.002,0.1,137.443,5.69,10.001,0.113,137.223,6.95,12,0.112
137.395,1.67,2,0.033,137.397,3.15,4.001,0.059,137.49,4.11,6.001,0.084,137.61,2.54,7.201,0.617,137.285,5.1,8.001,0.1,137.792,5.69,10.001,0.113,137.575,6.94,12,0.112
137.745,1.67,2,0.033,137.747,3.15,4.001,0.059,137.837,4.11,6.001,0.083,137.958,2.54,7.201,0.617,137.635,5.09,8.002,0.1,138.142,5.69,10.001,0.112,137.923,6.94,12,0.111
138.094,1.67,2,0.034,138.122,3.15,4.001,0.059,138.187,4.1,6.001,0.083,138.309,2.54,7.201,0.617,137.983,5.09,8.001,0.1,138.489,5.69,10.001,0.113,138.273,6.94,12,0.112
138.444,1.67,2,0.034,138.472,3.15,4.001,0.059,138.536,4.1,6.001,0.083,138.658,2.54,7.201,0.617,138.332,5.09,8.001,0.1,138.841,5.69,10.001,0.113,138.621,6.93,12,0.111
138.792,1.67,2,0.033,138.821,3.15,4.001,0.059,138.886,4.1,6.001,0.083,139.007,2.54,7.201,0.617,138.683,5.08,8.001,0.1,139.217,5.68,10.001,0.112,138.997,6.92,12,0.111
139.143,1.67,2,0.034,139.17,3.15,4.001,0.059,139.234,4.1,6.001,0.083,139.381,2.52,7.201,0.617,139.031,5.09,8.001,0.1,139.565,5.68,10.001,0.113,139.346,6.93,12,0.111
139.519,1.67,2,0.033,139.519,3.15,4.001,0.059,139.61,4.1,6.001,0.083,139.733,2.53,7.201,0.616,139.398,5.08,8.001,0.1,139.914,5.68,10.001,0.113,139.696,6.92,12,0.111
139.867,1.67,2,0.034,139.895,3.15,4.001,0.059,139.959,4.1,6.001,0.083,140.079,2.53,7.201,0.617,139.756,5.08,8.001,0.1,140.264,5.68,10.001,0.113,140.046,6.92,12,0.111
140.217,1.67,2,0.034,140.243,3.15,4.001,0.059,140.31,4.1,6.001,0.084,140.432,2.52,7.201,0.616,140.106,5.08,8.001,0.1,140.612,5.68,10.001,0.112,140.394,6.92,12,0.111
140.565,1.67,2,0.034,140.592,3.15,4,0.059,140.658,4.1,6.001,0.084,140.778,2.53,7.201,0.616,140.454,5.07,8.001,0.1,140.987,5.68,10.001,0.112,140.769,6.92,12,0.111
140.914,1.67,2,0.034,140.941,3.15,4.001,0.059,141.034,4.1,6.001,0.083,141.155,2.53,7.201,0.616,140.804,5.07,8.001,0.1,141.338,5.67,10.001,0.112,141.119,6.92,12,0.111
141.291,1.67,2,0.034,141.291,3.14,4,0.059,141.383,4.1,6.001,0.083,141.504,2.54,7.201,0.616,141.18,5.07,8.001,0.1,141.686,5.67,10.001,0.112,141.468,6.93,12,0.111
141.64,1.67,2,0.034,141.666,3.14,4.001,0.059,141.733,4.09,6.001,0.083,141.854,2.5,7.201,0.616,141.53,5.07,8.001,0.1,142.036,5.67,10.001,0.112,141.818,6.92,12,0.111
141.989,1.67,2,0.034,142.015,3.14,4.001,0.059,142.081,4.09,6.001,0.083,142.203,2.49,7.201,0.616,141.878,5.07,8.001,0.1,142.384,5.67,10.001,0.112,142.167,6.92,12,0.111
142.339,1.67,2,0.034,142.365,3.14,4.001,0.059,142.433,4.08,6.001,0.083,142.552,2.51,7.201,0.615,142.228,5.07,8.002,0.099,142.761,5.66,10.001,0.112,142.527,6.92,12,0.111
142.688,1.67,2,0.034,142.714,3.14,4.001,0.059,142.78,4.08,6.001,0.083,142.927,2.44,7.201,0.615,142.576,5.07,8.001,0.099,143.11,5.66,10.001,0.112,142.909,6.92,12,0.111
143.061,1.67,2,0.034,143.089,3.14,4.001,0.059,143.158,4.08,6.001,0.083,143.298,2.5,7.201,0.615,142.951,5.07,8.001,0.099,143.457,5.66,10.001,0.112,143.269,6.91,12,0.111
143.413,1.67,2,0.034,143.439,3.13,4.001,0.059,143.506,4.08,6.001,0.083,143.681,2.53,7.201,0.615,143.302,5.07,8.001,0.1,143.806,5.66,10.001,0.112,143.618,6.9,12,0.111
143.761,1.67,2,0.034,143.787,3.13,4.001,0.059,143.856,4.08,6.001,0.083,144.056,2.53,7.201,0.615,143.65,5.06,8.002,0.1,144.157,5.65,10.001,0.112,143.992,6.9,12,0.111
144.111,1.67,2,0.033,144.137,3.13,4.001,0.059,144.205,4.08,6.001,0.083,144.405,2.53,7.201,0.615,144,5.06,8.001,0.1,144.516,5.66,10.001,0.112,144.343,6.9,12,0.111
144.459,1.67,2,0.033,144.486,3.13,4.001,0.059,144.554,4.08,6.001,0.083,144.754,2.53,7.201,0.614,144.348,5.06,8.001,0.099,144.899,5.65,10.001,0.112,144.69,6.89,12,0.11
144.84,1.66,2,0.033,144.835,3.13,4.001,0.058,144.93,4.08,6.001,0.083,145.13,2.53,7.201,0.615,144.724,5.06,8.001,0.1,145.258,5.65,10.001,0.112,145.042,6.87,12,0.11
145.184,1.67,2,0.034,145.212,3.13,4.001,0.059,145.28,4.08,6.001,0.083,145.479,2.53,7.201,0.614,145.073,5.06,8.002,0.099,145.618,5.65,10.001,0.112,145.389,6.87,12,0.11
145.532,1.67,2,0.033,145.56,3.13,4.001,0.059,145.63,4.08,6.001,0.083,145.828,2.53,7.201,0.614,145.422,5.06,8.001,0.099,145.973,5.65,10.001,0.112,145.765,6.86,12,0.11
145.881,1.67,2,0.034,145.912,3.13,4.001,0.059,145.978,4.08,6.001,0.083,146.177,2.53,7.201,0.614,145.772,5.06,8.001,0.099,146.332,5.65,10.001,0.112,146.115,6.87,12,0.11
146.231,1.67,2,0.034,146.258,3.14,4.001,0.058,146.328,4.08,6.001,0.083,146.526,2.53,7.201,0.614,146.121,5.06,8.001,0.099,146.681,5.64,10.001,0.112,146.464,6.87,12,0.111
146.606,1.67,2,0.034,146.61,3.14,4.001,0.059,146.677,4.08,6.001,0.083,146.876,2.53,7.201,0.614,146.495,5.06,8.001,0.099,147.03,5.64,10.001,0.112,146.813,6.87,12,0.11
146.956,1.67,2,0.033,146.986,3.13,4.001,0.058,147.052,4.07,6.001,0.083,147.252,2.53,7.201,0.613,146.847,5.05,8.001,0.099,147.407,5.64,10.001,0.112,147.162,6.87,12,0.11
147.306,1.67,2,0.033,147.335,3.13,4.001,0.058,147.401,4.07,6.001,0.083,147.6,2.53,7.201,0.613,147.196,5.05,8.001,0.099,147.756,5.64,10.001,0.111,147.539,6.86,12,0.11
147.655,1.67,2,0.034,147.684,3.13,4,0.058,147.75,4.07,6.001,0.083,147.95,2.53,7.201,0.613,147.544,5.05,8.001,0.099,148.106,5.63,10.001,0.111,147.886,6.86,12,0.11
148.004,1.67,2,0.034,148.033,3.13,4.001,0.058,148.1,4.07,6.001,0.083,148.299,2.53,7.201,0.613,147.893,5.05,8.001,0.099,148.453,5.63,10.001,0.111,148.237,6.84,12,0.11
148.382,1.66,2,0.034,148.383,3.13,4.001,0.059,148.448,4.07,6.001,0.083,148.649,2.52,7.201,0.613,148.269,5.05,8.001,0.099,148.804,5.63,10.001,0.112,148.586,6.85,12,0.109
148.729,1.66,2,0.034,148.731,3.13,4.001,0.059,148.824,4.07,6.001,0.083,149.007,2.52,7.201,0.613,148.618,5.05,8.001,0.099,149.178,5.63,10.001,0.111,148.935,6.85,12,0.109
149.081,1.67,2,0.034,149.107,3.13,4.001,0.059,149.173,4.07,6.001,0.083,149.364,2.52,7.201,0.613,148.969,5.05,8.001,0.099,149.528,5.63,10.001,0.111,149.312,6.84,12,0.11
149.428,1.67,2,0.034,149.455,3.13,4.001,0.059,149.523,4.07,6.001,0.083,149.724,2.52,7.201,0.612,149.316,5.04,8.001,0.099,149.877,5.62,10.001,0.111,149.66,6.84,12,0.11
149.779,1.66,2,0.034,149.805,3.13,4.001,0.059,149.872,4.07,6.001,0.083,150.073,2.52,7.201,0.612,149.666,5.05,8.001,0.099,150.226,5.62,10.001,0.111,150.01,6.83,12,0.11
150.126,1.67,2,0.033,150.154,3.13,4.001,0.058,150.221,4.07,6.001,0.083,150.422,2.51,7.201,0.612,150.014,5.03,8.001,0.099,150.576,5.62,10.001,0.111,150.358,6.83,12,0.109
150.504,1.66,2,0.034,150.529,3.13,4.001,0.059,150.597,4.07,6.001,0.083,150.796,2.51,7.201,0.612,150.391,5.03,8.001,0.099,150.952,5.62,10.001,0.111,150.709,6.83,12,0.109
150.852,1.67,2,0.034,150.878,3.13,4,0.059,150.945,4.07,6.001,0.083,151.148,2.52,7.201,0.612,150.74,5.04,8.001,0.099,151.3,5.62,10.001,0.111,151.057,6.82,12,0.109
151.2,1.66,2,0.033,151.228,3.13,4,0.059,151.296,4.06,6.001,0.083,151.495,2.52,7.201,0.612,151.09,5.03,8.002,0.099,151.649,5.62,10.001,0.111,151.434,6.81,12,0.109
151.55,1.67,2,0.033,151.577,3.13,4,0.058,151.643,4.06,6.001,0.083,151.844,2.53,7.201,0.612,151.437,5.03,8.001,0.099,151.998,5.61,10.001,0.111,151.782,6.81,12,0.109
151.899,1.66,2,0.034,151.926,3.12,4.001,0.059,151.994,4.05,6.001,0.083,152.193,2.53,7.201,0.612,151.787,5.03,8.001,0.099,152.348,5.62,10.001,0.111,152.134,6.81,12,0.109
152.276,1.66,2,0.033,152.275,3.12,4.001,0.059,152.344,4.06,6.001,0.082,152.568,2.54,7.201,0.611,152.164,5.03,8.001,0.098,152.697,5.61,10.001,0.111,152.482,6.81,12,0.109
152.624,1.66,2,0.034,152.65,3.12,4.001,0.058,152.719,4.06,6.001,0.083,152.918,2.54,7.201,0.612,152.512,5.03,8.001,0.098,153.073,5.61,10.001,0.111,152.831,6.81,12,0.109
152.973,1.66,2,0.033,153.001,3.12,4,0.059,153.068,4.05,6.001,0.082,153.304,2.54,7.201,0.611,152.863,5.03,8.001,0.099,153.42,5.61,10.001,0.111,153.18,6.8,12,0.109
153.322,1.66,2,0.033,153.35,3.12,4.001,0.058,153.417,4.04,6.001,0.083,153.671,2.54,7.201,0.611,153.21,5.02,8.001,0.099,153.771,5.61,10.001,0.111,153.555,6.79,12,0.109
153.672,1.66,2,0.034,153.698,3.12,4.001,0.058,153.766,4.05,6.001,0.083,154.02,2.54,7.201,0.611,153.56,5.02,8.001,0.098,154.119,5.61,10.001,0.11,153.905,6.79,12,0.109
154.019,1.66,2,0.033,154.049,3.12,4.001,0.059,154.116,4.04,6.001,0.082,154.37,2.55,7.201,0.611,153.936,5.02,8.002,0.099,154.47,5.61,10.001,0.111,154.254,6.79,12,0.109
154.396,1.66,2,0.033,154.397,3.12,4.001,0.058,154.464,4.04,6.001,0.083,154.719,2.54,7.201,0.61,154.284,5.02,8.001,0.098,154.847,5.6,10.001,0.111,154.604,6.79,12,0.109
154.746,1.66,2,0.033,154.774,3.11,4.001,0.059,154.842,4.04,6.001,0.082,155.067,2.54,7.201,0.611,154.634,5.02,8.001,0.098,155.195,5.6,10.001,0.111,154.952,6.79,12,0.109
155.095,1.66,2,0.033,155.122,3.11,4.001,0.058,155.191,4.04,6.001,0.082,155.416,2.54,7.201,0.611,154.984,5.02,8.002,0.098,155.545,5.6,10.001,0.11,155.328,6.78,12,0.108
155.445,1.66,2,0.034,155.472,3.11,4.001,0.058,155.54,4.04,6.001,0.082,155.775,2.53,7.201,0.61,155.332,5.02,8.001,0.098,155.894,5.6,10.001,0.11,155.678,6.75,12,0.106
155.82,1.66,2,0.033,155.819,3.11,4.001,0.058,155.889,4.04,6.001,0.082,156.131,2.53,7.201,0.61,155.708,5.02,8.001,0.098,156.243,5.6,10.001,0.111,156.026,6.7,12,0.108
156.169,1.66,2,0.033,156.17,3.11,4.001,0.058,156.238,4.04,6.001,0.082,156.491,2.53,7.201,0.61,156.056,5.01,8.001,0.098,156.618,5.6,10.001,0.11,156.376,6.76,12,0.108
156.519,1.66,2,0.033,156.519,3.11,4.001,0.058,156.614,4.04,6.001,0.082,156.839,2.52,7.201,0.61,156.407,5,8.001,0.098,156.969,5.6,10.001,0.11,156.725,6.77,12,0.108
156.867,1.66,2,0.034,156.895,3.11,4.001,0.058,156.963,4.04,6.001,0.082,157.189,2.52,7.201,0.61,156.756,5.01,8.001,0.098,157.315,5.59,10.001,0.11,157.085,6.78,12,0.108
157.217,1.66,2,0.033,157.245,3.11,4,0.058,157.313,4.03,6.001,0.082,157.565,2.52,7.201,0.61,157.105,5,8.001,0.098,157.666,5.59,10.001,0.111,157.467,6.78,12,0.108
157.566,1.66,2,0.033,157.594,3.11,4.001,0.058,157.662,4.03,6.001,0.082,157.914,2.52,7.201,0.609,157.453,4.99,8.001,0.098,158.015,5.59,10.001,0.111,157.826,6.78,12,0.108
157.943,1.66,2,0.033,157.943,3.11,4.001,0.058,158.011,4.03,6.001,0.082,158.263,2.52,7.201,0.609,157.832,5,8.001,0.098,158.391,5.58,10.001,0.11,158.176,6.78,12,0.108
158.29,1.66,2,0.033,158.292,3.11,4.001,0.058,158.36,4.04,6.001,0.082,158.626,2.52,7.201,0.609,158.179,5,8.001,0.098,158.739,5.58,10.001,0.11,158.552,6.77,12,0.108
158.641,1.66,2,0.033,158.668,3.11,4.001,0.058,158.735,4.04,6.001,0.082,159.017,2.53,7.201,0.609,158.53,5,8.002,0.098,159.088,5.58,10.001,0.11,158.901,6.77,12,0.108
158.989,1.66,2,0.033,159.017,3.11,4.001,0.058,159.086,4.03,6.001,0.082,159.365,2.53,7.201,0.609,158.878,4.99,8.001,0.098,159.438,5.58,10.001,0.11,159.251,6.77,12,0.108
159.338,1.66,2,0.034,159.366,3.11,4,0.058,159.434,4.03,6.001,0.082,159.716,2.53,7.201,0.609,159.227,4.99,8.001,0.098,159.787,5.58,10.001,0.11,159.6,6.77,12,0.107
159.688,1.66,2,0.033,159.714,3.11,4.001,0.058,159.784,4.03,6.001,0.082,160.064,2.52,7.201,0.609,159.603,4.99,8.001,0.098,160.148,5.58,10.001,0.11,159.949,6.77,12,0.108
160.064,1.66,2,0.033,160.065,3.11,4.001,0.058,160.161,4.01,6.001,0.082,160.494,2.53,7.201,0.608,159.952,4.99,8.002,0.098,160.529,5.58,10.001,0.11,160.324,6.76,12,0.108
160.413,1.66,2,0.033,160.44,3.1,4,0.058,160.51,4.02,6.001,0.082,160.87,2.52,7.201,0.608,160.301,4.99,8.001,0.098,160.887,5.57,10.001,0.11,160.673,6.76,12,0.108
160.762,1.66,2,0.033,160.789,3.1,4.001,0.058,160.859,4.02,6.001,0.082,161.22,2.52,7.201,0.608,160.651,4.99,8.001,0.098,161.264,5.57,10.001,0.11,161.023,6.76,12,0.108
161.112,1.66,2,0.033,161.137,3.1,4.001,0.058,161.207,4.02,6.001,0.082,161.568,2.52,7.201,0.608,161,4.99,8.001,0.097,161.614,5.57,10.001,0.11,161.372,6.75,12,0.107
161.461,1.66,2,0.033,161.487,3.11,4.001,0.058,161.557,4.02,6.001,0.082,161.917,2.52,7.201,0.608,161.374,4.99,8.001,0.098,161.963,5.57,10.001,0.11,161.721,6.75,12,0.107
161.836,1.66,2,0.033,161.837,3.1,4.001,0.058,161.907,4.02,6.001,0.082,162.267,2.52,7.201,0.608,161.726,4.99,8.001,0.097,162.311,5.56,10.001,0.11,162.096,6.75,12,0.107
162.185,1.66,2,0.033,162.212,3.1,4.001,0.058,162.283,4.02,6.001,0.082,162.642,2.52,7.201,0.608,162.074,4.98,8.001,0.097,162.661,5.56,10.001,0.11,162.447,6.74,12,0.108
162.535,1.66,2,0.033,162.562,3.1,4.001,0.058,162.632,4.03,6.001,0.082,162.99,2.52,7.201,0.608,162.422,4.98,8.001,0.098,163.02,5.56,10.001,0.11,162.795,6.75,12,0.107
162.884,1.66,2,0.033,162.911,3.1,4.001,0.058,162.98,4.02,6.001,0.081,163.339,2.52,7.201,0.607,162.772,4.98,8.001,0.098,163.375,5.56,10.001,0.11,163.145,6.74,12,0.107
163.233,1.66,2,0.033,163.261,3.1,4,0.058,163.33,4.01,6.001,0.082,163.689,2.52,7.201,0.607,163.147,4.98,8.001,0.097,163.735,5.56,10.001,0.109,163.494,6.74,12,0.107
163.608,1.66,2,0.033,163.609,3.1,4.001,0.058,163.679,4.02,6.001,0.081,164.038,2.52,7.201,0.607,163.496,4.98,8.001,0.097,164.083,5.56,10.001,0.11,163.843,6.74,12,0.107
163.957,1.66,2,0.033,163.958,3.1,4.001,0.058,164.028,4.02,6.001,0.082,164.413,2.52,7.201,0.607,163.845,4.98,8.001,0.097,164.434,5.55,10.001,0.11,164.201,6.74,12,0.107
164.307,1.66,2,0.033,164.336,3.09,4.001,0.058,164.405,4.01,6.001,0.082,164.763,2.51,7.201,0.607,164.195,4.98,8.001,0.097,164.809,5.56,10.001,0.109,164.585,6.73,12,0.107
164.655,1.66,2,0.033,164.682,3.09,4,0.058,164.755,4.01,6.001,0.082,165.113,2.51,7.201,0.607,164.545,4.98,8.001,0.097,165.158,5.55,10.001,0.11,164.946,6.72,12,0.107
165.004,1.66,2,0.033,165.033,3.09,4.001,0.058,165.103,4.01,6.001,0.081,165.461,2.5,7.201,0.607,164.903,4.98,8.001,0.097,165.505,5.55,10.001,0.109,165.32,6.72,12,0.107
165.381,1.66,2,0.033,165.383,3.09,4.001,0.058,165.452,4.01,6.001,0.082,165.811,2.5,7.201,0.607,165.287,4.98,8.001,0.097,165.855,5.55,10.001,0.109,165.67,6.71,12,0.107
165.729,1.66,2,0.034,165.732,3.1,4.001,0.058,165.801,4.01,6.001,0.081,166.187,2.51,7.201,0.606,165.644,4.96,8.001,0.097,166.206,5.55,10.001,0.109,166.019,6.71,12,0.107
166.079,1.66,2,0.033,166.108,3.09,4.001,0.058,166.177,4.01,6.001,0.081,166.536,2.51,7.201,0.606,166.022,4.97,8.001,0.097,166.581,5.54,10.001,0.109,166.369,6.71,12,0.107
166.429,1.66,2,0.033,166.457,3.09,4.001,0.058,166.525,4.01,6.001,0.081,166.885,2.51,7.201,0.606,166.37,4.96,8.001,0.097,166.93,5.54,10.001,0.109,166.718,6.71,12,0.107
166.778,1.66,2,0.033,166.806,3.09,4.001,0.058,166.875,4.01,6.001,0.082,167.234,2.51,7.201,0.606,166.719,4.96,8.002,0.097,167.28,5.54,10.001,0.109,167.066,6.71,12,0.107
167.127,1.66,2,0.033,167.155,3.09,4.001,0.058,167.224,4.01,6.001,0.082,167.582,2.51,7.201,0.606,167.068,4.97,8.001,0.097,167.629,5.54,10.001,0.109,167.443,6.7,12,0.107
167.504,1.66,2,0.033,167.504,3.09,4.001,0.058,167.575,4,6.001,0.081,167.96,2.51,7.201,0.606,167.419,4.96,8.001,0.097,167.978,5.54,10.001,0.109,167.791,6.7,12,0.107
167.852,1.66,2,0.033,167.879,3.09,4.001,0.058,167.923,4,6.001,0.081,168.308,2.51,7.201,0.605,167.767,4.97,8.001,0.097,168.327,5.54,10.001,0.109,168.142,6.7,12,0.107
168.203,1.66,2,0.033,168.23,3.09,4,0.058,168.298,4,6.001,0.082,168.658,2.5,7.201,0.606,168.142,4.96,8.001,0.097,168.703,5.54,10.001,0.109,168.489,6.7,12,0.107
168.551,1.66,2,0.034,168.578,3.09,4.001,0.058,168.646,4.01,6.001,0.082,169.024,2.48,7.201,0.605,168.493,4.95,8.001,0.097,169.051,5.54,10.001,0.109,168.84,6.69,12,0.107
168.9,1.66,2,0.034,168.927,3.09,4.001,0.058,168.997,4,6.001,0.081,169.41,2.49,7.201,0.605,168.84,4.96,8.001,0.096,169.401,5.54,10.001,0.109,169.187,6.69,12,0.107
169.277,1.66,2,0.033,169.277,3.09,4.001,0.058,169.346,4.01,6.001,0.081,169.759,2.49,7.201,0.605,169.191,4.94,8.001,0.096,169.749,5.53,10.001,0.109,169.565,6.68,12,0.107
169.625,1.66,2,0.033,169.651,3.09,4.001,0.058,169.722,4.01,6.001,0.081,170.107,2.49,7.201,0.605,169.538,4.94,8.001,0.097,170.101,5.53,10.001,0.109,169.914,6.68,12,0.107
169.975,1.66,2,0.033,170.001,3.09,4.001,0.058,170.072,3.99,6.001,0.081,170.458,2.5,7.201,0.605,169.915,4.94,8.001,0.096,170.475,5.53,10.001,0.109,170.264,6.67,12,0.106
170.324,1.66,2,0.033,170.35,3.09,4.001,0.058,170.42,3.99,6.001,0.081,170.832,2.5,7.201,0.605,170.264,4.95,8.001,0.096,170.825,5.53,10.001,0.109,170.612,6.66,12,0.106
170.674,1.66,2,0.034,170.7,3.09,4.001,0.058,170.77,4,6.001,0.081,171.182,2.49,7.201,0.604,170.613,4.94,8.001,0.096,171.173,5.53,10.001,0.109,170.988,6.66,12,0.106
171.048,1.66,2,0.034,171.075,3.09,4.001,0.058,171.118,4,6.001,0.081,171.531,2.5,7.201,0.604,170.962,4.94,8.001,0.096,171.524,5.53,10.001,0.109,171.337,6.67,12,0.106
171.397,1.66,2,0.033,171.425,3.09,4,0.058,171.467,4,6.001,0.081,171.88,2.5,7.201,0.604,171.338,4.94,8.002,0.096,171.872,5.53,10.001,0.109,171.685,6.66,12,0.106
171.746,1.65,2,0.033,171.774,3.09,4.001,0.058,171.844,4,6.001,0.081,172.229,2.5,7.201,0.604,171.687,4.94,8.001,0.097,172.248,5.52,10.001,0.108,172.037,6.66,12,0.105
172.096,1.66,2,0.033,172.123,3.09,4,0.058,172.194,4.01,6.001,0.081,172.577,2.5,7.201,0.604,172.037,4.94,8.001,0.096,172.599,5.52,10.001,0.108,172.385,6.61,12,0.105
172.444,1.66,2,0.033,172.472,3.08,4.001,0.058,172.542,4,6.001,0.082,172.938,2.49,7.201,0.604,172.386,4.95,8.001,0.096,172.947,5.52,10.001,0.108,172.735,6.64,12,0.105
172.82,1.66,2,0.033,172.821,3.09,4.001,0.058,172.891,4,6.001,0.081,173.294,2.49,7.201,0.604,172.735,4.94,8.001,0.096,173.297,5.51,10.001,0.108,173.093,6.65,12,0.105
173.169,1.66,2,0.033,173.197,3.09,4.001,0.058,173.242,4,6.001,0.081,173.654,2.49,7.201,0.604,173.084,4.94,8.001,0.096,173.645,5.51,10.001,0.108,173.449,6.65,12,0.106
173.518,1.66,2,0.033,173.545,3.09,4,0.058,173.589,4,6.001,0.081,174.002,2.49,7.201,0.604,173.462,4.94,8.001,0.096,174.021,5.51,10.001,0.108,173.809,6.66,12,0.105
173.867,1.66,2,0.033,173.897,3.09,4.001,0.058,173.966,4,6.001,0.081,174.351,2.49,7.201,0.604,173.81,4.94,8.001,0.096,174.37,5.51,10.001,0.108,174.158,6.66,12,0.105
174.217,1.66,2,0.033,174.243,3.08,4,0.057,174.315,3.99,6.001,0.081,174.701,2.5,7.201,0.603,174.16,4.94,8.001,0.096,174.719,5.51,10.001,0.108,174.509,6.66,12,0.105
174.592,1.66,2,0.033,174.595,3.09,4,0.058,174.665,3.99,6.001,0.081,175.078,2.49,7.201,0.603,174.508,4.94,8.001,0.096,175.068,5.51,10.001,0.108,174.856,6.66,12,0.105
174.941,1.66,2,0.033,174.943,3.09,4.001,0.058,175.014,3.99,6.001,0.081,175.427,2.49,7.201,0.603,174.858,4.94,8.001,0.096,175.418,5.5,10.001,0.108,175.218,6.66,12,0.106
175.291,1.66,2,0.033,175.32,3.08,4.001,0.057,175.364,3.99,6.001,0.081,175.775,2.5,7.201,0.603,175.233,4.93,8.001,0.096,175.777,5.5,10.001,0.108,175.572,6.65,12,0.105
175.641,1.66,2,0.033,175.669,3.08,4.001,0.057,175.713,3.99,6.001,0.081,176.125,2.5,7.201,0.603,175.583,4.93,8.001,0.096,176.16,5.5,10.001,0.108,175.932,6.65,12,0.105
175.989,1.66,2,0.033,176.018,3.08,4,0.057,176.088,3.99,6.001,0.081,176.474,2.5,7.201,0.603,175.932,4.93,8.001,0.096,176.518,5.5,10.001,0.108,176.281,6.65,12,0.105
176.366,1.66,2,0.033,176.366,3.08,4.001,0.058,176.438,3.99,6.001,0.081,176.85,2.5,7.201,0.603,176.28,4.93,8.001,0.096,176.879,5.5,10.001,0.108,176.631,6.65,12,0.105
176.715,1.66,2,0.033,176.715,3.08,4.001,0.058,176.786,3.99,6.001,0.081,177.2,2.5,7.201,0.602,176.631,4.93,8.001,0.096,177.234,5.49,10.001,0.108,176.99,6.64,12,0.105
177.065,1.66,2,0.033,177.091,3.08,4.001,0.057,177.137,3.99,6.001,0.081,177.548,2.5,7.201,0.602,176.98,4.93,8.001,0.096,177.593,5.49,10.001,0.107,177.37,6.64,12,0.105
177.412,1.66,2,0.033,177.439,3.07,4.001,0.058,177.485,3.99,6.001,0.081,177.898,2.5,7.201,0.602,177.356,4.93,8.001,0.096,177.943,5.49,10.001,0.107,177.731,6.64,12,0.105
177.762,1.66,2,0.033,177.791,3.08,4.001,0.058,177.862,3.99,6.001,0.081,178.246,2.5,7.201,0.602,177.703,4.93,8.001,0.096,178.292,5.49,10.001,0.107,178.091,6.64,12,0.105
178.11,1.66,2,0.033,178.138,3.08,4.001,0.058,178.211,3.99,6.001,0.081,178.622,2.5,7.201,0.602,178.054,4.93,8.002,0.096,178.667,5.49,10.001,0.107,178.445,6.63,12,0.105
178.487,1.65,2,0.033,178.489,3.08,4.001,0.057,178.56,3.99,6.001,0.081,178.97,2.5,7.201,0.602,178.401,4.92,8.001,0.096,179.015,5.49,10.001,0.107,178.805,6.63,12,0.105
178.837,1.66,2,0.033,178.862,3.08,4.001,0.057,178.909,3.99,6.001,0.081,179.321,2.49,7.201,0.602,178.778,4.92,8.001,0.096,179.366,5.49,10.001,0.107,179.153,6.63,12,0.105
179.187,1.65,2,0.033,179.212,3.07,4.001,0.057,179.259,3.99,6.001,0.081,179.668,2.49,7.201,0.602,179.126,4.92,8.001,0.096,179.714,5.49,10.001,0.108,179.503,6.63,12,0.105
179.536,1.66,2,0.034,179.562,3.07,4.001,0.057,179.618,3.98,6.001,0.081,180.018,2.49,7.201,0.602,179.476,4.92,8.001,0.096,180.065,5.48,10.001,0.107,179.862,6.62,12,0.105
179.884,1.65,2,0.033,179.909,3.07,4.001,0.058,179.973,3.98,6.001,0.081,180.394,2.5,7.201,0.601,179.825,4.92,8.001,0.096,180.413,5.49,10.001,0.107,180.246,6.62,12,0.105
180.234,1.65,2,0.033,180.261,3.07,4.001,0.057,180.333,3.98,6.001,0.081,,,,,180.174,4.92,8.001,0.096,180.788,5.49,10.001,0.107,180.605,6.62,12,0.105
180.609,1.65,2,0.033,180.636,3.07,4.001,0.057,180.682,3.98,6.001,0.081,,,,,180.524,4.92,8.001,0.095,181.137,5.49,10.001,0.107,180.954,6.62,12,0.105
