10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
100.846,10.01,118.307,101.454,20.04,208.118,101.352,30.03,249.945,,,,,,,,,
101.207,10.02,117.048,101.813,19.98,209.048,101.716,29.98,246.705,,,,,,,,,
101.58,10.01,118.274,102.189,20,206.817,102.121,29.97,248.341,,,,,,,,,
101.986,9.99,114.926,102.578,20,198.119,102.486,30,243.96,,,,,,,,,
102.351,10,111.673,102.951,19.99,211.083,102.845,30.02,242.172,,,,,,,,,
102.708,9.97,114.905,103.316,20.02,200.046,103.222,30.07,244.731,,,,,,,,,
103.113,9.99,115.066,103.719,20.03,206.061,103.586,30.02,245.563,,,,,,,,,
103.515,10.01,113.8,104.085,20,198.035,103.949,30,245.748,,,,,,,,,
103.881,10.01,117.213,104.445,19.97,190.114,104.349,29.94,246.519,,,,,,,,,
104.238,10.02,114.851,104.821,19.97,199.92,104.738,29.97,242.233,,,,,,,,,
104.645,10,116.271,105.211,20.02,200.046,105.104,29.97,248.83,,,,,,,,,
105.045,9.99,113.768,105.589,20.01,207.166,105.506,30.01,251.905,,,,,,,,,
105.412,10.01,117.037,105.948,19.96,197.889,105.871,30.07,246.023,,,,,,,,,
105.772,10,113.693,106.336,19.96,197.102,106.232,30,243.775,,,,,,,,,
106.158,10.01,112.568,106.703,20.03,188.959,106.619,29.93,244.761,,,,,,,,,
106.524,10.03,116.271,107.106,20,195.9,106.982,30.02,246.979,,,,,,,,,
106.928,10,110.743,107.47,20.01,208.938,107.388,29.97,244.392,,,,,,,,,
107.332,10,112.705,107.83,19.97,195.983,107.752,29.99,249.285,,,,,,,,,
107.698,9.99,116.151,108.207,20.01,206.061,108.113,29.99,246.637,,,,,,,,,
108.059,9.98,117.455,108.595,20,195.05,108.487,30.07,250.789,,,,,,,,,
108.461,10.01,112.917,108.97,19.97,205.931,108.876,30.05,244.176,,,,,,,,,
108.864,10.04,110.629,109.334,20.04,208.03,109.259,30.01,245.161,,,,,,,,,
109.229,9.99,113.8,109.722,20,201.994,109.617,29.95,245.806,,,,,,,,,
109.588,9.98,112.663,110.086,20,198.988,110.02,29.96,246.575,,,,,,,,,
109.964,9.98,109.327,110.454,19.98,205.174,110.386,29.96,248.173,,,,,,,,,
110.328,9.98,113.64,110.812,20.02,204.699,110.746,30.03,245.528,,,,,,,,,
110.69,10.02,117.191,111.188,20.01,198.035,111.121,30.06,238.122,,,,,,,,,
111.076,9.99,109.44,111.593,20.06,197.868,111.524,30.01,247.436,,,,,,,,,
111.442,9.98,112.959,111.957,20.01,197.952,111.89,29.96,244.053,,,,,,,,,
111.846,10,110.681,112.316,19.93,200.362,112.251,30,245.528,,,,,,,,,
112.247,10.03,118.529,112.702,19.9,204.936,112.653,29.97,244.544,,,,,,,,,
112.615,10,115.966,113.07,19.98,205.801,113.057,30,247.859,,,,,,,,,
112.974,10.01,109.306,113.473,20.06,197.827,113.422,30.01,242.763,,,,,,,,,
113.362,10.01,114.024,113.837,20.04,205.78,113.782,30.01,244.605,,,,,,,,,
113.726,9.98,118.274,114.199,20.04,207.921,114.186,29.96,242.61,,,,,,,,,
114.13,10,108.191,114.574,19.98,198.16,114.589,30,245.342,,,,,,,,,
114.495,10,111.851,114.939,20.01,207.899,114.955,29.97,247.765,,,,,,,,,
114.853,10,112.652,115.299,20.01,194.844,115.313,30.02,247.609,,,,,,,,,
115.23,10.01,112.832,115.675,19.98,205.888,115.717,30.04,241.781,,,,,,,,,
115.633,10,111.652,116.063,19.95,198.014,116.121,30.05,247.609,,,,,,,,,
116,10,114.067,116.429,19.98,205.996,116.486,29.97,241.843,,,,,,,,,
116.358,10.01,113.907,116.803,20.03,208.806,116.845,29.93,243.407,,,,,,,,,
116.761,10.01,112.673,117.207,20.07,204.829,117.222,29.97,240.893,,,,,,,,,
117.164,10.02,116.151,117.574,20.03,197.973,117.609,29.97,248.186,,,,,,,,,
117.53,9.99,118.34,117.934,20,204.049,117.974,30.07,241.476,,,,,,,,,
117.89,9.98,113.789,118.308,19.94,193.973,118.35,30.01,243.16,,,,,,,,,
118.293,10,112.748,118.674,19.94,192.877,118.752,30.05,240.557,,,,,,,,,
118.697,10.03,122.61,119.033,19.94,208.828,119.119,30.01,244.815,,,,,,,,,
119.084,9.98,114.991,119.393,20.02,204.613,119.478,29.98,242.395,,,,,,,,,
119.459,9.96,108.191,119.757,20.04,190.828,119.853,29.94,243.099,,,,,,,,,
119.824,10.01,114.035,120.164,20.03,197.04,120.221,29.98,243.833,,,,,,,,,
120.212,10,118.362,120.527,20.04,196.957,120.578,30.02,242.119,,,,,,,,,
120.577,10,117.081,120.887,19.96,205.91,120.953,30,243.802,,,,,,,,,
120.982,9.99,113.939,121.263,19.98,197.785,121.359,30,245.486,,,,,,,,,
121.345,10,115.056,121.629,20.03,210.861,121.722,29.97,242.149,,,,,,,,,
121.706,10,114.077,121.992,19.97,202.797,122.091,30.02,246.857,,,,,,,,,
122.114,9.99,110.37,122.391,19.99,196.936,122.486,30.03,247.809,,,,,,,,,
122.512,10.01,114.915,122.793,19.98,193.748,122.888,29.99,241.017,,,,,,,,,
122.875,10.01,114.818,123.182,20.04,198.947,123.254,30.05,244.35,,,,,,,,,
123.236,10.01,117.103,123.562,20.01,205.866,123.612,30,242.883,,,,,,,,,
123.595,10.01,111.788,123.922,19.99,205.975,124.015,29.93,244.257,,,,,,,,,
123.959,9.98,112.642,124.325,19.99,194.927,124.42,30.01,241.812,,,,,,,,,
124.349,9.99,110.308,124.714,19.96,189.914,124.786,30.01,241.109,,,,,,,,,
124.728,10.01,117.07,125.094,19.95,193.748,125.144,29.97,240.192,,,,,,,,,
125.089,10,114.969,125.454,20,204.721,125.519,29.96,243.978,,,,,,,,,
125.495,10.02,110.401,125.856,19.99,207.702,125.909,30.03,241.413,,,,,,,,,
125.859,10.01,120.697,126.258,20.08,207.855,126.29,30.07,240.497,,,,,,,,,
126.22,9.98,114.894,126.624,20.02,195.797,126.649,30.21,242.237,,,,,,,,,
126.595,10.01,115.077,126.984,20.03,198.884,127.052,30.19,237.414,,,,,,,,,
126.998,10,114.98,127.388,19.98,198.863,127.417,30.15,237.836,,,,,,,,,
127.365,10.01,114.067,127.774,19.94,199.878,127.777,30.01,244.443,,,,,,,,,
127.723,10.01,110.505,128.157,19.93,195.735,128.164,29.94,237.341,,,,,,,,,
128.126,10,110.681,128.517,20.03,190.828,128.529,29.9,240.466,,,,,,,,,
128.528,10,113.81,128.903,20.06,196.708,128.933,29.96,240.253,,,,,,,,,
128.893,10.01,116.227,129.268,20.02,198.716,129.336,30.03,239.856,,,,,,,,,
129.253,10,113.789,129.671,20.02,206.04,129.703,30.22,238.941,,,,,,,,,
129.642,10.01,115.013,130.06,19.98,196.895,130.064,30.4,237.996,,,,,,,,,
130.006,10.01,113.725,130.44,19.98,202.797,130.465,30.34,235.508,,,,,,,,,
130.411,9.99,116.336,130.799,19.96,196.791,130.868,30.2,235.425,,,,,,,,,
130.775,10.01,113.768,131.187,20.06,200.703,131.235,29.96,234.328,,,,,,,,,
131.135,10,116.064,131.551,20.06,204.678,131.593,29.95,240.115,,,,,,,,,
131.511,10,117.037,131.955,19.96,203.813,131.97,29.89,231.718,,,,,,,,,
131.875,10.02,110.639,132.322,19.95,203.77,132.358,29.96,237.203,,,,,,,,,
132.236,9.98,112.642,132.68,19.99,201.697,132.739,30.21,232.614,,,,,,,,,
132.595,10.02,114.067,133.056,20.06,198.695,133.098,30.54,238.48,,,,,,,,,
132.961,9.99,118.362,133.421,20.03,201.803,133.503,31.32,231.787,,,,,,,,,
133.365,9.97,121.53,133.781,19.94,204.006,133.867,31.29,232.46,,,,,,,,,
133.73,10.01,109.553,134.167,20,203.684,134.227,31.26,221.687,,,,,,,,,
134.089,10.02,110.37,134.534,20.04,199.731,134.603,30.88,215.271,,,,,,,,,
134.465,9.99,110.505,134.938,19.98,199.857,134.967,29.96,213.327,,,,,,,,,
134.853,10.01,110.536,135.305,19.97,203.706,135.327,29.4,212.332,,,,,,,,,
135.228,9.99,120.618,135.663,19.97,209.844,135.703,29.86,214.573,,,,,,,,,
135.594,10.02,119.681,136.039,20,193.687,136.071,30.8,209.6,,,,,,,,,
135.998,10.02,118.096,136.466,20.02,191.842,136.429,30.66,208.743,,,,,,,,,
136.362,10.01,117.378,136.871,20.03,199.752,136.805,31.43,204.505,,,,,,,,,
136.721,9.98,116.194,137.238,19.96,209.866,137.208,31.73,202.547,,,,,,,,,
137.096,10,112.748,137.597,20.02,207.877,137.574,31.5,186.467,,,,,,,,,
137.486,9.98,114.905,137.984,19.99,204.742,137.934,33.6,175.447,,,,,,,,,
137.85,10.01,113.768,138.35,20,205.693,138.336,38.14,142.618,,,,,,,,,
138.226,10.03,118.14,138.753,20.02,210.706,138.739,46.66,116.271,,,,,,,,,
138.629,10.02,119.535,139.141,20.02,205.693,139.106,52.44,50.162,,,,,,,,,
139.031,10.01,115.013,139.521,20.01,203.663,139.464,72.21,42.087,,,,,,,,,
139.397,9.98,115.879,139.882,20,204.85,139.869,113.24,35.456,,,,,,,,,
139.756,10.01,114.84,140.267,19.98,206.599,140.255,1.1,0.263,,,,,,,,,
140.16,10.04,116.096,140.633,19.97,199.92,140.635,0.81,0.155,,,,,,,,,
140.564,10.04,117.356,141.038,20.02,191.741,140.996,1.9,0,,,,,,,,,
140.929,10.03,114.11,141.425,20.02,195.921,141.407,1.63,0,,,,,,,,,
141.289,10,114.937,141.804,19.99,199.92,141.802,1.66,0,,,,,,,,,
141.693,10,118.34,142.164,19.94,204.678,142.166,0,0,,,,,,,,,
142.095,9.97,116.053,142.569,19.95,205.801,142.524,0,0,,,,,,,,,
142.46,9.98,116.216,142.933,19.99,194.598,142.886,0,0,,,,,,,,,
142.82,10,114.948,143.293,20.05,195.756,143.249,0,0,,,,,,,,,
143.197,10,117.224,143.653,19.98,194.619,143.655,0,0,,,,,,,,,
143.564,9.99,112.599,144.018,20.02,200.703,144.017,0,0,,,,,,,,,
143.923,10,113.832,144.421,20.05,205.563,144.379,0,0,,,,,,,,,
144.325,9.98,117.048,144.787,19.97,202.712,144.753,0,0,,,,,,,,,
144.729,9.98,117.312,145.146,19.99,192.917,145.143,0,0,,,,,,,,,
145.095,10.01,113.746,145.55,20,205.584,145.509,0,0,,,,,,,,,
145.453,10.02,118.462,145.954,20.01,198.549,145.882,0,0,,,,,,,,,
145.829,10,116.129,146.319,19.98,195.612,146.27,0,0,,,,,,,,,
146.194,10,119.311,146.679,20.02,198.716,146.634,0,0,,,,,,,,,
146.553,10,116.042,147.053,20,205.78,146.998,0,0,,,,,,,,,
146.915,9.98,112.822,147.443,20.01,193.85,147.359,0,0,,,,,,,,,
147.279,10.01,110.422,147.817,19.95,193.687,147.736,0,0,,,,,,,,,
147.682,10.01,117.158,148.183,19.94,202.498,148.122,0,0,,,,,,,,,
148.048,10,121.518,148.586,20.03,198.444,148.515,0,0,,,,,,,,,
148.407,9.99,113.64,148.951,20.01,198.486,148.903,0,0,,,,,,,,,
148.812,10,114.948,149.312,20.05,203.684,149.267,0,0,,,,,,,,,
149.214,9.98,111.705,149.686,20.05,199.731,149.673,0,0,,,,,,,,,
149.58,9.99,110.764,150.053,20.03,193.973,150.035,0,0,,,,,,,,,
149.939,10.01,112.726,150.411,19.93,199.689,150.396,0,0,,,,,,,,,
150.326,9.99,115.023,150.787,19.97,202.562,150.756,0,0,,,,,,,,,
150.691,10,116.129,151.153,19.95,199.731,151.12,0,0,,,,,,,,,
151.095,10,113.757,151.513,20.02,201.803,151.511,0,0,,,,,,,,,
151.496,10.01,118.174,151.89,19.98,204.505,151.889,0,0,,,,,,,,,
151.862,10,116.02,152.254,19.98,205.758,152.249,0,0,,,,,,,,,
152.223,9.97,115.153,152.614,20.01,195.405,152.637,0,0,,,,,,,,,
152.611,10.01,116.336,152.991,20.07,196.314,153.014,0,0,,,,,,,,,
152.974,10,111.631,153.393,20.07,207.549,153.406,0,0,,,,,,,,,
153.379,9.98,118.329,153.76,19.99,195.735,,,,,,,,,,,,
153.767,10.01,115.857,154.118,19.93,202.541,,,,,,,,,,,,
154.148,9.99,112.938,154.521,20,201.506,,,,,,,,,,,,
154.507,9.97,113.917,154.925,20,194.598,,,,,,,,,,,,
154.894,9.99,113.821,155.292,20.04,191.903,,,,,,,,,,,,
155.258,10,115.868,155.65,20,197.598,,,,,,,,,,,,
155.663,10.02,113.778,156.038,19.97,199.668,,,,,,,,,,,,
156.028,10.02,115.142,156.403,19.99,198.381,,,,,,,,,,,,
156.386,10,113.8,156.805,20.05,187.668,,,,,,,,,,,,
156.762,9.99,112.536,157.194,19.99,194.66,,,,,,,,,,,,
157.129,10,112.695,157.575,20.01,191.599,,,,,,,,,,,,
157.488,10.01,114.045,157.933,20.06,200.788,,,,,,,,,,,,
157.866,10,115.077,158.338,19.92,203.77,,,,,,,,,,,,
158.229,10,116.118,158.741,20.03,196.729,,,,,,,,,,,,
158.588,10,112.758,159.106,20.02,197.743,,,,,,,,,,,,
158.965,10,119.513,159.465,19.98,208.85,,,,,,,,,,,,
159.369,9.99,114.894,159.854,19.96,195.797,,,,,,,,,,,,
159.736,10,117.081,160.218,19.9,202.434,,,,,,,,,,,,
160.094,9.99,112.494,160.623,19.99,204.548,,,,,,,,,,,,
160.497,9.98,117.158,161.008,20.05,200.513,,,,,,,,,,,,
160.9,10,116.303,161.389,20.05,195.323,,,,,,,,,,,,
161.265,9.99,118.573,161.749,20.03,200.576,,,,,,,,,,,,
161.625,10.01,112.811,162.137,19.98,196.688,,,,,,,,,,,,
162.003,9.99,114.948,162.501,20.01,195.488,,,,,,,,,,,,
162.369,10,116.129,162.906,20.03,189.774,,,,,,,,,,,,
162.728,9.97,115.056,163.271,20.02,190.767,,,,,,,,,,,,
163.13,9.99,113.832,163.63,19.94,192.694,,,,,,,,,,,,
163.534,10,118.229,164.005,19.94,195.591,,,,,,,,,,,,
163.899,10.01,110.691,164.372,20.02,204.656,,,,,,,,,,,,
164.257,10.02,117.169,164.732,19.98,196.667,,,,,,,,,,,,
164.634,9.99,110.484,165.118,20.04,194.557,,,,,,,,,,,,
165,10,112.97,165.484,20.05,206.687,,,,,,,,,,,,
165.359,10,119.401,165.87,19.99,190.607,,,,,,,,,,,,
165.72,10,111.715,166.237,19.96,198.57,,,,,,,,,,,,
166.087,10.01,116.042,166.639,20,203.727,,,,,,,,,,,,
166.487,9.98,110.422,167.028,19.99,199.541,,,,,,,,,,,,
166.856,10.01,114.045,167.408,20.03,192.511,,,,,,,,,,,,
167.214,9.99,118.573,167.767,19.99,206.338,,,,,,,,,,,,
167.6,9.99,116.173,168.154,20,203.577,,,,,,,,,,,,
167.966,10,118.34,168.521,19.92,196.667,,,,,,,,,,,,
168.371,10,113.607,168.923,19.99,197.514,,,,,,,,,,,,
168.734,10,111.83,169.311,20.08,198.507,,,,,,,,,,,,
169.096,10,111.474,169.687,19.97,207.527,,,,,,,,,,,,
169.469,10.01,119.3,170.052,20.01,192.551,,,,,,,,,,,,
169.856,10,119.647,170.456,20.06,201.484,,,,,,,,,,,,
170.24,10,111.621,170.844,20.02,194.762,,,,,,,,,,,,
170.598,10,116.009,171.225,19.97,204.57,,,,,,,,,,,,
171.003,9.99,118.262,171.583,19.96,192.531,,,,,,,,,,,,
171.366,10.01,108.191,171.988,19.96,195.467,,,,,,,,,,,,
171.727,9.99,116.369,172.402,20,197.431,,,,,,,,,,,,
172.103,10.01,112.8,172.781,20,200.555,,,,,,,,,,,,
172.469,10.02,119.188,173.142,20,191.781,,,,,,,,,,,,
172.827,10,117.07,173.518,20,207.439,,,,,,,,,,,,
173.203,9.98,119.658,173.922,20.04,204.354,,,,,,,,,,,,
173.607,10,116.336,174.286,20,196.605,,,,,,,,,,,,
173.973,10.02,110.39,174.648,19.93,199.626,,,,,,,,,,,,
174.332,9.98,117.004,175.05,20.02,195.529,,,,,,,,,,,,
174.737,10.02,110.722,175.452,20.02,200.619,,,,,,,,,,,,
175.137,10,114.98,175.841,20,204.591,,,,,,,,,,,,
175.504,10.01,112.779,176.216,20.01,203.319,,,,,,,,,,,,
175.863,10,114.862,176.58,20.01,193.83,,,,,,,,,,,,
176.265,9.98,118.229,176.992,19.96,202.562,,,,,,,,,,,,
176.671,9.97,117.224,177.389,20.01,194.762,,,,,,,,,,,,
177.043,10.01,115.911,177.761,20.03,204.57,,,,,,,,,,,,
177.451,10.01,117.356,178.166,19.95,193.646,,,,,,,,,,,,
177.838,10.01,112.716,178.532,19.99,196.501,,,,,,,,,,,,
178.229,10,112.716,178.89,20.01,205.324,,,,,,,,,,,,
178.631,10,115.077,179.266,20.04,203.77,,,,,,,,,,,,
178.998,10,117.312,179.654,19.99,205.454,,,,,,,,,,,,
179.359,9.98,112.684,180.035,20,206.251,,,,,,,,,,,,
179.714,9.98,111.705,180.394,20,192.734,,,,,,,,,,,,
180.083,10.01,117.059,180.799,19.99,211.231,,,,,,,,,,,,
180.487,10.02,114.883,181.165,20.02,202.669,,,,,,,,,,,,
180.852,10.01,118.44,181.523,20.02,195.508,,,,,,,,,,,,
181.211,9.98,118.54,181.9,19.98,201.761,,,,,,,,,,,,
181.615,9.98,111.631,182.27,19.97,198.402,,,,,,,,,,,,
182.001,10,111.579,182.624,20.06,202.327,,,,,,,,,,,,
182.371,10.01,117.18,183,20.04,193.422,,,,,,,,,,,,
182.771,10.01,108.099,183.365,19.98,195.921,,,,,,,,,,,,
183.144,9.99,119.311,183.725,19.96,198.549,,,,,,,,,,,,
183.548,9.98,114.84,184.084,19.97,207.571,,,,,,,,,,,,
183.914,10,118.529,184.448,20,204.505,,,,,,,,,,,,
184.273,10.01,114.088,184.854,19.98,200.513,,,,,,,,,,,,
184.674,10.01,118.351,185.219,20.02,200.428,,,,,,,,,,,,
185.077,10.01,118.285,185.578,19.99,201.25,,,,,,,,,,,,
185.467,10.01,117.191,185.982,20,206.447,,,,,,,,,,,,
185.848,9.97,117.279,186.385,19.99,191.377,,,,,,,,,,,,
186.207,9.96,119.176,186.772,20.04,203.362,,,,,,,,,,,,
186.61,9.94,115.174,187.137,20.04,191.539,,,,,,,,,,,,
186.976,9.97,115.988,187.513,20,199.731,,,,,,,,,,,,
187.336,10.01,115.002,187.917,19.98,206.469,,,,,,,,,,,,
187.711,10.02,118.251,188.305,19.98,198.653,,,,,,,,,,,,
188.1,10.04,118.207,188.686,19.95,191.62,,,,,,,,,,,,
188.479,10.05,116.293,189.045,19.99,197.347,,,,,,,,,,,,
188.84,10.04,115.013,189.449,20,203.405,,,,,,,,,,,,
189.226,9.99,115.998,189.834,20.04,205.129,,,,,,,,,,,,
189.591,10,114.915,190.217,20.01,195.632,,,,,,,,,,,,
189.996,9.99,115.077,190.577,19.96,194.557,,,,,,,,,,,,
190.36,10,119.647,190.979,19.97,196.522,,,,,,,,,,,,
190.72,9.99,111.809,191.382,20.01,196.397,,,,,,,,,,,,
191.096,9.99,118.44,191.749,20.06,192.551,,,,,,,,,,,,
191.462,9.98,116.064,192.108,19.99,196.584,,,,,,,,,,,,
191.82,10.01,115.977,192.51,19.97,196.294,,,,,,,,,,,,
192.199,10,109.583,192.897,19.99,197.264,,,,,,,,,,,,
192.563,10.01,112.726,193.289,20.03,201.378,,,,,,,,,,,,
192.923,10.02,118.362,193.694,20.03,203.598,,,,,,,,,,,,
193.297,9.98,119.345,194.081,20,203.491,,,,,,,,,,,,
193.702,9.99,116.96,194.464,19.98,192.511,,,,,,,,,,,,
194.067,10,114.926,194.822,19.99,201.569,,,,,,,,,,,,
194.427,9.98,117.433,195.209,19.99,197.452,,,,,,,,,,,,
194.83,10.02,116.347,195.573,19.98,200.407,,,,,,,,,,,,
195.234,10,120.584,195.978,20.02,196.418,,,,,,,,,,,,
195.598,10,114.959,196.365,20.02,195.57,,,,,,,,,,,,
195.958,9.97,116.14,196.741,19.98,200.703,,,,,,,,,,,,
196.362,10.01,112.631,197.106,19.99,195.715,,,,,,,,,,,,
196.765,10.01,113.597,197.493,19.98,199.541,,,,,,,,,,,,
197.132,10.01,119.333,197.858,19.99,197.431,,,,,,,,,,,,
197.492,9.98,115.196,198.246,20.01,206.36,,,,,,,,,,,,
197.893,9.97,116.173,198.626,20.05,197.347,,,,,,,,,,,,
198.297,10.02,111.568,198.987,20.03,199.226,,,,,,,,,,,,
198.661,10,112.578,199.373,20.02,202.413,,,,,,,,,,,,
199.021,10.02,112.8,199.74,20.02,201.484,,,,,,,,,,,,
199.397,10.01,116.14,200.141,19.97,197.493,,,,,,,,,,,,
199.764,10.02,119.546,200.506,19.94,202.327,,,,,,,,,,,,
200.122,9.99,112.811,200.868,19.96,203.469,,,,,,,,,,,,
200.526,9.98,117.422,201.245,19.96,191.559,,,,,,,,,,,,
200.931,9.98,108.475,201.609,20.09,202.349,,,,,,,,,,,,
201.295,9.98,115.813,201.968,20.05,206.186,,,,,,,,,,,,
201.654,9.99,116.184,202.344,20.04,201.718,,,,,,,,,,,,
202.03,9.94,114.883,202.709,19.95,199.289,,,,,,,,,,,,
202.419,9.97,114.905,203.07,19.94,197.389,,,,,,,,,,,,
202.8,9.99,116.118,203.446,19.94,197.306,,,,,,,,,,,,
203.159,10,113.001,203.811,19.99,191.417,,,,,,,,,,,,
203.563,9.97,111.809,204.171,20.07,207.396,,,,,,,,,,,,
203.928,9.99,110.308,204.546,20,198.193,,,,,,,,,,,,
204.287,9.98,114.786,204.95,20.03,200.28,,,,,,,,,,,,
204.662,10.01,111.579,205.316,20.03,203.147,,,,,,,,,,,,
205.029,10,110.515,205.675,20.01,200.407,,,,,,,,,,,,
205.388,10,117.169,206.062,19.97,197.41,,,,,,,,,,,,
205.747,10,109.265,206.427,20.01,188.522,,,,,,,,,,,,
206.112,10.01,112.758,206.832,20.02,193.442,,,,,,,,,,,,
206.515,10,113.853,207.218,20,201.484,,,,,,,,,,,,
206.882,9.99,112.758,207.6,19.97,196.356,,,,,,,,,,,,
207.24,9.99,115.966,207.959,20.02,204.332,,,,,,,,,,,,
207.616,9.99,113.746,208.346,19.96,198.234,,,,,,,,,,,,
208.005,10.01,118.274,208.71,19.95,196.605,,,,,,,,,,,,
208.385,10.01,116.042,209.116,19.99,201.123,,,,,,,,,,,,
208.742,10.02,116.216,209.48,20.05,202.285,,,,,,,,,,,,
209.093,10,115.002,209.84,20.03,196.459,,,,,,,,,,,,
209.498,10,111.841,210.227,20.05,191.296,,,,,,,,,,,,
209.901,9.98,119.322,210.593,19.96,204.268,,,,,,,,,,,,
210.265,9.99,115.056,210.997,19.97,203.491,,,,,,,,,,,,
210.626,9.98,112.991,211.384,20,204.16,,,,,,,,,,,,
211.029,10,108.313,211.764,20,195.24,,,,,,,,,,,,
211.433,10.02,110.473,212.123,19.98,189.494,,,,,,,,,,,,
211.798,10.02,117.147,212.528,19.96,206.447,,,,,,,,,,,,
212.16,9.99,113.8,212.894,19.95,188.402,,,,,,,,,,,,
212.561,9.99,116.086,213.253,19.98,192.369,,,,,,,,,,,,
212.965,10,113.714,213.629,20.05,192.165,,,,,,,,,,,,
213.354,10,110.401,214.018,20.1,195.178,,,,,,,,,,,,
213.729,10.01,115.099,214.397,20.07,203.448,,,,,,,,,,,,
214.093,10.01,117.301,214.756,19.98,195.55,,,,,,,,,,,,
214.497,9.99,114.883,215.143,19.96,204.397,,,,,,,,,,,,
214.862,10.01,112.748,215.507,19.96,197.41,,,,,,,,,,,,
215.221,10.01,113.896,215.912,19.95,197.368,,,,,,,,,,,,
215.581,10.01,112.917,216.277,20.03,193.422,,,,,,,,,,,,
215.945,10,112.737,216.638,19.97,197.639,,,,,,,,,,,,
216.35,9.98,114.067,217.013,19.96,197.41,,,,,,,,,,,,
216.715,9.98,115.153,217.379,20.04,200.428,,,,,,,,,,,,
217.075,10,113.981,217.739,20.01,193.503,,,,,,,,,,,,
217.477,10.02,115.207,218.126,20.01,192.511,,,,,,,,,,,,
217.867,10.01,116.086,218.49,20.03,203.169,,,,,,,,,,,,
218.229,10,116.075,218.893,20.06,199.394,,,,,,,,,,,,
218.618,10,115.998,219.282,19.96,201.697,,,,,,,,,,,,
219,10,116.064,219.663,19.92,192.409,,,,,,,,,,,,
219.359,9.98,112.938,220.024,20,204.419,,,,,,,,,,,,
219.762,10.01,112.938,220.41,20.02,192.43,,,,,,,,,,,,
220.126,10.01,115.228,220.775,20.02,203.362,,,,,,,,,,,,
220.487,9.98,111.778,221.177,19.96,209.182,,,,,,,,,,,,
220.876,10,111.411,221.566,19.97,195.22,,,,,,,,,,,,
221.265,10,111.694,221.94,20.03,193.299,,,,,,,,,,,,
221.642,9.97,114.969,222.309,20.06,204.181,,,,,,,,,,,,
222.046,9.97,111.589,222.711,20.02,197.431,,,,,,,,,,,,
222.433,9.99,120.607,223.099,19.94,203.663,,,,,,,,,,,,
222.816,10.02,120.528,223.478,19.98,196.314,,,,,,,,,,,,
223.175,10.02,114.883,223.838,19.99,193.503,,,,,,,,,,,,
223.576,10.02,118.396,224.244,19.99,203.383,,,,,,,,,,,,
223.943,10.01,118.54,224.607,20,198.36,,,,,,,,,,,,
224.304,10.02,113.768,224.968,20.02,204.289,,,,,,,,,,,,
224.679,9.98,113.853,225.343,20.04,196.418,,,,,,,,,,,,
225.044,9.98,114.915,225.731,20.04,203.405,,,,,,,,,,,,
225.403,9.98,119.501,226.113,20.01,202.327,,,,,,,,,,,,
225.763,10.01,115.002,226.47,19.97,190.627,,,,,,,,,,,,
226.127,9.99,122.794,226.859,19.95,193.769,,,,,,,,,,,,
226.532,10,115.013,227.224,19.98,207.992,,,,,,,,,,,,
226.899,9.99,112.843,227.629,20.03,206.382,,,,,,,,,,,,
227.257,9.99,115.217,227.993,20,195.591,,,,,,,,,,,,
227.632,10,114.991,228.352,20.01,194.372,,,,,,,,,,,,
227.997,10.02,118.351,228.728,20,205.281,,,,,,,,,,,,
228.357,10.01,114.764,229.095,20.01,198.151,,,,,,,,,,,,
228.744,10.01,112.663,229.455,20.05,196.439,,,,,,,,,,,,
229.11,10.01,118.518,229.842,19.99,191.761,,,,,,,,,,,,
229.515,10,119.289,230.205,19.96,201.506,,,,,,,,,,,,
229.879,10.01,117.301,230.608,19.93,195.364,,,,,,,,,,,,
230.24,9.97,111.903,231.012,20,197.514,,,,,,,,,,,,
230.616,9.97,118.196,231.379,19.94,197.16,,,,,,,,,,,,
231.018,10,119.412,231.737,19.99,198.13,,,,,,,,,,,,
231.385,10,114.797,232.125,20.06,202.071,,,,,,,,,,,,
231.743,10.01,112.684,232.49,20.09,206.316,,,,,,,,,,,,
232.146,10.01,115.142,232.893,20.04,194.372,,,,,,,,,,,,
232.55,10,118.551,233.258,19.98,203.555,,,,,,,,,,,,
232.914,9.99,116.303,233.618,19.91,200.534,,,,,,,,,,,,
233.275,10,114.142,233.993,19.96,203.341,,,,,,,,,,,,
233.679,10,117.466,234.359,20.06,193.217,,,,,,,,,,,,
234.082,10.01,117.224,234.72,20.07,196.439,,,,,,,,,,,,
234.448,9.98,115.185,235.097,20.03,199.415,,,,,,,,,,,,
234.806,9.99,115.164,235.461,19.99,201.506,,,,,,,,,,,,
235.21,10,123.829,235.821,19.98,193.319,,,,,,,,,,,,
235.614,10,111.558,236.196,19.94,203.405,,,,,,,,,,,,
235.977,10.03,120.607,236.561,19.95,208.256,,,,,,,,,,,,
236.337,10.02,113.864,236.921,20.05,194.413,,,,,,,,,,,,
236.715,10,115.217,237.281,20.01,207.133,,,,,,,,,,,,
237.081,9.98,114.926,237.645,20.03,192.409,,,,,,,,,,,,
237.44,10.01,114.829,238.05,19.93,191.539,,,,,,,,,,,,
