Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,1.33,73.983,887.796,0,0,887.796
48.832,1.3167,73.255,879.06,6.733,0.766,872.327
97.664,1.3034,72.527,870.324,13.33,1.532,856.994
146.496,1.2901,71.8,861.6,19.791,2.297,841.809
195.328,1.2768,71.072,852.864,26.117,3.062,826.747
244.16,1.2635,70.344,844.128,32.306,3.827,811.822
292.992,1.2502,69.616,835.392,38.359,4.592,797.033
341.824,1.2369,68.889,826.668,44.276,5.356,782.392
390.656,1.2236,68.161,817.932,50.057,6.12,767.875
439.488,1.2103,67.433,809.196,55.702,6.884,753.494
488.32,1.197,66.705,800.46,61.211,7.647,739.249
537.151,1.1837,65.978,791.736,66.584,8.41,725.152
585.983,1.1704,65.25,783,71.82,9.172,711.18
634.815,1.1571,64.522,774.264,76.921,9.935,697.343
683.647,1.1438,63.794,765.528,81.886,10.697,683.642
732.479,1.1305,63.066,756.792,86.715,11.458,670.077
781.311,1.1172,62.339,748.068,91.408,12.219,656.66
830.143,1.1039,61.611,739.332,95.965,12.98,643.367
878.975,1.0906,60.883,730.596,100.385,13.74,630.211
927.807,1.0773,60.155,721.86,104.67,14.5,617.19
976.639,1.064,59.428,713.136,108.819,15.259,604.317
1025.471,1.0507,58.7,704.4,112.832,16.018,591.568
1074.303,1.0374,57.972,695.664,116.708,16.776,578.956
1123.135,1.0241,57.244,686.928,120.449,17.534,566.479
1171.967,1.0108,56.517,678.204,124.054,18.292,554.15
1220.799,0.9975,55.789,669.468,127.522,19.048,541.946
1269.631,0.9842,55.061,660.732,130.855,19.805,529.877
1318.463,0.9709,54.333,651.996,134.051,20.56,517.945
1367.295,0.9576,53.605,643.26,137.112,21.315,506.148
1416.127,0.9443,52.878,634.536,140.036,22.069,494.5
1464.959,0.931,52.15,625.8,142.825,22.823,482.975
1513.79,0.9177,51.422,617.064,145.477,23.576,471.587
1562.622,0.9044,50.694,608.328,147.994,24.328,460.334
1611.454,0.8911,49.967,599.604,150.374,25.079,449.23
1660.286,0.8778,49.239,590.868,152.618,25.829,438.25
1709.118,0.8645,48.511,582.132,154.727,26.579,427.405
1757.95,0.8512,47.783,573.396,156.699,27.328,416.697
1806.782,0.8379,47.056,564.672,158.536,28.076,406.136
1855.614,0.8246,46.328,555.936,160.236,28.823,395.7
1904.446,0.8113,45.6,547.2,161.8,29.569,385.4
1953.278,0.798,44.872,538.464,163.228,30.314,375.236
2002.11,0.7847,44.144,529.728,164.521,31.058,365.207
2050.942,0.7714,43.417,521.004,165.677,31.8,355.327
2099.774,0.7581,42.689,512.268,166.697,32.541,345.571
2148.606,0.7448,41.961,503.532,167.581,33.281,335.951
2197.438,0.7315,41.233,494.796,168.329,34.02,326.467
2246.27,0.7182,40.506,486.072,168.941,34.756,317.131
2295.102,0.7049,39.778,477.336,169.417,35.492,307.919
2343.934,0.6916,39.05,468.6,169.758,36.227,298.842
2392.766,0.6783,38.322,459.864,169.962,36.959,289.902
2441.598,0.665,37.595,451.14,170.03,37.689,281.11
2490.429,0.6517,36.867,442.404,169.961,38.418,272.443
2539.261,0.6384,36.139,433.668,169.757,39.144,263.911
2588.093,0.6251,35.411,424.932,169.417,39.869,255.515
2636.925,0.6118,34.683,416.196,168.941,40.592,247.255
2685.757,0.5985,33.956,407.472,168.329,41.311,239.143
2734.589,0.5852,33.228,398.736,167.581,42.028,231.155
2783.421,0.5719,32.5,390,166.697,42.743,223.303
2832.253,0.5586,31.772,381.264,165.677,43.455,215.587
2881.085,0.5453,31.045,372.54,164.521,44.162,208.019
2929.917,0.532,30.317,363.804,163.228,44.867,200.576
2978.749,0.5187,29.589,355.068,161.8,45.569,193.268
3027.581,0.5054,28.861,346.332,160.236,46.267,186.096
3076.413,0.4921,28.133,337.596,158.536,46.96,179.06
3125.245,0.4788,27.406,328.872,156.699,47.647,172.173
3174.077,0.4655,26.678,320.136,154.727,48.332,165.409
3222.909,0.4522,25.95,311.4,152.619,49.011,158.781
3271.741,0.4389,25.222,302.664,150.374,49.683,152.29
3320.573,0.4256,24.495,293.94,147.994,50.348,145.946
3369.405,0.4123,23.767,285.204,145.477,51.008,139.727
3418.237,0.399,23.039,276.468,142.825,51.661,133.643
3467.068,0.3857,22.311,267.732,140.036,52.305,127.696
3515.9,0.3724,21.584,259.008,137.112,52.937,121.896
3564.732,0.3591,20.856,250.272,134.051,53.562,116.221
3613.564,0.3458,20.128,241.536,130.855,54.176,110.681
3662.396,0.3325,19.4,232.8,127.522,54.777,105.278
3711.228,0.3192,18.672,224.064,124.054,55.365,100.01
3760.06,0.3059,17.945,215.34,120.449,55.934,94.891
3808.892,0.2926,17.217,206.604,116.708,56.489,89.896
3857.724,0.2793,16.489,197.868,112.832,57.024,85.036
3906.556,0.266,15.761,189.132,108.819,57.536,80.313
3955.388,0.2527,15.034,180.408,104.67,58.018,75.738
4004.22,0.2394,14.306,171.672,100.385,58.475,71.287
4053.052,0.2261,13.578,162.936,95.965,58.897,66.971
4101.884,0.2128,12.85,154.2,91.408,59.279,62.792
4150.716,0.1995,12.123,145.476,86.715,59.608,58.761
4199.548,0.1862,11.395,136.74,81.886,59.884,54.854
4248.38,0.1729,10.667,128.004,76.921,60.093,51.083
4297.212,0.1596,9.939,119.268,71.82,60.217,47.448
4346.044,0.1463,9.211,110.532,66.584,60.24,43.948
4394.876,0.133,8.484,101.808,61.211,60.124,40.597
4443.707,0.1197,7.756,93.072,55.702,59.848,37.37
4492.539,0.1064,7.028,84.336,50.057,59.354,34.279
4541.371,0.0931,6.3,75.6,44.276,58.566,31.324
4590.203,0.0798,5.573,66.876,38.359,57.358,28.517
