Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,2.062,99.014,1188.168,0,0,1188.168
41.138,2.04138,98.039,1176.468,8.794,0.747,1167.674
82.276,2.02076,97.065,1164.78,17.411,1.495,1147.369
123.414,2.00014,96.09,1153.08,25.85,2.242,1127.23
164.553,1.97952,95.115,1141.38,34.111,2.989,1107.269
205.691,1.9589,94.14,1129.68,42.195,3.735,1087.485
246.829,1.93828,93.166,1117.992,50.1,4.481,1067.892
287.967,1.91766,92.191,1106.292,57.829,5.227,1048.463
329.105,1.89704,91.216,1094.592,65.379,5.973,1029.213
370.243,1.87642,90.242,1082.904,72.752,6.718,1010.152
411.381,1.8558,89.267,1071.204,79.947,7.463,991.257
452.519,1.83518,88.292,1059.504,86.965,8.208,972.539
493.658,1.81456,87.317,1047.804,93.805,8.953,953.999
534.796,1.79394,86.343,1036.116,100.467,9.697,935.649
575.934,1.77332,85.368,1024.416,106.952,10.44,917.464
617.072,1.7527,84.393,1012.716,113.259,11.184,899.457
658.21,1.73208,83.419,1001.028,119.388,11.927,881.64
699.348,1.71146,82.444,989.328,125.34,12.669,863.988
740.486,1.69084,81.469,977.628,131.114,13.411,846.514
781.624,1.67022,80.495,965.94,136.71,14.153,829.23
822.763,1.6496,79.52,954.24,142.129,14.894,812.111
863.901,1.62898,78.545,942.54,147.37,15.635,795.17
905.039,1.60836,77.57,930.84,152.433,16.376,778.407
946.177,1.58774,76.596,919.152,157.319,17.116,761.833
987.315,1.56712,75.621,907.452,162.027,17.855,745.425
1028.453,1.5465,74.646,895.752,166.557,18.594,729.195
1069.591,1.52588,73.672,884.064,170.91,19.332,713.154
1110.73,1.50526,72.697,872.364,175.085,20.07,697.279
1151.868,1.48464,71.722,860.664,179.082,20.807,681.582
1193.006,1.46402,70.747,848.964,182.902,21.544,666.062
1234.144,1.4434,69.773,837.276,186.544,22.28,650.732
1275.282,1.42278,68.798,825.576,190.008,23.015,635.568
1316.42,1.40216,67.823,813.876,193.295,23.75,620.581
1357.558,1.38154,66.849,802.188,196.404,24.484,605.784
1398.696,1.36092,65.874,790.488,199.335,25.217,591.153
1439.835,1.3403,64.899,778.788,202.089,25.949,576.699
1480.973,1.31968,63.924,767.088,204.665,26.681,562.423
1522.111,1.29906,62.95,755.4,207.064,27.411,548.336
1563.249,1.27844,61.975,743.7,209.285,28.141,534.415
1604.387,1.25782,61,732,211.328,28.87,520.672
1645.525,1.2372,60.026,720.312,213.193,29.597,507.119
1686.663,1.21658,59.051,708.612,214.881,30.324,493.731
1727.801,1.19596,58.076,696.912,216.391,31.05,480.521
1768.94,1.17534,57.101,685.212,217.723,31.775,467.489
1810.078,1.15472,56.127,673.524,218.878,32.497,454.646
1851.216,1.1341,55.152,661.824,219.855,33.22,441.969
1892.354,1.11348,54.177,650.124,220.655,33.94,429.469
1933.492,1.09286,53.203,638.436,221.277,34.659,417.159
1974.63,1.07224,52.228,626.736,221.721,35.377,405.015
2015.768,1.05162,51.253,615.036,221.987,36.093,393.049
2056.907,1.031,50.279,603.348,222.076,36.807,381.272
2098.045,1.01038,49.304,591.648,221.987,37.52,369.661
2139.183,0.98976,48.329,579.948,221.721,38.231,358.227
2180.321,0.96914,47.354,568.248,221.277,38.94,346.971
2221.459,0.94852,46.38,556.56,220.655,39.646,335.905
2262.597,0.9279,45.405,544.86,219.855,40.351,325.005
2303.735,0.90728,44.43,533.16,218.878,41.053,314.282
2344.873,0.88666,43.456,521.472,217.723,41.752,303.749
2386.012,0.86604,42.481,509.772,216.391,42.449,293.381
2427.15,0.84542,41.506,498.072,214.881,43.143,283.191
2468.288,0.8248,40.531,486.372,213.193,43.833,273.179
2509.426,0.80418,39.557,474.684,211.328,44.52,263.356
2550.564,0.78356,38.582,462.984,209.285,45.204,253.699
2591.702,0.76294,37.607,451.284,207.064,45.883,244.22
2632.84,0.74232,36.633,439.596,204.665,46.558,234.931
2673.978,0.7217,35.658,427.896,202.089,47.229,225.807
2715.117,0.70108,34.683,416.196,199.336,47.895,216.86
2756.255,0.68046,33.708,404.496,196.404,48.555,208.092
2797.393,0.65984,32.734,392.808,193.295,49.209,199.513
2838.531,0.63922,31.759,381.108,190.008,49.857,191.1
2879.669,0.6186,30.784,369.408,186.544,50.498,182.864
2920.807,0.59798,29.81,357.72,182.902,51.13,174.818
2961.945,0.57736,28.835,346.02,179.082,51.755,166.938
3003.083,0.55674,27.86,334.32,175.085,52.37,159.235
3044.222,0.53612,26.885,322.62,170.91,52.976,151.71
3085.36,0.5155,25.911,310.932,166.557,53.567,144.375
3126.498,0.49488,24.936,299.232,162.027,54.148,137.205
3167.636,0.47426,23.961,287.532,157.319,54.714,130.213
3208.774,0.45364,22.987,275.844,152.433,55.261,123.411
3249.912,0.43302,22.012,264.144,147.37,55.792,116.774
3291.05,0.4124,21.037,252.444,142.129,56.301,110.315
3332.189,0.39178,20.062,240.744,136.71,56.786,104.034
3373.327,0.37116,19.088,229.056,131.114,57.241,97.942
3414.465,0.35054,18.113,217.356,125.34,57.666,92.016
3455.603,0.32992,17.138,205.656,119.388,58.052,86.268
3496.741,0.3093,16.164,193.968,113.259,58.391,80.709
3537.879,0.28868,15.189,182.268,106.952,58.678,75.316
3579.017,0.26806,14.214,170.568,100.467,58.901,70.101
3620.155,0.24744,13.24,158.88,93.805,59.041,65.075
3661.294,0.22682,12.265,147.18,86.965,59.088,60.215
3702.432,0.2062,11.29,135.48,79.947,59.01,55.533
3743.57,0.18558,10.315,123.78,72.752,58.775,51.028
3784.708,0.16496,9.341,112.092,65.379,58.326,46.713
