Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
1553.973,0.0418,2.964,35.568,6.802,19.124,28.766
1579.037,0.0407,2.908,34.896,6.73,19.286,28.166
1604.101,0.0396,2.852,34.224,6.652,19.437,27.572
1629.165,0.0385,2.797,33.564,6.568,19.569,26.996
1654.229,0.0374,2.741,32.892,6.479,19.698,26.413
1679.293,0.0363,2.685,32.22,6.384,19.814,25.836
1704.357,0.0352,2.629,31.548,6.282,19.913,25.266
1729.422,0.0341,2.574,30.888,6.176,19.995,24.712
1754.486,0.033,2.518,30.216,6.063,20.066,24.153
1779.55,0.0319,2.462,29.544,5.945,20.123,23.599
1804.614,0.0308,2.407,28.884,5.821,20.153,23.063
1829.678,0.0297,2.351,28.212,5.691,20.172,22.521
1854.742,0.0286,2.295,27.54,5.555,20.171,21.985
1879.806,0.0275,2.24,26.88,5.413,20.138,21.467
1904.87,0.0264,2.184,26.208,5.266,20.093,20.942
1929.934,0.0253,2.128,25.536,5.113,20.023,20.423
1954.998,0.0242,2.072,24.864,4.954,19.924,19.91
1980.062,0.0231,2.017,24.204,4.79,19.79,19.414
2005.126,0.022,1.961,23.532,4.619,19.629,18.913
2030.19,0.0209,1.905,22.86,4.443,19.436,18.417
2055.255,0.0198,1.85,22.2,4.261,19.194,17.939
2080.319,0.0187,1.794,21.528,4.074,18.924,17.454
2105.383,0.0176,1.738,20.856,3.88,18.604,16.976
2130.447,0.0165,1.683,20.196,3.681,18.226,16.515
2155.511,0.0154,1.627,19.524,3.476,17.804,16.048
2180.575,0.0143,1.571,18.852,3.265,17.319,15.587
2205.639,0.0132,1.515,18.18,3.049,16.771,15.131
2230.703,0.0121,1.46,17.52,2.827,16.136,14.693
2255.767,0.011,1.404,16.848,2.598,15.42,14.25
2280.831,0.0099,1.348,16.176,2.365,14.62,13.811
2305.895,0.0088,1.293,15.516,2.125,13.696,13.391
2330.959,0.0077,1.237,14.844,1.88,12.665,12.964
2356.024,0.0066,1.181,14.172,1.628,11.487,12.544
2381.088,0.0055,1.126,13.512,1.371,10.147,12.141
2406.152,0.0044,1.07,12.84,1.109,8.637,11.731
2431.216,0.0033,1.014,12.168,0.84,6.903,11.328
2456.28,0.0022,0.958,11.496,0.566,4.923,10.93
2481.344,0.0011,0.903,10.836,0.286,2.639,10.55
2506.408,0,0.847,10.164,0,0,10.164
