Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.866,47.154,565.848,0,0,565.848
28.764,0.85734,46.697,560.364,2.582,0.461,557.782
57.528,0.84868,46.24,554.88,5.113,0.921,549.767
86.292,0.84002,45.783,549.396,7.591,1.382,541.805
115.056,0.83136,45.326,543.912,10.017,1.842,533.895
143.82,0.8227,44.869,538.428,12.391,2.301,526.037
172.584,0.81404,44.412,532.944,14.712,2.761,518.232
201.348,0.80538,43.956,527.472,16.982,3.22,510.49
230.111,0.79672,43.499,521.988,19.199,3.678,502.789
258.875,0.78806,43.042,516.504,21.364,4.136,495.14
287.639,0.7794,42.585,511.02,23.477,4.594,487.543
316.403,0.77074,42.128,505.536,25.537,5.051,479.999
345.167,0.76208,41.671,500.052,27.546,5.509,472.506
373.931,0.75342,41.214,494.568,29.502,5.965,465.066
402.695,0.74476,40.757,489.084,31.407,6.422,457.677
431.459,0.7361,40.3,483.6,33.259,6.877,450.341
460.223,0.72744,39.843,478.116,35.059,7.333,443.057
488.987,0.71878,39.386,472.632,36.806,7.787,435.826
517.751,0.71012,38.929,467.148,38.502,8.242,428.646
546.515,0.70146,38.473,461.676,40.145,8.695,421.531
575.279,0.6928,38.016,456.192,41.736,9.149,414.456
604.043,0.68414,37.559,450.708,43.275,9.602,407.433
632.806,0.67548,37.102,445.224,44.762,10.054,400.462
661.57,0.66682,36.645,439.74,46.197,10.506,393.543
690.334,0.65816,36.188,434.256,47.579,10.956,386.677
719.098,0.6495,35.731,428.772,48.91,11.407,379.862
747.862,0.64084,35.274,423.288,50.188,11.857,373.1
776.626,0.63218,34.817,417.804,51.414,12.306,366.39
805.39,0.62352,34.36,412.32,52.588,12.754,359.732
834.154,0.61486,33.903,406.836,53.709,13.202,353.127
862.918,0.6062,33.446,401.352,54.779,13.649,346.573
891.682,0.59754,32.989,395.868,55.796,14.095,340.072
920.446,0.58888,32.533,390.396,56.761,14.539,333.635
949.21,0.58022,32.076,384.912,57.674,14.984,327.238
977.974,0.57156,31.619,379.428,58.535,15.427,320.893
1006.738,0.5629,31.162,373.944,59.344,15.87,314.6
1035.501,0.55424,30.705,368.46,60.1,16.311,308.36
1064.265,0.54558,30.248,362.976,60.805,16.752,302.171
1093.029,0.53692,29.791,357.492,61.457,17.191,296.035
1121.793,0.52826,29.334,352.008,62.057,17.629,289.951
1150.557,0.5196,28.877,346.524,62.605,18.067,283.919
1179.321,0.51094,28.42,341.04,63.1,18.502,277.94
1208.085,0.50228,27.963,335.556,63.544,18.937,272.012
1236.849,0.49362,27.506,330.072,63.935,19.37,266.137
1265.613,0.48496,27.05,324.6,64.274,19.801,260.326
1294.377,0.4763,26.593,319.116,64.561,20.231,254.555
1323.141,0.46764,26.136,313.632,64.796,20.66,248.836
1351.905,0.45898,25.679,308.148,64.978,21.087,243.17
1380.669,0.45032,25.222,302.664,65.109,21.512,237.555
1409.433,0.44166,24.765,297.18,65.187,21.935,231.993
1438.197,0.433,24.308,291.696,65.213,22.356,226.483
1466.96,0.42434,23.851,286.212,65.187,22.776,221.025
1495.724,0.41568,23.394,280.728,65.109,23.193,215.619
1524.488,0.40702,22.937,275.244,64.978,23.607,210.266
1553.252,0.39836,22.48,269.76,64.796,24.02,204.964
1582.016,0.3897,22.023,264.276,64.561,24.429,199.715
1610.78,0.38104,21.566,258.792,64.274,24.836,194.518
1639.544,0.37238,21.11,253.32,63.935,25.239,189.385
1668.308,0.36372,20.653,247.836,63.544,25.64,184.292
1697.072,0.35506,20.196,242.352,63.1,26.037,179.252
1725.836,0.3464,19.739,236.868,62.605,26.43,174.263
1754.6,0.33774,19.282,231.384,62.057,26.82,169.327
1783.364,0.32908,18.825,225.9,61.457,27.205,164.443
1812.128,0.32042,18.368,220.416,60.805,27.586,159.611
1840.892,0.31176,17.911,214.932,60.1,27.962,154.832
1869.655,0.3031,17.454,209.448,59.344,28.334,150.104
1898.419,0.29444,16.997,203.964,58.535,28.699,145.429
1927.183,0.28578,16.54,198.48,57.674,29.058,140.806
1955.947,0.27712,16.083,192.996,56.761,29.41,136.235
1984.711,0.26846,15.627,187.524,55.796,29.754,131.728
2013.475,0.2598,15.17,182.04,54.779,30.092,127.261
2042.239,0.25114,14.713,176.556,53.709,30.42,122.847
2071.003,0.24248,14.256,171.072,52.588,30.74,118.484
2099.767,0.23382,13.799,165.588,51.414,31.049,114.174
2128.531,0.22516,13.342,160.104,50.188,31.347,109.916
2157.295,0.2165,12.885,154.62,48.91,31.632,105.71
2186.059,0.20784,12.428,149.136,47.579,31.903,101.557
2214.823,0.19918,11.971,143.652,46.197,32.159,97.455
2243.587,0.19052,11.514,138.168,44.762,32.397,93.406
2272.35,0.18186,11.057,132.684,43.275,32.615,89.409
2301.114,0.1732,10.6,127.2,41.736,32.811,85.464
2329.878,0.16454,10.143,121.716,40.145,32.983,81.571
2358.642,0.15588,9.687,116.244,38.502,33.122,77.742
2387.406,0.14722,9.23,110.76,36.806,33.23,73.954
2416.17,0.13856,8.773,105.276,35.059,33.302,70.217
2444.934,0.1299,8.316,99.792,33.259,33.328,66.533
2473.698,0.12124,7.859,94.308,31.407,33.303,62.901
2502.462,0.11258,7.402,88.824,29.502,33.214,59.322
2531.226,0.10392,6.945,83.34,27.546,33.053,55.794
2559.99,0.09526,6.488,77.856,25.537,32.8,52.319
2588.754,0.0866,6.031,72.372,23.477,32.439,48.895
2617.518,0.07794,5.574,66.888,21.364,31.94,45.524
2646.282,0.06928,5.117,61.404,19.199,31.267,42.205
2675.045,0.06062,4.66,55.92,16.981,30.367,38.939
2703.809,0.05196,4.204,50.448,14.712,29.163,35.736
2732.573,0.0433,3.747,44.964,12.39,27.555,32.574
2761.337,0.03464,3.29,39.48,10.017,25.372,29.463
2790.101,0.02598,2.833,33.996,7.591,22.329,26.405
2818.865,0.01732,2.376,28.512,5.113,17.933,23.399
2847.629,0.00866,1.919,23.028,2.582,11.212,20.446
2876.393,0,1.462,17.544,0,0,17.544
