Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.141,7.847,94.164,0,0,94.164
49.53,0.13959,7.77,93.24,0.724,0.776,92.516
99.061,0.13818,7.694,92.328,1.433,1.552,90.895
148.591,0.13677,7.617,91.404,2.128,2.328,89.276
198.122,0.13536,7.541,90.492,2.808,3.103,87.684
247.652,0.13395,7.464,89.568,3.474,3.879,86.094
297.182,0.13254,7.387,88.644,4.125,4.653,84.519
346.713,0.13113,7.311,87.732,4.761,5.427,82.971
396.243,0.12972,7.234,86.808,5.383,6.201,81.425
445.773,0.12831,7.157,85.884,5.99,6.975,79.894
495.304,0.1269,7.081,84.972,6.582,7.746,78.39
544.834,0.12549,7.004,84.048,7.16,8.519,76.888
594.365,0.12408,6.928,83.136,7.723,9.29,75.413
643.895,0.12267,6.851,82.212,8.271,10.061,73.941
693.425,0.12126,6.774,81.288,8.805,10.832,72.483
742.956,0.11985,6.698,80.376,9.325,11.602,71.051
792.486,0.11844,6.621,79.452,9.829,12.371,69.623
842.016,0.11703,6.544,78.528,10.319,13.141,68.209
891.547,0.11562,6.468,77.616,10.795,13.908,66.821
941.077,0.11421,6.391,76.692,11.255,14.676,65.437
990.608,0.1128,6.315,75.78,11.701,15.441,64.079
1040.138,0.11139,6.238,74.856,12.133,16.208,62.723
1089.668,0.10998,6.161,73.932,12.55,16.975,61.382
1139.199,0.10857,6.085,73.02,12.952,17.738,60.068
1188.729,0.10716,6.008,72.096,13.34,18.503,58.756
1238.26,0.10575,5.932,71.184,13.713,19.264,57.471
1287.79,0.10434,5.855,70.26,14.071,20.027,56.189
1337.32,0.10293,5.778,69.336,14.415,20.79,54.921
1386.851,0.10152,5.702,68.424,14.744,21.548,53.68
1436.381,0.10011,5.625,67.5,15.058,22.308,52.442
1485.911,0.0987,5.548,66.576,15.358,23.068,51.218
1535.442,0.09729,5.472,65.664,15.643,23.823,50.021
1584.972,0.09588,5.395,64.74,15.914,24.581,48.826
1634.503,0.09447,5.319,63.828,16.17,25.334,47.658
1684.033,0.09306,5.242,62.904,16.411,26.089,46.493
1733.563,0.09165,5.165,61.98,16.638,26.844,45.342
1783.094,0.09024,5.089,61.068,16.85,27.592,44.218
1832.624,0.08883,5.012,60.144,17.048,28.345,43.096
1882.154,0.08742,4.935,59.22,17.23,29.095,41.99
1931.685,0.08601,4.859,58.308,17.399,29.84,40.909
1981.215,0.0846,4.782,57.384,17.552,30.587,39.832
