Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
2030.746,0.08319,4.706,56.472,17.691,31.327,38.781
2080.276,0.08178,4.629,55.548,17.815,32.071,37.733
2129.806,0.08037,4.552,54.624,17.925,32.815,36.699
2179.337,0.07896,4.476,53.712,18.02,33.549,35.692
2228.867,0.07755,4.399,52.788,18.101,34.29,34.687
2278.397,0.07614,4.322,51.864,18.166,35.026,33.698
2327.928,0.07473,4.246,50.952,18.218,35.755,32.734
2377.458,0.07332,4.169,50.028,18.254,36.488,31.774
2426.989,0.07191,4.093,49.116,18.276,37.21,30.84
2476.519,0.0705,4.016,48.192,18.284,37.94,29.908
2526.049,0.06909,3.939,47.268,18.276,38.665,28.992
2575.58,0.06768,3.863,46.356,18.254,39.378,28.102
2625.11,0.06627,3.786,45.432,18.218,40.099,27.214
2674.641,0.06486,3.71,44.52,18.166,40.804,26.354
2724.171,0.06345,3.633,43.596,18.101,41.52,25.495
2773.701,0.06204,3.556,42.672,18.02,42.229,24.652
2823.232,0.06063,3.48,41.76,17.925,42.924,23.835
2872.762,0.05922,3.403,40.836,17.815,43.626,23.021
2922.292,0.05781,3.326,39.912,17.691,44.325,22.221
2971.823,0.0564,3.25,39,17.552,45.005,21.448
3021.353,0.05499,3.173,38.076,17.399,45.695,20.677
3070.884,0.05358,3.097,37.164,17.23,46.362,19.934
3120.414,0.05217,3.02,36.24,17.048,47.042,19.192
3169.944,0.05076,2.943,35.316,16.85,47.712,18.466
3219.475,0.04935,2.867,34.404,16.638,48.361,17.766
3269.005,0.04794,2.79,33.48,16.411,49.017,17.069
3318.535,0.04653,2.713,32.556,16.17,49.668,16.386
3368.066,0.04512,2.637,31.644,15.914,50.291,15.73
3417.596,0.04371,2.56,30.72,15.643,50.921,15.077
3467.127,0.0423,2.484,29.808,15.358,51.523,14.45
3516.657,0.04089,2.407,28.884,15.058,52.133,13.826
3566.187,0.03948,2.33,27.96,14.744,52.732,13.216
3615.718,0.03807,2.254,27.048,14.415,53.294,12.633
3665.248,0.03666,2.177,26.124,14.071,53.862,12.053
3714.779,0.03525,2.101,25.212,13.713,54.391,11.499
3764.309,0.03384,2.024,24.288,13.34,54.924,10.948
3813.839,0.03243,1.947,23.364,12.952,55.436,10.412
3863.37,0.03102,1.871,22.452,12.55,55.897,9.902
3912.9,0.02961,1.794,21.528,12.133,56.359,9.395
3962.43,0.0282,1.717,20.604,11.701,56.79,8.903
4011.961,0.02679,1.641,19.692,11.255,57.155,8.437
4061.491,0.02538,1.564,18.768,10.795,57.518,7.973
4111.022,0.02397,1.488,17.856,10.319,57.79,7.537
4160.552,0.02256,1.411,16.932,9.829,58.05,7.103
4210.082,0.02115,1.334,16.008,9.325,58.252,6.683
4259.613,0.01974,1.258,15.096,8.805,58.327,6.291
4309.143,0.01833,1.181,14.172,8.271,58.362,5.901
4358.673,0.01692,1.104,13.248,7.723,58.296,5.525
4408.204,0.01551,1.028,12.336,7.16,58.042,5.176
4457.734,0.0141,0.951,11.412,6.582,57.676,4.83
4507.265,0.01269,0.875,10.5,5.99,57.048,4.51
4556.795,0.01128,0.798,9.576,5.383,56.213,4.193
4606.325,0.00987,0.721,8.652,4.761,55.028,3.891
4655.856,0.00846,0.645,7.74,4.125,53.295,3.615
4705.386,0.00705,0.568,6.816,3.474,50.968,3.342
4754.916,0.00564,0.491,5.892,2.808,47.658,3.084
4804.447,0.00423,0.415,4.98,2.128,42.731,2.852
4853.977,0.00282,0.338,4.056,1.433,35.33,2.623
4903.508,0.00141,0.262,3.144,0.724,23.028,2.42
4953.038,0,0.185,2.22,0,0,2.22
