2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
271.563,1.78,2,0.033,271.594,3.63,4.001,0.063,271.368,4.11,6.001,0.079,271.571,5.14,8.001,0.082,272.477,5.11,10.001,0.098,271.991,5.36,12,0.094
271.912,1.78,2,0.033,271.943,3.64,4.001,0.063,271.747,4.11,6.001,0.079,271.92,5.14,8.001,0.082,272.827,5.12,10.001,0.098,272.339,5.35,12,0.094
272.289,1.78,2,0.033,272.291,3.64,4.001,0.062,272.095,4.11,6.001,0.079,272.269,5.13,8.001,0.082,273.177,5.12,10.001,0.098,272.689,5.35,12,0.094
272.637,1.78,2,0.033,272.668,3.63,4.001,0.062,272.444,4.11,6.001,0.079,272.646,5.13,8.001,0.082,273.535,5.12,10.001,0.098,273.038,5.35,12,0.094
272.986,1.78,2,0.033,273.016,3.63,4.001,0.062,272.793,4.11,6.001,0.079,272.994,5.13,8.001,0.082,273.891,5.12,10.001,0.098,273.414,5.35,12,0.094
273.334,1.78,2,0.033,273.366,3.63,4.001,0.062,273.142,4.11,6.001,0.078,273.344,5.13,8.001,0.082,274.25,5.12,10.001,0.098,273.763,5.35,12,0.094
273.711,1.78,2,0.033,273.715,3.63,4.001,0.062,273.491,4.11,6.001,0.078,273.691,5.13,8.001,0.082,274.598,5.11,10.001,0.097,274.113,5.35,12,0.094
274.059,1.78,2,0.033,274.065,3.63,4.001,0.063,273.87,4.11,6.001,0.078,274.043,5.13,8.001,0.082,274.974,5.12,10.001,0.098,274.462,5.35,12,0.094
274.41,1.78,2,0.033,274.438,3.63,4.001,0.062,274.218,4.11,6.001,0.079,274.389,5.13,8.002,0.082,275.324,5.11,10.001,0.098,274.81,5.35,12,0.093
274.758,1.78,2,0.033,274.79,3.63,4.001,0.062,274.568,4.11,6.001,0.078,274.767,5.13,8.002,0.081,275.672,5.11,10.001,0.098,275.16,5.35,12,0.093
275.107,1.78,2,0.033,275.138,3.63,4.001,0.062,274.916,4.1,6.001,0.078,275.117,5.11,8.001,0.082,276.02,5.11,10.001,0.098,275.536,5.35,12,0.094
275.457,1.78,2,0.033,275.488,3.63,4.001,0.062,275.266,4.11,6.001,0.078,275.466,5.12,8.001,0.082,276.371,5.11,10.001,0.097,275.885,5.34,12,0.093
275.816,1.78,2,0.033,275.836,3.63,4.001,0.062,275.643,4.1,6.001,0.079,275.815,5.12,8.002,0.082,276.747,5.11,10.001,0.097,276.235,5.34,12,0.093
276.171,1.78,2,0.033,276.212,3.63,4.001,0.063,275.991,4.1,6.001,0.078,276.189,5.12,8.001,0.082,277.123,5.11,10.001,0.097,276.583,5.34,12,0.093
276.53,1.78,2,0.033,276.563,3.63,4.001,0.062,276.34,4.1,6.001,0.078,276.54,5.12,8.001,0.082,277.471,5.11,10.001,0.098,276.933,5.34,12,0.094
276.879,1.77,2,0.033,276.911,3.63,4.001,0.062,276.691,4.1,6.001,0.078,276.888,5.12,8.002,0.081,277.821,5.11,10.001,0.097,277.282,5.34,12,0.093
277.228,1.78,2,0.033,277.259,3.63,4.001,0.062,277.039,4.1,6.001,0.078,277.238,5.12,8.001,0.081,278.197,5.1,10.001,0.097,277.66,5.34,12,0.093
277.579,1.78,2,0.033,277.608,3.63,4.001,0.063,277.388,4.1,6.001,0.078,277.585,5.11,8.001,0.082,278.545,5.1,10.001,0.097,278.008,5.34,12,0.093
277.955,1.77,2,0.033,277.984,3.63,4.001,0.062,277.764,4.1,6.001,0.078,277.963,5.12,8.001,0.081,278.895,5.1,10.001,0.097,278.357,5.34,12,0.093
278.304,1.77,2,0.033,278.334,3.63,4.001,0.062,278.113,4.1,6.001,0.079,278.311,5.12,8.001,0.082,279.245,5.11,10.001,0.097,278.706,5.33,12,0.093
278.653,1.78,2,0.033,278.682,3.63,4.001,0.062,278.463,4.1,6.001,0.079,278.661,5.11,8.001,0.081,279.594,5.1,10.001,0.097,279.055,5.33,12,0.093
279.002,1.78,2,0.033,279.033,3.63,4.001,0.062,278.81,4.1,6.001,0.079,279.009,5.11,8.001,0.082,279.969,5.1,10.001,0.097,279.415,5.33,12,0.093
279.352,1.77,2,0.033,279.382,3.63,4.001,0.062,279.161,4.1,6.001,0.078,279.359,5.11,8.001,0.081,280.319,5.1,10.001,0.097,279.77,5.33,12,0.093
279.728,1.78,2,0.033,279.757,3.62,4.001,0.062,279.51,4.1,6.001,0.078,279.735,5.11,8.001,0.081,280.666,5.1,10.001,0.097,280.129,5.33,12,0.093
280.076,1.78,2,0.033,280.105,3.63,4.001,0.063,279.886,4.1,6.001,0.078,280.084,5.11,8.001,0.081,281.017,5.1,10.001,0.097,280.479,5.33,12,0.093
280.426,1.77,2,0.033,280.456,3.62,4.001,0.063,280.234,4.1,6.001,0.078,280.433,5.11,8.001,0.081,281.367,5.1,10.001,0.097,280.828,5.33,12,0.093
280.775,1.78,2,0.033,280.805,3.63,4.001,0.062,280.583,4.09,6.001,0.078,280.782,5.11,8.001,0.081,281.741,5.1,10.001,0.097,281.177,5.32,12,0.093
281.123,1.77,2,0.033,281.154,3.63,4.001,0.062,280.932,4.09,6.001,0.078,281.131,5.11,8.001,0.081,282.092,5.1,10.001,0.097,281.554,5.33,12,0.093
281.473,1.78,2,0.033,281.502,3.63,4.001,0.062,281.292,4.1,6.001,0.078,281.481,5.11,8.002,0.081,282.439,5.1,10.001,0.097,281.901,5.32,12,0.093
281.849,1.77,2,0.033,281.879,3.62,4.001,0.062,281.674,4.09,6.001,0.078,281.841,5.11,8.001,0.081,282.789,5.1,10.001,0.097,282.251,5.32,12,0.093
282.197,1.78,2,0.033,282.228,3.62,4.001,0.062,282.034,4.1,6.001,0.078,282.197,5.11,8.001,0.081,283.138,5.1,10.001,0.097,282.6,5.32,12,0.093
282.547,1.78,2,0.033,282.577,3.62,4.001,0.062,282.393,4.09,6.001,0.078,282.555,5.11,8.001,0.082,283.513,5.09,10.001,0.097,282.95,5.32,12,0.093
282.894,1.78,2,0.033,282.926,3.63,4.001,0.062,282.749,4.09,6.001,0.078,282.905,5.11,8.001,0.081,283.864,5.1,10.001,0.097,283.299,5.32,12,0.093
283.272,1.78,2,0.033,283.276,3.63,4.001,0.062,283.11,4.09,6.001,0.078,283.253,5.11,8.001,0.081,284.212,5.09,10.001,0.097,283.675,5.32,12,0.093
283.62,1.78,2,0.033,283.652,3.62,4.001,0.062,283.458,4.09,6.001,0.078,283.603,5.11,8.001,0.081,284.562,5.06,10.001,0.097,284.024,5.32,12,0.093
283.969,1.78,2,0.033,284.001,3.62,4.001,0.062,283.807,4.09,6.001,0.078,283.979,5.11,8.001,0.082,284.91,5.07,10.001,0.097,284.372,5.32,12,0.093
284.318,1.77,2,0.033,284.35,3.62,4.001,0.062,284.156,4.09,6.001,0.078,284.329,5.11,8.001,0.081,285.271,5.07,10.001,0.097,284.724,5.32,12,0.093
284.669,1.78,2,0.033,284.698,3.62,4.001,0.062,284.533,4.09,6.001,0.078,284.679,5.11,8.001,0.081,285.652,5.07,10.001,0.096,285.099,5.36,12,0.093
285.044,1.77,2,0.033,285.049,3.62,4.001,0.062,284.881,4.09,6.001,0.078,285.027,5.11,8.001,0.081,286.011,5.07,10.001,0.097,285.448,5.36,12,0.093
285.393,1.77,2,0.033,285.424,3.62,4.001,0.062,285.232,4.08,6.001,0.078,285.376,5.11,8.002,0.081,286.39,5.07,10.001,0.096,285.797,5.36,12,0.093
285.743,1.78,2,0.033,285.773,3.62,4.001,0.062,285.579,4.09,6.001,0.078,285.751,5.11,8.001,0.081,286.737,5.07,10.001,0.096,286.147,5.36,12,0.092
286.091,1.77,2,0.033,286.122,3.62,4.001,0.062,285.929,4.09,6.001,0.078,286.102,5.11,8.001,0.081,287.087,5.07,10.001,0.096,286.495,5.36,12,0.092
286.44,1.78,2,0.033,286.471,3.62,4.001,0.062,286.277,4.08,6.001,0.078,286.449,5.11,8.001,0.081,287.436,5.07,10.001,0.097,286.845,5.37,12,0.092
286.79,1.78,2,0.033,286.82,3.62,4.001,0.062,286.654,4.08,6.001,0.078,286.801,5.11,8.001,0.081,287.786,5.07,10.001,0.096,287.206,5.36,12,0.093
287.149,1.78,2,0.033,287.197,3.62,4.001,0.062,287.003,4.08,6.001,0.078,287.149,5.11,8.001,0.081,288.134,5.07,10.001,0.096,287.587,5.36,12,0.092
287.505,1.78,2,0.033,287.545,3.62,4.001,0.062,287.353,4.09,6.001,0.078,287.525,5.11,8.001,0.081,288.509,5.07,10.001,0.096,287.947,5.36,12,0.092
287.863,1.78,2,0.033,287.894,3.62,4.001,0.062,287.7,4.08,6.001,0.078,287.874,5.11,8.001,0.081,288.859,5.06,10.001,0.096,288.306,5.36,12,0.092
288.215,1.78,2,0.033,288.245,3.62,4.001,0.062,288.077,4.08,6.001,0.078,288.222,5.1,8.001,0.081,289.207,5.07,10.001,0.096,288.662,5.36,12,0.092
288.562,1.78,2,0.033,288.594,3.62,4.001,0.062,288.426,4.08,6.001,0.078,288.571,5.11,8.001,0.081,289.558,5.06,10.001,0.096,289.021,5.36,12,0.092
288.913,1.77,2,0.033,288.943,3.62,4.001,0.062,288.775,4.08,6.001,0.078,288.921,5.11,8.001,0.081,289.933,5.07,10.001,0.096,289.369,5.36,12,0.092
289.288,1.77,2,0.033,289.32,3.62,4.001,0.062,289.124,4.08,6.001,0.078,289.297,5.1,8.001,0.081,290.282,5.07,10.001,0.096,289.721,5.35,12,0.092
289.637,1.77,2,0.033,289.668,3.62,4.001,0.062,289.474,4.08,6.001,0.078,289.645,5.1,8.001,0.081,290.632,5.06,10.001,0.096,290.067,5.36,12,0.092
289.987,1.78,2,0.033,290.017,3.62,4.001,0.062,289.822,4.08,6.001,0.078,289.995,5.1,8.001,0.081,290.981,5.07,10.001,0.096,290.444,5.35,12,0.092
290.337,1.77,2,0.033,290.366,3.62,4.001,0.062,290.2,4.08,6.001,0.078,290.344,5.1,8.002,0.081,291.329,5.07,10.001,0.096,290.794,5.35,12,0.092
290.685,1.78,2,0.033,290.717,3.62,4.001,0.062,290.548,4.08,6.001,0.078,290.694,5.1,8.001,0.081,291.678,5.06,10.001,0.096,291.143,5.35,12,0.092
291.06,1.78,2,0.033,291.093,3.62,4.001,0.063,290.898,4.08,6.001,0.078,291.07,5.1,8.001,0.081,292.055,5.06,10.001,0.095,291.492,5.35,12,0.092
291.411,1.78,2,0.033,291.442,3.62,4.001,0.062,291.247,4.08,6.001,0.078,291.418,5.1,8.001,0.081,292.405,5.06,10.001,0.096,291.842,5.35,12,0.092
291.758,1.78,2,0.033,291.789,3.62,4.001,0.062,291.597,4.08,6.001,0.078,291.769,5.1,8.001,0.081,292.754,5.06,10.001,0.096,292.202,5.35,12,0.092
292.108,1.78,2,0.033,292.14,3.62,4.001,0.062,291.945,4.07,6.001,0.078,292.116,5.1,8.001,0.081,293.101,5.06,10.001,0.096,292.555,5.34,12,0.092
292.457,1.78,2,0.033,292.488,3.62,4.001,0.062,292.324,4.08,6.001,0.078,292.466,5.1,8.002,0.081,293.452,5.06,10.001,0.095,292.916,5.34,12,0.092
292.833,1.77,2,0.033,292.864,3.62,4.001,0.062,292.672,4.07,6.001,0.078,292.814,5.09,8.001,0.081,293.81,5.06,10.001,0.096,293.265,5.34,12,0.092
293.181,1.77,2,0.033,293.214,3.61,4.001,0.062,293.021,4.07,6.001,0.077,293.191,5.09,8.001,0.081,294.194,5.06,10.001,0.096,293.613,5.34,12,0.092
293.532,1.77,2,0.033,293.561,3.61,4.001,0.062,293.37,4.07,6.001,0.078,293.541,5.1,8.001,0.081,294.552,5.06,10.001,0.096,293.973,5.34,12,0.092
293.881,1.78,2,0.033,293.912,3.61,4.001,0.062,293.72,4.07,6.001,0.077,293.89,5.1,8.002,0.081,294.928,5.06,10.001,0.096,294.357,5.34,12,0.092
294.229,1.78,2,0.033,294.26,3.61,4.001,0.062,294.097,4.07,6.001,0.078,294.238,5.1,8.001,0.081,295.277,5.06,10.001,0.096,294.715,5.34,12,0.092
294.606,1.78,2,0.033,294.636,3.61,4.001,0.062,294.444,4.07,6.001,0.077,294.613,5.09,8.001,0.081,295.626,5.06,10.001,0.096,295.065,5.34,12,0.092
294.954,1.77,2,0.033,294.985,3.61,4.001,0.062,294.793,4.07,6.001,0.078,294.963,5.09,8.001,0.081,295.976,5.06,10.001,0.096,295.441,5.34,12,0.092
295.304,1.77,2,0.033,295.335,3.61,4.001,0.062,295.142,4.07,6.001,0.078,295.311,5.09,8.001,0.081,296.35,5.06,10.001,0.096,295.791,5.33,12,0.092
295.652,1.77,2,0.033,295.683,3.62,4.001,0.062,295.492,4.07,6.001,0.078,295.662,5.09,8.001,0.081,296.728,5.06,10.001,0.096,296.138,5.33,12,0.092
296.002,1.77,2,0.033,296.033,3.61,4.001,0.062,295.84,4.07,6.001,0.078,296.01,5.09,8.001,0.081,297.075,5.06,10.001,0.096,296.489,5.33,12,0.092
296.379,1.78,2,0.033,296.382,3.61,4.001,0.062,296.216,4.07,6.001,0.078,296.386,5.09,8.001,0.081,297.427,5.06,10.001,0.095,296.837,5.33,12,0.092
296.727,1.77,2,0.033,296.758,3.61,4.001,0.062,296.566,4.07,6.001,0.078,296.735,5.08,8.001,0.08,297.802,5.05,10.001,0.096,297.212,5.33,12,0.092
297.077,1.78,2,0.032,297.108,3.61,4.001,0.062,296.915,4.07,6.001,0.078,297.084,5.09,8.002,0.081,298.152,5.06,10.001,0.096,297.562,5.33,12,0.092
297.425,1.77,2,0.033,297.457,3.61,4.001,0.062,297.264,4.07,6.001,0.078,297.433,5.09,8.001,0.081,298.501,5.06,10.001,0.095,297.912,5.37,12,0.092
297.775,1.78,2,0.033,297.806,3.6,4.001,0.062,297.614,4.07,6.001,0.078,297.782,5.09,8.001,0.081,298.85,5.05,10.001,0.096,298.26,5.37,12,0.092
298.123,1.77,2,0.033,298.155,3.61,4.001,0.062,297.988,4.07,6.001,0.078,298.158,5.09,8.001,0.081,299.199,5.05,10.001,0.095,298.61,5.38,12,0.092
298.501,1.77,2,0.033,298.503,3.61,4.001,0.062,298.338,4.07,6.001,0.078,298.507,5.08,8.001,0.081,299.573,5.05,10.001,0.095,298.97,5.38,12,0.092
298.85,1.77,2,0.033,298.881,3.61,4.001,0.062,298.687,4.07,6.001,0.078,298.856,5.09,8.002,0.081,299.923,5.05,10.001,0.095,299.353,5.38,12,0.092
299.199,1.77,2,0.033,299.229,3.61,4.001,0.062,299.037,4.07,6.001,0.077,299.206,5.08,8.001,0.081,300.271,5.05,10.001,0.096,299.711,5.38,12,0.091
299.547,1.77,2,0.033,299.579,3.61,4.001,0.062,299.386,4.07,6.001,0.078,299.554,5.08,8.002,0.08,,,,,300.072,5.38,12,0.092
299.896,1.77,2,0.033,299.927,3.61,4.001,0.062,299.763,4.06,6.001,0.077,299.915,5.07,8.002,0.081,,,,,300.427,5.38,12,0.091
300.247,1.77,2,0.033,300.277,3.61,4.001,0.062,300.111,4.07,6.001,0.078,300.297,5.03,8.001,0.08,,,,,,,,
,,,,,,,,300.462,4.06,6.001,0.077,,,,,,,,,,,,
