2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
165.1,1.81,2,0.033,165.161,3.77,4.001,0.065,164.981,4.33,6.001,0.083,165.112,5.47,8.001,0.089,165.833,5.52,10.001,0.108,165.353,5.79,12,0.104
165.45,1.81,2,0.033,165.511,3.77,4.001,0.065,165.339,4.33,6.001,0.083,165.462,5.46,8.001,0.089,166.181,5.51,10.001,0.108,165.703,5.78,12,0.104
165.827,1.8,2,0.033,165.861,3.77,4.001,0.065,165.695,4.33,6.001,0.083,165.81,5.46,8.002,0.089,166.53,5.51,10.001,0.108,166.053,5.78,12,0.104
166.176,1.8,2,0.033,166.236,3.77,4.001,0.065,166.055,4.33,6.001,0.083,166.159,5.47,8.001,0.089,166.89,5.51,10.001,0.108,166.429,5.78,12,0.104
166.526,1.81,2,0.033,166.584,3.77,4.001,0.065,166.403,4.33,6.001,0.083,166.509,5.47,8.001,0.089,167.272,5.51,10.001,0.108,166.777,5.78,12,0.104
166.874,1.8,2,0.033,166.935,3.77,4.001,0.065,166.754,4.33,6.001,0.083,166.858,5.47,8.001,0.09,167.631,5.51,10.001,0.108,167.129,5.78,12,0.104
167.224,1.81,2,0.033,167.284,3.77,4.001,0.065,167.103,4.32,6.001,0.083,167.234,5.46,8.001,0.089,168.006,5.5,10.001,0.107,167.477,5.77,12,0.104
167.601,1.8,2,0.033,167.634,3.77,4.001,0.065,167.479,4.33,6.001,0.083,167.582,5.47,8.001,0.089,168.355,5.5,10.001,0.107,167.825,5.77,12,0.104
167.949,1.8,2,0.033,168.01,3.77,4.001,0.065,167.828,4.32,6.001,0.083,167.932,5.47,8.001,0.089,168.704,5.5,10.001,0.107,168.175,5.77,12,0.105
168.298,1.8,2,0.033,168.359,3.76,4.001,0.065,168.176,4.32,6.001,0.083,168.28,5.47,8.001,0.089,169.055,5.5,10.001,0.107,168.551,5.77,12,0.104
168.647,1.8,2,0.033,168.707,3.76,4.001,0.065,168.526,4.32,6.001,0.083,168.629,5.47,8.001,0.089,169.404,5.5,10.001,0.107,168.9,5.77,12,0.104
168.996,1.8,2,0.033,169.057,3.76,4.001,0.064,168.874,4.32,6.001,0.083,169.005,5.47,8.001,0.089,169.78,5.5,10.001,0.108,169.25,5.76,12,0.104
169.371,1.8,2,0.033,169.405,3.76,4.001,0.065,169.236,4.32,6.001,0.083,169.356,5.47,8.001,0.089,170.129,5.49,10.001,0.107,169.599,5.76,12,0.104
169.722,1.8,2,0.033,169.782,3.76,4.001,0.065,169.619,4.32,6.001,0.083,169.703,5.47,8.001,0.089,170.477,5.5,10.001,0.107,169.947,5.76,12,0.104
170.07,1.8,2,0.033,170.131,3.76,4.001,0.065,169.977,4.32,6.001,0.083,170.054,5.47,8.001,0.089,170.827,5.5,10.001,0.107,170.324,5.76,12,0.104
170.42,1.8,2,0.033,170.478,3.76,4.001,0.064,170.326,4.32,6.001,0.083,170.402,5.46,8.001,0.089,171.175,5.49,10.001,0.107,170.672,5.76,12,0.104
170.769,1.8,2,0.033,170.828,3.76,4.001,0.065,170.702,4.32,6.001,0.083,170.752,5.44,8.001,0.089,171.525,5.49,10.001,0.107,171.023,5.75,12,0.104
171.145,1.8,2,0.033,171.177,3.76,4.001,0.065,171.053,4.32,6.001,0.083,171.127,5.43,8.002,0.089,171.902,5.49,10.001,0.107,171.426,5.75,12,0.104
171.493,1.81,2,0.033,171.552,3.75,4.001,0.065,171.401,4.32,6.001,0.083,171.477,5.43,8.001,0.089,172.25,5.49,10.001,0.107,171.775,5.75,12,0.104
171.843,1.8,2,0.033,171.901,3.76,4.001,0.065,171.75,4.32,6.001,0.083,171.827,5.44,8.001,0.089,172.599,5.49,10.001,0.107,172.123,5.75,12,0.104
172.191,1.8,2,0.033,172.252,3.76,4.001,0.065,172.143,4.31,6.001,0.083,172.177,5.44,8.001,0.089,172.948,5.49,10.001,0.107,172.473,5.75,12,0.104
172.541,1.8,2,0.033,172.601,3.76,4.001,0.065,172.502,4.31,6.001,0.083,172.524,5.44,8.001,0.089,173.299,5.48,10.001,0.107,172.822,5.75,12,0.104
172.916,1.8,2,0.033,172.95,3.76,4.001,0.065,172.852,4.31,6.001,0.083,172.9,5.44,8.001,0.088,173.673,5.48,10.001,0.107,173.172,5.74,12,0.104
173.267,1.8,2,0.033,173.309,3.75,4.001,0.065,173.2,4.31,6.001,0.083,173.249,5.44,8.001,0.089,174.024,5.47,10.001,0.107,173.548,5.74,12,0.104
173.615,1.8,2,0.033,173.664,3.75,4.001,0.065,173.577,4.31,6.001,0.083,173.599,5.44,8.001,0.088,174.372,5.48,10.001,0.107,173.898,5.74,12,0.103
173.964,1.8,2,0.033,174.024,3.75,4.001,0.065,173.925,4.31,6.001,0.083,173.949,5.44,8.001,0.088,174.722,5.47,10.001,0.107,174.283,5.73,12,0.103
174.314,1.8,2,0.033,174.373,3.75,4.001,0.065,174.275,4.31,6.001,0.083,174.297,5.44,8.001,0.089,175.07,5.47,10.001,0.106,174.64,5.73,12,0.103
174.688,1.8,2,0.033,174.722,3.75,4.001,0.065,174.623,4.3,6.001,0.083,174.673,5.44,8.001,0.088,175.446,5.47,10.001,0.107,174.998,5.73,12,0.103
175.038,1.8,2,0.033,175.098,3.75,4.001,0.064,174.973,4.3,6.001,0.083,175.021,5.44,8.001,0.088,175.796,5.47,10.001,0.106,175.347,5.73,12,0.103
175.388,1.8,2,0.033,175.446,3.75,4.001,0.065,175.348,4.3,6.001,0.083,175.371,5.44,8.002,0.088,176.143,5.47,10.001,0.106,175.697,5.73,12,0.103
175.737,1.8,2,0.033,175.796,3.75,4.001,0.065,175.698,4.3,6.001,0.083,175.72,5.44,8.001,0.088,176.494,5.47,10.001,0.106,176.045,5.72,12,0.103
176.087,1.8,2,0.033,176.144,3.75,4.001,0.065,176.048,4.3,6.001,0.083,176.069,5.42,8.001,0.088,176.841,5.46,10.001,0.106,176.404,5.73,12,0.103
176.435,1.8,2,0.033,176.494,3.75,4.001,0.065,176.396,4.3,6.001,0.083,176.429,5.42,8.001,0.088,177.218,5.46,10.001,0.106,176.788,5.73,12,0.103
176.812,1.8,2,0.034,176.843,3.75,4.001,0.065,176.745,4.3,6.001,0.083,176.812,5.41,8.001,0.088,177.567,5.46,10.001,0.106,177.148,5.72,12,0.103
177.161,1.8,2,0.033,177.22,3.75,4.001,0.065,177.122,4.3,6.001,0.083,177.17,5.41,8.001,0.088,177.916,5.46,10.001,0.106,177.497,5.72,12,0.103
177.51,1.8,2,0.033,177.57,3.75,4.001,0.064,177.471,4.3,6.001,0.083,177.519,5.42,8.001,0.088,178.266,5.46,10.001,0.106,177.871,5.72,12,0.103
177.862,1.8,2,0.033,177.918,3.75,4.001,0.065,177.82,4.3,6.001,0.083,177.895,5.42,8.001,0.088,178.615,5.46,10.001,0.106,178.222,5.72,12,0.103
178.261,1.8,2,0.033,178.267,3.75,4.001,0.064,178.17,4.3,6.001,0.083,178.245,5.42,8.001,0.088,178.991,5.46,10.001,0.106,178.569,5.72,12,0.103
178.611,1.8,2,0.033,178.617,3.75,4.001,0.064,178.52,4.3,6.001,0.083,178.595,5.42,8.001,0.088,179.34,5.45,10.001,0.106,178.92,5.71,12,0.102
178.96,1.8,2,0.033,178.991,3.75,4.001,0.065,178.868,4.29,6.001,0.082,178.945,5.42,8.001,0.088,179.689,5.45,10.001,0.106,179.269,5.71,12,0.103
179.308,1.8,2,0.033,179.341,3.75,4,0.065,179.217,4.29,6.001,0.082,179.294,5.42,8.001,0.088,180.038,5.45,10.001,0.106,179.646,5.71,12,0.103
179.658,1.8,2,0.033,179.69,3.74,4.001,0.065,179.593,4.29,6.001,0.083,179.669,5.42,8.001,0.088,180.386,5.45,10.001,0.106,179.994,5.71,12,0.103
180.034,1.8,2,0.033,180.038,3.74,4.001,0.065,179.943,4.29,6.001,0.082,180.019,5.42,8.001,0.088,180.763,5.45,10.001,0.106,180.344,5.71,12,0.103
180.382,1.8,2,0.033,180.414,3.74,4.001,0.065,180.291,4.29,6.001,0.082,180.366,5.42,8.001,0.088,181.112,5.45,10.001,0.106,180.693,5.71,12,0.103
180.732,1.79,2,0.033,180.762,3.74,4.001,0.064,180.64,4.29,6.001,0.082,180.716,5.42,8.001,0.088,181.463,5.44,10.001,0.106,181.042,5.71,12,0.103
181.082,1.8,2,0.033,181.112,3.74,4.001,0.064,180.991,4.29,6.001,0.082,181.064,5.42,8.002,0.088,181.811,5.44,10.001,0.106,181.417,5.7,12,0.103
181.432,1.8,2,0.033,181.463,3.74,4.001,0.064,181.366,4.29,6.001,0.082,181.441,5.42,8.001,0.088,182.161,5.44,10.001,0.106,181.767,5.7,12,0.102
181.806,1.8,2,0.033,181.811,3.74,4.001,0.065,181.716,4.29,6.001,0.082,181.789,5.42,8.001,0.088,182.525,5.44,10.001,0.106,182.116,5.7,12,0.103
182.157,1.8,2,0.033,182.186,3.74,4.001,0.064,182.063,4.29,6.001,0.083,182.139,5.42,8.001,0.088,182.887,5.43,10.001,0.105,182.464,5.7,12,0.103
182.506,1.79,2,0.033,182.536,3.74,4.001,0.064,182.419,4.29,6.001,0.082,182.493,5.42,8.001,0.088,183.234,5.43,10.001,0.106,182.814,5.69,12,0.102
182.86,1.8,2,0.033,182.889,3.74,4.001,0.064,182.817,4.29,6.001,0.082,182.839,5.41,8.001,0.088,183.584,5.43,10.001,0.105,183.196,5.69,12,0.102
183.257,1.8,2,0.033,183.289,3.74,4.001,0.064,183.165,4.28,6.001,0.082,183.212,5.41,8.001,0.088,183.932,5.43,10.001,0.105,183.557,5.69,12,0.102
183.605,1.8,2,0.033,183.638,3.74,4.001,0.064,183.514,4.29,6.001,0.082,183.56,5.42,8.001,0.088,184.281,5.43,10.001,0.106,183.915,5.69,12,0.102
183.955,1.79,2,0.033,183.985,3.74,4.001,0.064,183.864,4.28,6.001,0.083,183.91,5.39,8.001,0.088,184.658,5.43,10.001,0.105,184.291,5.69,12,0.102
184.304,1.8,2,0.033,184.335,3.74,4.001,0.064,184.239,4.28,6.001,0.082,184.26,5.38,8.001,0.088,185.006,5.43,10.001,0.105,184.638,5.69,12,0.102
184.681,1.79,2,0.033,184.685,3.74,4.001,0.064,184.589,4.28,6.001,0.082,184.608,5.38,8.002,0.087,185.356,5.43,10.001,0.105,184.99,5.69,12,0.102
185.029,1.8,2,0.033,185.061,3.74,4.001,0.064,184.938,4.28,6.001,0.083,184.986,5.38,8.001,0.087,185.704,5.43,10.001,0.105,185.338,5.68,12,0.102
185.379,1.8,2,0.033,185.409,3.74,4.001,0.064,185.287,4.28,6.001,0.082,185.334,5.39,8.001,0.088,186.08,5.42,10.001,0.105,185.688,5.68,12,0.102
185.728,1.8,2,0.033,185.76,3.74,4.001,0.064,185.636,4.28,6.001,0.082,185.683,5.39,8.001,0.088,186.43,5.42,10.001,0.105,186.036,5.68,12,0.102
186.077,1.8,2,0.033,186.107,3.74,4.001,0.064,185.984,4.28,6.001,0.082,186.032,5.39,8.001,0.087,186.779,5.42,10.001,0.105,186.412,5.69,12,0.102
186.454,1.8,2,0.033,186.457,3.73,4.001,0.064,186.361,4.28,6.001,0.082,186.381,5.39,8.002,0.087,187.128,5.41,10.001,0.105,186.761,5.69,12,0.102
186.802,1.79,2,0.033,186.806,3.73,4.001,0.064,186.711,4.28,6.001,0.082,186.758,5.39,8.001,0.088,187.477,5.42,10.001,0.105,187.109,5.68,12,0.102
187.152,1.79,2,0.033,187.182,3.74,4.001,0.064,187.061,4.28,6.001,0.082,187.106,5.39,8.001,0.087,187.826,5.42,10.001,0.105,187.46,5.68,12,0.102
187.501,1.79,2,0.033,187.531,3.74,4.001,0.064,187.408,4.28,6.001,0.082,187.456,5.38,8.001,0.087,188.186,5.4,10.001,0.105,187.835,5.68,12,0.102
187.85,1.79,2,0.033,187.881,3.73,4.001,0.064,187.783,4.28,6.001,0.082,187.806,5.38,8.001,0.087,188.567,5.41,10.001,0.105,188.184,5.68,12,0.102
188.2,1.79,2,0.033,188.23,3.73,4.001,0.064,188.134,4.27,6.001,0.082,188.156,5.38,8.001,0.087,188.927,5.41,10.001,0.105,188.534,5.68,12,0.101
188.576,1.79,2,0.033,188.578,3.74,4.001,0.064,188.482,4.27,6.001,0.082,188.53,5.38,8.002,0.087,189.287,5.4,10.001,0.105,188.883,5.68,12,0.102
188.924,1.79,2,0.033,188.928,3.73,4.001,0.064,188.833,4.28,6.001,0.082,188.879,5.38,8.001,0.087,189.642,5.4,10.001,0.105,189.231,5.67,12,0.102
189.273,1.79,2,0.033,189.295,3.73,4.001,0.064,189.181,4.27,6.001,0.082,189.228,5.38,8.001,0.087,190.002,5.4,10.001,0.105,189.581,5.67,12,0.102
189.621,1.79,2,0.033,189.652,3.73,4.001,0.064,189.53,4.27,6.001,0.082,189.577,5.38,8.001,0.087,190.351,5.4,10.001,0.105,189.958,5.66,12,0.102
189.971,1.79,2,0.033,190.003,3.73,4.001,0.065,189.906,4.27,6.001,0.082,189.926,5.38,8.001,0.087,190.701,5.4,10.001,0.105,190.306,5.66,12,0.102
190.347,1.79,2,0.033,190.351,3.73,4.001,0.064,190.256,4.27,6.001,0.082,190.301,5.37,8.001,0.087,191.075,5.4,10.001,0.105,190.657,5.66,12,0.102
190.697,1.79,2,0.033,190.701,3.73,4.001,0.064,190.605,4.27,6.001,0.082,190.651,5.37,8.001,0.087,191.425,5.4,10.001,0.105,191.005,5.66,12,0.101
191.044,1.79,2,0.033,191.077,3.73,4.001,0.064,190.953,4.27,6.001,0.082,191,5.37,8.001,0.087,191.774,5.4,10.001,0.105,191.354,5.66,12,0.101
191.395,1.79,2,0.033,191.426,3.73,4.001,0.064,191.302,4.27,6.001,0.082,191.349,5.37,8.001,0.087,192.123,5.39,10.001,0.105,191.703,5.66,12,0.101
191.743,1.79,2,0.033,191.775,3.73,4.001,0.064,191.651,4.26,6.001,0.082,191.699,5.36,8.002,0.087,192.471,5.39,10.001,0.105,192.079,5.65,12,0.101
192.119,1.79,2,0.033,192.125,3.73,4.001,0.064,192.028,4.26,6.001,0.082,192.057,5.37,8.001,0.087,192.847,5.39,10.001,0.104,192.429,5.65,12,0.101
192.467,1.79,2,0.033,192.474,3.73,4.001,0.064,192.377,4.26,6.001,0.082,192.441,5.37,8.001,0.086,193.197,5.39,10.001,0.105,192.778,5.65,12,0.101
192.817,1.79,2,0.033,192.849,3.73,4.001,0.064,192.727,4.26,6.001,0.082,192.799,5.37,8.001,0.087,193.546,5.39,10.001,0.105,193.126,5.65,12,0.101
193.166,1.79,2,0.033,193.199,3.73,4.001,0.064,193.076,4.26,6.001,0.082,193.176,5.36,8.001,0.086,193.895,5.38,10.001,0.104,193.476,5.65,12,0.101
193.516,1.79,2,0.033,193.546,3.73,4.001,0.064,193.426,4.26,6.001,0.082,193.526,5.37,8.001,0.086,194.245,5.39,10.001,0.105,193.851,5.65,12,0.101
193.865,1.79,2,0.033,193.897,3.72,4.001,0.064,193.801,4.26,6.001,0.082,193.874,5.36,8.001,0.087,194.62,5.38,10.001,0.105,194.202,5.65,12,0.101
194.242,1.79,2,0.033,194.245,3.73,4.001,0.064,194.15,4.26,6.001,0.082,194.225,5.37,8.001,0.087,194.968,5.38,10.001,0.104,194.551,5.65,12,0.101
194.59,1.79,2,0.033,194.621,3.72,4.001,0.064,194.5,4.26,6.001,0.082,194.572,5.36,8.001,0.087,195.317,5.38,10.001,0.104,194.898,5.64,12,0.101
194.94,1.79,2,0.033,194.97,3.72,4.001,0.064,194.849,4.26,6.001,0.082,194.922,5.36,8.001,0.087,195.667,5.38,10.001,0.104,195.275,5.64,12,0.101
195.288,1.79,2,0.033,195.319,3.72,4.001,0.064,195.198,4.26,6.001,0.082,195.297,5.36,8.002,0.087,196.017,5.38,10.001,0.104,195.624,5.64,12,0.101
195.637,1.79,2,0.033,195.669,3.72,4.001,0.064,195.574,4.26,6.001,0.082,195.647,5.36,8.001,0.086,196.377,5.38,10.001,0.104,195.973,5.64,12,0.101
196.015,1.79,2,0.033,196.018,3.72,4.001,0.065,195.923,4.25,6.001,0.082,195.995,5.36,8.001,0.086,196.759,5.37,10.001,0.104,196.323,5.64,12,0.101
196.363,1.79,2,0.033,196.393,3.72,4.001,0.064,196.27,4.26,6.001,0.082,196.347,5.35,8.001,0.086,197.118,5.37,10.001,0.104,196.671,5.63,12,0.101
196.713,1.79,2,0.033,196.743,3.72,4.001,0.064,196.622,4.25,6.001,0.081,196.694,5.34,8.001,0.086,197.494,5.37,10.001,0.104,197.021,5.64,12,0.101
197.062,1.79,2,0.033,197.092,3.72,4.001,0.064,196.971,4.25,6.001,0.081,197.069,5.34,8.001,0.086,197.842,5.37,10.001,0.104,197.398,5.63,12,0.101
197.411,1.79,2,0.033,197.441,3.72,4.001,0.064,197.344,4.25,6.001,0.081,197.419,5.34,8.001,0.086,198.192,5.37,10.001,0.104,197.746,5.63,12,0.101
197.76,1.79,2,0.033,197.79,3.72,4.001,0.064,197.695,4.25,6.001,0.081,197.768,5.34,8.001,0.086,198.539,5.37,10.001,0.104,198.095,5.63,12,0.101
198.136,1.79,2,0.033,198.167,3.71,4.001,0.064,198.043,4.25,6.001,0.082,198.117,5.35,8.001,0.086,198.891,5.36,10.001,0.104,198.445,5.62,12,0.1
198.484,1.79,2,0.033,198.514,3.71,4.001,0.064,198.393,4.25,6.001,0.081,198.468,5.34,8.001,0.086,199.267,5.36,10.001,0.104,198.795,5.63,12,0.1
198.834,1.79,2,0.033,198.866,3.72,4.001,0.064,198.741,4.25,6.001,0.082,198.843,5.34,8.001,0.086,199.616,5.36,10.001,0.104,199.144,5.62,12,0.101
199.182,1.79,2,0.033,199.213,3.71,4.001,0.064,199.091,4.25,6.001,0.081,199.192,5.34,8.001,0.086,199.964,5.36,10.001,0.104,199.521,5.62,12,0.1
199.557,1.79,2,0.033,199.563,3.72,4.001,0.064,199.468,4.25,6.001,0.082,199.541,5.33,8.001,0.086,200.314,5.35,10.001,0.104,199.869,5.62,12,0.1
199.908,1.79,2,0.033,199.911,3.71,4.001,0.064,199.816,4.24,6.001,0.082,199.891,5.33,8.001,0.086,200.662,5.36,10.001,0.104,200.219,5.62,12,0.1
200.257,1.79,2,0.033,200.289,3.71,4.001,0.064,200.167,4.25,6.001,0.081,200.238,5.34,8.001,0.086,201.055,5.36,10.001,0.104,200.567,5.62,12,0.1
200.607,1.79,2,0.033,200.637,3.71,4.001,0.064,200.515,4.25,6.001,0.082,200.616,5.34,8.002,0.086,201.414,5.35,10.001,0.104,200.918,5.61,12,0.1
200.956,1.79,2,0.033,200.988,3.71,4.001,0.064,200.865,4.24,6.001,0.081,200.964,5.34,8.001,0.086,201.766,5.35,10.001,0.104,201.265,5.61,12,0.1
201.305,1.79,2,0.033,201.337,3.71,4.001,0.064,201.213,4.24,6.001,0.082,201.313,5.34,8.001,0.086,202.141,5.35,10.001,0.103,201.642,5.61,12,0.1
201.681,1.79,2,0.033,201.685,3.71,4.001,0.064,201.59,4.24,6.001,0.082,201.663,5.34,8.001,0.086,202.488,5.35,10.001,0.104,201.991,5.61,12,0.1
202.029,1.79,2,0.033,202.061,3.71,4.001,0.064,201.938,4.24,6.001,0.082,202.013,5.33,8.001,0.086,202.839,5.35,10.001,0.104,202.341,5.61,12,0.1
202.379,1.78,2,0.033,202.41,3.71,4.001,0.064,202.287,4.24,6.001,0.081,202.388,5.33,8.001,0.086,203.188,5.35,10.001,0.104,202.69,5.61,12,0.1
202.727,1.79,2,0.033,202.761,3.71,4.001,0.064,202.636,4.24,6.001,0.082,202.737,5.33,8.001,0.086,203.536,5.35,10.001,0.103,203.039,5.6,12,0.1
203.077,1.79,2,0.033,203.107,3.71,4.001,0.064,202.987,4.23,6.001,0.081,203.087,5.33,8.001,0.086,203.912,5.34,10.001,0.104,203.414,5.6,12,0.1
203.438,1.79,2,0.033,203.458,3.71,4.001,0.064,203.363,4.23,6.001,0.081,203.436,5.32,8.001,0.086,204.262,5.35,10.001,0.104,203.763,5.61,12,0.1
203.794,1.79,2,0.033,203.833,3.71,4.001,0.064,203.711,4.23,6.001,0.082,203.784,5.32,8.001,0.086,204.61,5.35,10.001,0.103,204.113,5.6,12,0.1
204.152,1.79,2,0.033,204.183,3.71,4.001,0.064,204.062,4.24,6.001,0.081,204.159,5.32,8.001,0.086,204.96,5.35,10.001,0.103,204.462,5.6,12,0.1
204.503,1.79,2,0.033,204.531,3.71,4.001,0.064,204.411,4.23,6.001,0.081,204.51,5.32,8.001,0.086,205.309,5.34,10.001,0.103,204.812,5.6,12,0.1
204.849,1.79,2,0.033,204.88,3.71,4.001,0.064,204.76,4.23,6.001,0.082,204.858,5.32,8.001,0.086,205.684,5.33,10.001,0.103,205.16,5.6,12,0.1
205.199,1.79,2,0.033,205.229,3.71,4.001,0.064,205.135,4.23,6.001,0.081,205.207,5.32,8.001,0.086,206.034,5.34,10.001,0.103,205.536,5.6,12,0.1
205.577,1.79,2,0.033,205.605,3.71,4.001,0.064,205.485,4.23,6.001,0.081,205.557,5.32,8.001,0.086,206.383,5.33,10.001,0.103,205.885,5.6,12,0.1
205.925,1.79,2,0.033,205.955,3.7,4.001,0.064,205.833,4.23,6.001,0.081,205.932,5.32,8.001,0.086,206.732,5.33,10.001,0.103,206.234,5.6,12,0.1
206.275,1.79,2,0.033,206.304,3.71,4.001,0.064,206.183,4.23,6.001,0.081,206.281,5.32,8.001,0.086,207.08,5.33,10.001,0.103,206.583,5.6,12,0.099
206.623,1.79,2,0.033,206.653,3.7,4.001,0.064,206.531,4.22,6.001,0.081,206.631,5.32,8.001,0.086,207.441,5.33,10.001,0.103,206.934,5.59,12,0.099
206.972,1.79,2,0.033,207.001,3.71,4.001,0.064,206.908,4.23,6.001,0.081,206.981,5.32,8.001,0.086,207.824,5.33,10.001,0.103,207.308,5.6,12,0.099
207.347,1.79,2,0.033,207.352,3.7,4.001,0.064,207.257,4.22,6.001,0.081,207.329,5.32,8.001,0.086,208.182,5.33,10.001,0.103,207.659,5.59,12,0.099
207.697,1.79,2,0.033,207.728,3.7,4.001,0.064,207.606,4.23,6.001,0.081,207.678,5.32,8.001,0.085,208.542,5.33,10.001,0.103,208.007,5.59,12,0.099
208.046,1.79,2,0.033,208.077,3.7,4.001,0.064,207.955,4.23,6.001,0.081,208.054,5.32,8.001,0.085,208.908,5.32,10.001,0.103,208.356,5.58,12,0.1
208.397,1.79,2,0.033,208.427,3.7,4.001,0.064,208.304,4.23,6.001,0.081,208.403,5.32,8.001,0.086,209.256,5.32,10.001,0.103,208.705,5.58,12,0.099
208.744,1.79,2,0.033,208.774,3.7,4.001,0.064,208.652,4.22,6.001,0.081,208.753,5.31,8.002,0.086,209.606,5.32,10.001,0.103,209.082,5.58,12,0.099
209.12,1.79,2,0.033,209.124,3.7,4.001,0.063,209.03,4.22,6.001,0.081,209.103,5.31,8.002,0.086,209.954,5.32,10.001,0.103,209.429,5.58,12,0.099
209.469,1.79,2,0.033,209.5,3.7,4.001,0.064,209.379,4.22,6.001,0.081,209.451,5.31,8.002,0.085,210.331,5.32,10.001,0.103,209.78,5.58,12,0.099
209.817,1.79,2,0.033,209.849,3.7,4.001,0.063,209.729,4.22,6.001,0.081,209.799,5.31,8.002,0.085,210.68,5.32,10.001,0.103,210.13,5.58,12,0.099
210.166,1.79,2,0.033,210.197,3.7,4.001,0.064,210.077,4.22,6.001,0.081,210.193,5.31,8.002,0.085,211.029,5.32,10.001,0.103,210.479,5.58,12,0.099
210.516,1.79,2,0.033,210.548,3.7,4.001,0.064,210.426,4.22,6.001,0.081,210.578,5.31,8.002,0.085,211.378,5.32,10.001,0.103,210.826,5.58,12,0.099
210.891,1.79,2,0.033,210.897,3.7,4.001,0.064,210.774,4.22,6.001,0.081,210.954,5.31,8.002,0.085,211.728,5.32,10.001,0.102,211.204,5.58,12,0.099
211.241,1.79,2,0.033,211.272,3.7,4.001,0.064,211.151,4.22,6.001,0.081,211.303,5.31,8.002,0.085,212.076,5.31,10.001,0.103,211.554,5.57,12,0.099
211.59,1.79,2,0.033,211.621,3.7,4.001,0.064,211.499,4.22,6.001,0.081,211.653,5.31,8.002,0.086,212.451,5.31,10.001,0.102,211.902,5.57,12,0.099
211.94,1.79,2,0.033,211.971,3.7,4.001,0.064,211.851,4.22,6.001,0.081,212.03,5.3,8.002,0.085,212.801,5.31,10.001,0.102,212.251,5.57,12,0.099
212.288,1.79,2,0.033,212.321,3.7,4.001,0.063,212.199,4.22,6.001,0.081,212.378,5.3,8.001,0.086,213.15,5.31,10.001,0.102,212.6,5.57,12,0.099
212.666,1.79,2,0.033,212.667,3.7,4.001,0.064,212.548,4.21,6.001,0.081,212.729,5.3,8.002,0.085,213.499,5.31,10.001,0.103,212.96,5.57,12,0.099
213.014,1.79,2,0.033,213.044,3.7,4.001,0.064,212.907,4.22,6.001,0.081,213.076,5.3,8.002,0.085,213.875,5.31,10.001,0.103,213.315,5.57,12,0.099
213.364,1.79,2,0.033,213.393,3.7,4.001,0.064,213.263,4.21,6.001,0.081,213.426,5.3,8.002,0.085,214.224,5.31,10.001,0.103,213.675,5.57,12,0.099
213.713,1.79,2,0.033,213.742,3.7,4.001,0.064,213.623,4.21,6.001,0.081,213.777,5.29,8.002,0.085,214.574,5.3,10.001,0.102,214.023,5.57,12,0.099
214.062,1.79,2,0.033,214.092,3.7,4.001,0.064,213.972,4.21,6.001,0.081,214.152,5.29,8.002,0.085,214.923,5.3,10.001,0.102,214.399,5.57,12,0.098
214.41,1.79,2,0.033,214.44,3.7,4.001,0.064,214.322,4.21,6.001,0.081,214.501,5.29,8.002,0.085,215.273,5.3,10.001,0.103,214.749,5.56,12,0.098
214.788,1.79,2,0.033,214.817,3.69,4.001,0.063,214.67,4.21,6.001,0.08,214.85,5.29,8.002,0.085,215.62,5.31,10.001,0.102,215.099,5.56,12,0.099
215.136,1.79,2,0.033,215.165,3.7,4.001,0.064,215.046,4.21,6.001,0.081,215.199,5.29,8.002,0.085,215.997,5.3,10.001,0.102,215.447,5.56,12,0.099
215.485,1.79,2,0.033,215.516,3.7,4.001,0.064,215.394,4.21,6.001,0.081,215.549,5.29,8.002,0.085,216.348,5.3,10.001,0.102,215.796,5.56,12,0.098
215.835,1.79,2,0.033,215.864,3.69,4.001,0.064,215.745,4.21,6.001,0.081,215.926,5.29,8.001,0.085,216.698,5.3,10.001,0.102,216.146,5.56,12,0.098
216.185,1.79,2,0.033,216.213,3.69,4.001,0.064,216.093,4.21,6.001,0.081,216.273,5.29,8.001,0.085,217.046,5.3,10.001,0.102,216.505,5.56,12,0.098
216.56,1.79,2,0.033,216.59,3.69,4.001,0.064,216.47,4.21,6.001,0.081,216.623,5.29,8.002,0.085,217.395,5.3,10.001,0.102,216.861,5.55,12,0.099
216.909,1.79,2,0.033,216.938,3.69,4.001,0.064,216.818,4.21,6.001,0.081,216.972,5.29,8.002,0.085,217.754,5.3,10.001,0.102,217.22,5.55,12,0.098
217.257,1.79,2,0.033,217.289,3.69,4.001,0.064,217.168,4.21,6.001,0.081,217.32,5.28,8.002,0.085,218.096,5.29,10.001,0.102,217.569,5.55,12,0.098
217.607,1.79,2,0.033,217.636,3.7,4.001,0.064,217.516,4.21,6.001,0.08,217.696,5.28,8.002,0.085,218.469,5.29,10.001,0.102,217.918,5.55,12,0.098
217.956,1.79,2,0.033,217.986,3.69,4.001,0.063,217.865,4.21,6.001,0.08,218.046,5.29,8.002,0.085,218.818,5.29,10.001,0.102,218.267,5.55,12,0.098
