Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
2251.148,0.04662,2.673,32.076,10.99,34.262,21.086
2289.961,0.04551,2.615,31.38,10.913,34.777,20.467
2328.774,0.0444,2.557,30.684,10.828,35.289,19.856
2367.587,0.04329,2.499,29.988,10.733,35.791,19.255
2406.4,0.04218,2.44,29.28,10.629,36.301,18.651
2445.213,0.04107,2.382,28.584,10.516,36.79,18.068
2484.026,0.03996,2.324,27.888,10.395,37.274,17.493
2522.839,0.03885,2.265,27.18,10.264,37.763,16.916
2561.651,0.03774,2.207,26.484,10.124,38.227,16.36
2600.464,0.03663,2.149,25.788,9.975,38.681,15.813
2639.277,0.03552,2.091,25.092,9.817,39.124,15.275
2678.09,0.03441,2.032,24.384,9.65,39.575,14.734
2716.903,0.0333,1.974,23.688,9.474,39.995,14.214
2755.716,0.03219,1.916,22.992,9.289,40.401,13.703
2794.529,0.03108,1.858,22.296,9.095,40.792,13.201
2833.342,0.02997,1.799,21.588,8.892,41.19,12.696
2872.155,0.02886,1.741,20.892,8.68,41.547,12.212
2910.968,0.02775,1.683,20.196,8.459,41.885,11.737
2949.78,0.02664,1.624,19.488,8.229,42.226,11.259
2988.593,0.02553,1.566,18.792,7.99,42.518,10.802
3027.406,0.02442,1.508,18.096,7.742,42.783,10.354
3066.219,0.02331,1.45,17.4,7.485,43.017,9.915
3105.032,0.0222,1.391,16.692,7.219,43.248,9.473
3143.845,0.02109,1.333,15.996,6.943,43.405,9.053
3182.658,0.01998,1.275,15.3,6.659,43.523,8.641
3221.471,0.01887,1.217,14.604,6.366,43.591,8.238
3260.284,0.01776,1.158,13.896,6.064,43.638,7.832
3299.097,0.01665,1.1,13.2,5.752,43.576,7.448
3337.909,0.01554,1.042,12.504,5.432,43.442,7.072
3376.722,0.01443,0.984,11.808,5.103,43.216,6.705
3415.535,0.01332,0.925,11.1,4.764,42.919,6.336
3454.348,0.01221,0.867,10.404,4.417,42.455,5.987
3493.161,0.0111,0.809,9.708,4.06,41.821,5.648
3531.974,0.00999,0.75,9,3.695,41.056,5.305
3570.787,0.00888,0.692,8.304,3.321,39.993,4.983
3609.6,0.00777,0.634,7.608,2.937,38.604,4.671
3648.413,0.00666,0.576,6.912,2.545,36.82,4.367
3687.226,0.00555,0.517,6.204,2.143,34.542,4.061
3726.038,0.00444,0.459,5.508,1.732,31.445,3.776
3764.851,0.00333,0.401,4.812,1.313,27.286,3.499
3803.664,0.00222,0.343,4.116,0.884,21.477,3.232
3842.477,0.00111,0.284,3.408,0.447,13.116,2.961
3881.29,0,0.226,2.712,0,0,2.712
