10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
250.378,10,105.002,252.069,20.01,207.344,253.534,30,288.658,252.877,40.04,357.509,,,,,,
250.747,10.01,99.911,252.436,20.02,204.211,253.899,30,289.279,253.24,40.04,352.581,,,,,,
251.103,10.04,106.204,252.838,19.99,205.594,254.258,30.02,289.157,253.603,40.02,352.074,,,,,,
251.481,10.04,103.859,253.204,20,204.335,254.662,30.01,295.088,254.005,39.99,355.722,,,,,,
251.846,9.98,102.794,253.565,19.99,205.228,255.065,29.99,293.714,254.408,39.99,355.886,,,,,,
252.205,9.97,103.433,253.939,19.98,206.286,255.432,29.99,296.27,254.773,39.98,353.898,,,,,,
252.581,10,103.879,254.305,20,207.626,255.791,30,291.777,255.133,40.01,357.009,,,,,,
252.946,9.98,102.794,254.665,19.98,204.09,256.165,29.98,295.392,255.537,40.01,357.009,,,,,,
253.305,9.99,99.874,255.041,20.01,204.944,256.53,29.99,296.335,255.94,40,356.015,,,,,,
253.667,10,101.128,255.428,20.01,207.303,256.89,30.01,293.153,256.327,39.99,358.003,,,,,,
254.032,10,98.264,255.809,20.02,206.774,257.251,30.01,295.269,256.709,40.02,357.009,,,,,,
254.435,10.02,101.633,256.168,19.99,207.016,257.618,30.01,296.456,257.068,39.98,356.635,,,,,,
254.801,10.03,99.93,256.555,20,209.253,258.019,30.03,297.146,257.47,40.02,352.125,,,,,,
255.158,10.02,97.739,256.92,19.99,207.873,258.384,29.99,295.645,257.837,40,357.136,,,,,,
255.507,10,99.424,257.326,20.02,204.781,258.744,29.97,295.145,258.196,39.99,355.396,,,,,,
255.884,9.97,103.414,257.69,20.04,204.171,259.148,29.99,295.336,258.573,40.02,356.015,,,,,,
256.287,9.99,102.175,258.05,20.01,206.529,259.55,30,290.899,258.937,40.03,350.839,,,,,,
256.653,9.99,103.375,258.452,20,209.906,259.916,30.01,296.022,259.296,40,354.647,,,,,,
257.013,10.01,101.071,258.855,19.96,204.171,260.275,30.01,297.523,259.671,39.97,354.436,,,,,,
257.418,10.02,98.862,259.244,19.96,208.402,260.65,30.01,290.339,260.077,39.98,353.361,,,,,,
257.819,10,102.232,259.608,20,206.368,261.054,29.99,290.643,260.441,40.01,351.081,,,,,,
258.185,9.97,105.603,259.982,20.01,209.377,261.421,29.99,290.4,260.801,40.02,356.553,,,,,,
258.545,9.97,102.232,260.387,20.02,208.931,261.779,29.98,291.593,261.203,40.01,355.886,,,,,,
258.932,9.99,103.879,260.751,20.02,205.676,262.183,30.01,291.155,261.606,39.99,351.456,,,,,,
259.296,10.03,100.491,261.111,19.98,205.757,262.587,30.01,287.021,261.972,39.99,357.547,,,,,,
259.702,10.04,99.911,261.488,19.99,208.641,262.951,30.02,295.831,262.331,39.96,352.905,,,,,,
260.102,10.01,103.317,261.853,19.98,206.205,263.31,30.01,293.399,262.737,40.01,353.817,,,,,,
260.47,9.99,101.109,262.212,20.01,204.944,263.714,29.99,293.083,263.14,40.02,352.074,,,,,,
260.83,9.99,105.603,262.588,20.05,211.727,264.117,29.98,295.212,263.504,40.02,356.307,,,,,,
261.215,10,103.394,262.99,20.03,206.815,264.506,29.99,292.583,263.865,40.02,351.295,,,,,,
261.58,10.01,102.232,263.357,19.97,207.914,264.887,30,295.022,264.251,39.98,351.214,,,,,,
261.985,9.99,99.93,263.716,19.99,201.815,265.245,30.01,296.022,264.615,39.97,353.361,,,,,,
262.372,9.99,98.881,264.12,20.01,207.344,265.649,30.01,296.649,265.019,39.96,355.185,,,,,,
262.753,9.97,101.652,264.522,20,206.327,266.016,30.01,292.154,265.385,40.01,354.566,,,,,,
263.112,9.97,101.034,264.889,20,204.618,266.374,29.99,295.955,265.744,40.03,354.695,,,,,,
263.49,9.99,105.524,265.249,19.98,207.626,266.752,29.98,296.335,266.119,40.03,356.225,,,,,,
263.855,10.06,99.986,265.635,19.99,208.361,267.154,29.99,296.835,266.485,40.04,355.022,,,,,,
264.212,10.02,100.547,266.001,20.01,207.832,267.529,30,286.66,266.845,40,350.169,,,,,,
264.562,10.02,103.879,266.405,20.01,205.717,267.932,30.01,288.159,267.222,39.99,352.449,,,,,,
264.967,10.01,102.175,266.807,20.03,206.815,268.297,30.02,294.583,267.625,39.98,356.763,,,,,,
265.368,9.98,105.08,267.173,20.02,203.642,268.658,30.01,296.394,267.991,39.99,350.706,,,,,,
265.736,10,102.156,267.533,20,206.327,269.034,29.99,289.263,268.352,39.98,354.777,,,,,,
266.094,10,103.956,267.919,19.96,208.237,269.435,29.99,291.094,268.753,39.98,350.92,,,,,,
266.469,10,100.004,268.285,19.95,209.739,269.802,30,286.161,269.157,40.01,355.851,,,,,,
266.836,9.97,107.268,268.688,19.99,204.944,270.16,30.01,290.143,269.525,40.04,355.559,,,,,,
267.194,9.96,105.002,269.054,20.03,210.601,270.564,30.02,292.705,269.882,40.05,351.912,,,,,,
267.57,10,103.821,269.413,19.99,207.303,270.968,29.99,296.27,270.285,40.02,356.061,,,,,,
267.937,10.03,103.337,269.789,20.01,203.359,271.334,29.98,293.46,270.689,39.97,356.178,,,,,,
268.297,10.02,100.529,270.178,20.02,207.467,271.691,29.99,295.398,271.075,39.96,351.214,,,,,,
268.673,10.01,102.194,270.558,19.98,208.402,272.095,30,297.271,271.459,39.98,352.743,,,,,,
269.039,10.04,98.337,270.917,20.01,205.025,272.498,30.02,294.268,271.817,39.99,352.419,,,,,,
269.399,9.99,101.147,271.32,19.98,203.279,272.864,30,294.268,272.22,40.03,355.851,,,,,,
269.773,9.97,101.166,271.71,20,206.082,273.224,29.97,292.144,272.587,40.03,356.845,,,,,,
270.14,9.97,102.775,272.088,19.97,207.262,273.627,29.99,293.399,272.945,40,349.472,,,,,,
270.5,9.97,102.832,272.447,20.02,204.74,274.031,29.99,289.097,273.32,39.99,354.24,,,,,,
270.875,10.01,105.603,272.852,20.02,203.113,274.395,29.99,290.203,273.689,39.99,355.232,,,,,,
271.278,10.05,99.442,273.257,19.99,208.155,274.756,30.01,298.084,274.044,40,355.266,,,,,,
271.643,10.04,99.442,273.62,19.98,206.041,275.158,30.01,295.15,274.422,39.99,356.553,,,,,,
272.003,10.01,100.547,273.981,20,207.098,275.561,30.02,293.644,274.826,39.99,354.077,,,,,,
272.407,9.96,102.832,274.366,19.99,210.268,275.925,30.01,286.101,275.189,39.98,355.232,,,,,,
272.81,9.97,105.08,274.732,20.01,208.402,276.286,30.01,290.46,275.55,39.99,354.614,,,,,,
273.175,9.97,103.937,275.136,20.01,205.472,276.663,30.01,290.217,275.954,40.04,354.11,,,,,,
273.535,10.01,102.194,275.502,19.99,204.7,277.066,29.99,289.703,276.357,40.03,356.927,,,,,,
273.921,10.01,102.213,275.86,20.02,208.724,277.43,29.97,296.398,276.721,40,356.143,,,,,,
274.287,10,105.002,276.236,20.02,212.952,277.788,29.97,294.96,277.079,40,353.654,,,,,,
274.635,10.01,102.794,276.641,20,205.025,278.193,30.01,287.322,277.467,39.99,355.069,,,,,,
275.012,10,106.046,277.004,19.97,204.985,278.596,30.01,288.159,277.832,40.01,355.022,,,,,,
275.378,10.03,103.918,277.366,20.01,207.955,278.963,29.99,294.707,278.237,40,356.225,,,,,,
275.737,10.02,100.566,277.751,20.02,208.155,279.323,30.01,294.09,278.639,40.01,350.517,,,,,,
276.14,10.02,100.566,278.118,20.01,204.456,279.707,30,296.27,279.005,40.01,354.159,,,,,,
276.544,9.98,102.871,278.522,20.01,203.888,280.075,30.02,288.219,279.366,39.99,354.24,,,,,,
276.908,9.97,101.595,278.909,20.01,206.529,280.477,30.02,295.083,279.769,40.02,355.524,,,,,,
277.267,9.97,100.004,279.289,20,204.456,280.879,30.02,293.276,280.171,40.02,352.955,,,,,,
277.643,9.99,102.737,279.648,19.96,207.385,281.248,29.99,295.584,280.538,40.02,354.24,,,,,,
277.994,9.99,101.69,280.035,19.97,206.488,281.606,29.98,297.772,280.895,39.99,353.736,,,,,,
278.397,10.01,104.343,280.402,19.98,208.402,282.01,29.98,294.337,281.272,39.96,353.492,,,,,,
278.762,10.01,97.702,280.804,19.99,207.098,282.396,30.01,296.211,281.66,39.97,354.077,,,,,,
279.121,10,99.967,281.171,20.02,207.955,282.787,30.01,293.837,282.04,40,353.118,,,,,,
279.525,10.01,104.982,281.531,20.04,210.921,283.175,30,294.398,282.402,40.02,354.24,,,,,,
279.929,9.98,103.995,281.908,20,205.717,283.54,30.02,295.027,282.804,40.01,355.77,,,,,,
280.294,9.96,103.279,282.281,20,210.434,283.943,30,291.705,283.168,40,354.369,,,,,,
280.653,10,103.821,282.687,19.99,207.914,284.309,29.98,295.083,283.529,40,355.151,,,,,,
281.057,10.06,105.583,283.054,20.03,209.46,284.668,29.99,299.21,283.931,40.04,355.442,,,,,,
281.459,10.01,101.147,283.41,20.03,207.873,285.072,30,294.527,284.335,40.02,356.307,,,,,,
281.826,10.03,99.442,283.787,19.96,208.113,285.475,30.01,290.826,284.702,39.99,351.751,,,,,,
282.184,9.97,101.671,284.175,19.98,208.807,285.841,29.99,292.215,285.058,39.99,354.321,,,,,,
282.561,9.98,100.996,284.542,19.99,206.368,286.201,29.99,291.838,285.436,39.97,355.232,,,,,,
282.925,10.01,103.337,284.916,20,205.635,286.602,30.01,296.649,285.802,39.97,353.248,,,,,,
283.286,10,101.147,285.318,20.03,205.757,287.005,30,290.264,286.162,40.04,348.641,,,,,,
283.644,9.99,102.794,285.722,19.99,209.543,287.394,30.02,295.898,286.538,40.05,354.695,,,,,,
284.01,9.99,101.052,286.086,20.03,206.856,287.777,30.01,294.522,286.941,39.98,353.654,,,,,,
284.413,10.03,103.375,286.446,19.99,209.096,288.134,29.99,288.961,287.305,40.01,355.396,,,,,,
284.778,10.04,98.355,286.833,19.99,207.709,288.539,29.97,293.091,287.664,39.98,353.036,,,,,,
285.137,9.99,98.899,287.201,19.99,208.155,288.942,30,294.398,288.068,39.99,354.159,,,,,,
285.544,10,106.145,287.602,20.01,205.717,289.306,30,294.836,288.472,39.97,353.996,,,,,,
285.945,9.98,103.394,287.991,20,206.815,289.664,30.01,294.651,288.838,39.99,348.455,,,,,,
286.311,9.98,100.603,288.37,20.02,210.072,290.069,30.01,292.583,289.196,40.03,350.517,,,,,,
286.672,9.97,101.633,288.73,20,205.717,290.472,30.01,293.644,289.6,40.04,354.987,,,,,,
287.074,10.04,105.524,289.117,19.98,204.944,290.839,30,295.712,290.002,40.04,353.411,,,,,,
287.478,10.01,101.128,289.482,20,207.262,291.199,29.98,292.715,290.369,39.99,349.151,,,,,,
287.843,10,102.309,289.886,19.98,204.659,291.599,29.98,295.707,290.729,39.95,350.275,,,,,,
288.201,10,105.701,290.275,20.01,208.526,292.003,30.01,296.211,291.115,39.96,355.151,,,,,,
288.577,10,98.899,290.655,19.97,207.139,292.37,30.01,292.592,291.479,40,352.257,,,,,,
288.982,9.99,105.701,291.013,19.96,207.955,292.727,30,288.658,291.885,40.02,349.659,,,,,,
289.345,9.98,106.726,291.417,19.99,205.31,293.104,30,296.335,292.29,40.04,349.659,,,,,,
289.705,9.99,102.194,291.783,20.05,209.096,293.491,30,293.644,292.664,40,352.874,,,,,,
290.11,10.01,102.794,292.144,20.02,208.402,293.873,30,292.021,293.066,39.97,353.167,,,,,,
290.496,10,101.071,292.518,20.01,210.072,294.233,29.99,287.72,293.432,40,354.858,,,,,,
290.878,10,102.175,292.908,20,208.848,294.637,30.01,291.654,293.791,40,355.477,,,,,,
291.237,10.02,98.319,293.288,20.01,205.31,295.038,30.01,287.1,294.167,39.98,352.044,,,,,,
291.623,9.99,99.948,293.645,19.98,208.766,295.416,30.01,294.152,294.533,39.99,353.378,,,,,,
291.989,9.98,107.268,294.05,20,208.972,295.818,30,295.331,294.894,40.01,354.824,,,,,,
292.393,10.01,99.479,294.44,19.99,204.7,296.183,29.98,293.714,295.268,40.04,352.955,,,,,,
292.76,10,104.382,294.819,20,205.839,296.543,29.99,292.837,295.672,40.03,351.214,,,,,,
293.118,9.99,97.757,295.177,20.01,208.32,,,,296.037,40.01,354.403,,,,,,
293.494,9.99,99.442,295.566,20.03,206.123,,,,296.395,40.01,352.5,,,,,,
293.898,10.01,98.917,295.932,20,206.856,,,,296.799,,,,,,,,
294.262,10.01,103.317,296.334,20,207.098,,,,,,,,,,,,
294.621,9.99,104.518,296.698,19.98,205.025,,,,,,,,,,,,
295.009,10.01,99.479,297.06,19.99,206.245,,,,,,,,,,,,
295.373,9.98,101.09,297.434,19.99,207.467,,,,,,,,,,,,
295.777,9.99,98.374,297.823,19.99,208.567,,,,,,,,,,,,
296.142,10,99.498,298.203,20.01,204.659,,,,,,,,,,,,
296.501,10.02,104.538,298.562,20.02,205.798,,,,,,,,,,,,
296.878,9.98,102.271,298.967,20.02,209.253,,,,,,,,,,,,
297.244,9.99,106.686,299.331,20.01,208.402,,,,,,,,,,,,
297.605,10.02,99.405,299.691,19.98,205.92,,,,,,,,,,,,
297.979,10.01,101.071,,,,,,,,,,,,,,,
298.382,10.02,104.479,,,,,,,,,,,,,,,
298.75,10.01,105.563,,,,,,,,,,,,,,,
299.108,10,104.44,,,,,,,,,,,,,,,
