10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
71.732,10.01,95.296,72.625,19.99,205.066,73.017,30.01,297.696,72.827,40.02,369.521,72.999,49.96,410.809,72.576,60,408.927
72.136,10.04,100.789,73,20.07,206.123,73.377,29.99,298.768,73.215,40,369.354,73.404,49.97,411.126,72.941,60,411.225
72.539,10.02,102.004,73.389,20.07,207.989,73.78,30.02,296.628,73.598,40.02,368.51,73.807,49.99,410.707,73.301,60,408.328
72.904,9.98,104.226,73.769,20,205.106,74.185,29.99,291.357,73.957,40.01,368.724,74.172,50.03,409.766,73.704,59.97,412.933
73.263,9.98,100.322,74.129,19.94,206.975,74.549,29.99,293.183,74.358,39.95,369.14,74.53,50.07,414.059,74.107,60,407.622
73.651,9.98,100.379,74.533,19.95,206.324,74.909,30.01,296.249,74.762,39.96,364.332,74.908,50.05,411.023,74.473,60.02,410.407
74.013,10.04,104.786,74.919,19.99,205.269,75.311,29.98,296.504,75.128,40.02,368.26,75.272,49.9,414.271,74.832,60.06,407.259
74.364,10.05,109.249,75.301,20.02,203.118,75.716,30.01,299.835,75.486,40.01,368.177,75.632,49.99,413.749,75.237,60,410.158
74.751,10.04,96.96,75.66,20.06,208.879,76.08,29.98,297.255,75.889,40.02,368.807,75.992,49.96,411.449,75.64,60.03,413.422
75.117,10.02,99.743,76.047,20.03,205.837,76.441,29.97,300.21,76.295,40.02,364.467,76.36,49.97,410.193,76.027,60.03,408.605
75.52,10.01,101.462,76.412,20.05,209.739,76.816,30,295.948,76.66,40.03,369.948,76.745,49.99,409.151,76.405,60.07,405.35
75.887,9.98,102.08,76.819,19.98,208.848,77.183,30.02,294.444,77.02,40.01,369.104,77.11,50.07,409.365,76.767,59.98,408.486
76.246,9.98,102.061,77.22,20,203.807,77.542,30.03,291.616,77.422,39.94,366.653,77.475,50.08,410.304,77.172,60.01,408.735
76.622,9.94,99.743,77.586,20,210.518,77.918,30.03,293.747,77.811,39.97,365.013,77.835,50,412.08,77.536,60.11,408.374
76.987,9.98,96.941,77.944,19.98,207.338,78.321,30.01,291.616,78.175,40.02,371.423,78.213,49.96,409.57,77.897,60.15,406.451
77.346,9.97,107.028,78.331,19.96,206.205,78.685,29.99,293.624,78.542,40.02,366.024,78.614,49.95,410.619,78.3,60.11,402.841
77.723,10.02,99.109,78.695,19.98,204.578,79.045,29.97,292.286,78.899,40.01,366.405,78.99,49.98,411.77,78.702,60.22,407.658
78.089,10.05,99.22,79.1,20.02,205.309,79.45,29.96,299.52,79.275,39.99,365.312,79.395,49.98,413.861,79.068,60.37,407.061
78.448,10.02,101.519,79.465,19.94,208.724,79.852,30,299.02,79.679,40.01,369.234,79.76,50,407.488,79.427,60.38,401.409
78.824,9.99,102.564,79.824,20,207.18,80.217,30.02,296.759,80.045,40.02,368.557,80.118,49.97,408.119,79.822,60.66,396.459
79.228,9.99,98.623,80.2,20.01,209.211,80.576,30.03,297.076,80.404,40.02,368.854,80.495,49.96,411.776,80.18,60.67,393.983
79.593,9.99,96.941,80.588,20.06,206.082,80.98,29.97,297.193,80.81,39.96,365.065,80.861,49.97,410.002,80.584,62.06,391.025
79.952,9.98,95.821,80.971,20.02,207.626,81.384,30,295.12,81.21,39.97,368.094,81.223,50.07,410.631,80.989,63.23,381.125
80.34,10,96.923,81.328,19.96,204.619,81.748,29.99,291.236,81.576,39.98,369.021,81.597,49.94,411.776,81.353,64.91,373.092
80.704,10.01,103.646,81.716,20,206.242,82.108,29.99,297.007,81.935,39.99,365.065,81.963,49.93,407.182,81.711,66.66,353.223
81.109,10.03,96.327,82.08,19.99,208.879,82.514,30.01,297.076,82.341,39.99,367.381,82.322,49.99,409.276,82.088,68.21,330.955
81.474,10.01,97.502,82.484,20.02,206.324,82.917,29.99,300.902,82.743,39.99,369.568,82.696,50.1,409.488,82.476,70.28,275.395
81.833,9.97,107.608,82.85,19.99,207.462,83.28,29.99,292.681,83.108,40.01,369.826,83.085,50.11,407.403,82.85,83.34,91.133
82.208,9.95,103.105,83.209,20,204.66,83.641,30.01,299.08,83.468,40.04,368.521,83.466,50.05,404.687,83.216,102.82,58.11
82.598,9.94,100.285,83.602,20.05,207.824,84.042,30,299.52,83.842,40.02,369.067,83.825,50.03,411.259,83.62,74.11,17.389
82.979,10.01,96.887,83.961,20.06,207.989,84.446,30.01,296.813,84.207,40,368.308,84.228,50,407.608,83.986,6.72,0.876
83.338,10.04,99.836,84.364,20,205.066,84.833,30,292.179,84.568,39.99,365.065,84.615,49.91,409.899,84.345,5.72,0.511
83.724,10.02,99.276,84.767,19.94,203.198,85.198,30,291.54,84.972,40,367.298,85.007,49.9,411.156,84.747,5.25,0
84.09,10,102.004,85.133,19.92,209.698,85.573,30,291.434,85.373,40,367.215,85.394,49.96,408.866,85.152,5.22,0
84.492,9.98,100.939,85.492,19.98,210.351,85.979,29.98,293.428,85.74,40,364.22,85.76,50.02,403.245,85.516,5.2,0
84.857,9.94,102.526,85.868,20.06,207.42,86.343,30.02,290.993,86.1,40.01,364.9,86.163,50.04,409.807,85.875,5.19,0
85.218,9.97,97.465,86.234,20.05,206.365,86.705,30.01,299.711,86.475,39.99,367.132,86.528,50.02,410.223,86.237,4.63,0
85.594,9.98,103.125,86.595,20,202.143,87.105,29.99,298.074,86.879,40,367.381,86.888,50,406.994,86.6,4.61,0
85.96,10.02,105.386,86.981,19.93,204.173,87.494,29.96,296.952,87.243,39.99,365.363,87.29,50.02,410.433,87.005,4.59,0
86.32,10.03,104.168,87.344,19.99,204.822,87.857,29.99,297.324,87.603,39.99,363.973,87.678,50.02,406.789,87.392,4.6,0
86.722,10.02,101.311,87.749,19.96,206.934,88.263,29.99,297.634,87.989,39.99,366.123,88.044,50,409.077,87.768,4.63,0
87.126,10.05,95.874,88.152,19.99,203.807,88.628,30,295.94,88.357,39.98,366.206,88.446,49.98,405.022,88.134,4.66,0
87.491,10.04,100.304,88.517,20.04,207.098,88.987,30.02,297.391,88.758,39.99,363.809,88.812,49.99,402.951,,,
87.849,10.01,98.044,88.877,20.05,204.944,89.39,30.02,296.821,89.124,40,367.595,89.172,49.99,409.395,,,
88.226,10.01,99.183,89.28,19.96,204.537,89.779,30,296.064,89.484,40.02,366.551,89.574,49.99,404.198,,,
88.592,9.96,96.96,89.667,20.03,206.488,90.169,30,298.958,89.859,40.04,366.966,89.978,50,407.628,,,
88.95,9.98,108.128,90.06,20.03,208.848,90.574,29.99,291.936,90.248,40.01,366.503,90.343,50.02,405.446,,,
89.311,10,108.169,90.447,19.98,207.626,90.975,29.99,292.254,90.629,39.99,366.669,90.703,50.02,408.567,,,
89.678,10.01,94.735,90.812,20.04,203.198,91.34,29.99,299.147,90.987,39.99,365.875,91.107,49.99,409.189,,,
90.079,9.99,107.028,91.215,19.95,204.741,91.701,29.99,298.833,91.374,39.99,364.57,91.507,49.98,405.555,,,
90.445,9.97,94.789,91.604,19.92,209.004,92.103,29.99,299.27,91.741,39.99,364.702,91.874,50,409.814,,,
90.811,9.97,103.125,91.979,20.02,210.947,92.508,30,299.208,92.145,39.98,367.345,92.235,50.02,403.478,,,
91.207,9.98,105.927,92.343,20.05,203.564,92.875,30.01,298.83,92.508,40,365.958,92.638,49.99,406.699,,,
91.611,10.02,100.266,92.733,20.06,208.155,93.232,30.01,291.13,92.868,39.99,366.634,93.042,50.02,408.673,,,
91.977,10,96.435,93.096,19.95,207.585,93.636,30.01,291.251,93.272,39.99,366.634,93.406,50.01,405.351,,,
92.336,10,95.857,93.501,19.97,209.253,94.039,29.98,297.448,93.675,40.03,365.412,93.766,49.98,406.386,,,
92.712,9.98,103.144,93.865,19.97,205.513,94.404,30,291.631,94.041,40.02,365.923,94.171,49.97,406.494,,,
93.1,9.95,101.481,94.225,20.04,205.554,94.765,30.01,294.76,94.402,40,366.468,94.555,50.02,403.282,,,
93.465,10,99.743,94.612,20.05,207.139,95.167,30.01,296.766,94.803,39.99,361.384,94.921,50,405.357,,,
93.842,10.01,99.201,94.978,20.04,207.783,95.57,29.99,294.187,95.208,39.98,365.495,95.324,50.02,405.669,,,
94.244,10.03,101.405,95.38,20.04,203.686,95.938,29.97,299.21,95.573,39.98,368.4,95.691,49.99,401.623,,,
94.609,10.09,97.502,95.746,20.02,208.237,96.296,29.98,297.138,95.932,39.99,361.384,96.049,49.98,404.629,,,
94.969,10.06,106.507,96.106,19.9,207.344,96.698,30.03,295.639,96.309,40.05,367.392,96.454,49.96,408.158,,,
95.372,10.03,107.128,96.481,19.92,208.031,97.104,30.02,299.145,96.675,40.01,367.013,96.856,49.99,405.05,,,
95.759,9.99,95.278,96.847,19.99,205.554,97.489,29.99,295.068,97.033,40,363.15,97.222,50,408.055,,,
96.125,9.91,102.08,97.206,20.01,209.781,97.871,29.99,297.893,97.41,39.99,366.385,97.582,50.02,403.704,,,
96.527,9.93,102.08,97.582,20.05,205.391,98.231,30,297.64,97.774,39.98,364.157,97.985,49.99,407.849,,,
96.895,10.01,99.238,97.971,19.95,205.878,98.632,29.99,294.822,98.134,39.97,366.847,98.39,50,399.559,,,
97.255,10.03,103.163,98.349,19.97,205.269,99.037,30.02,299.333,98.509,39.98,362.442,98.754,50,400.702,,,
97.656,10.01,102.042,98.709,20.04,204.254,99.401,30.01,287.502,98.913,40.02,363.53,99.114,49.99,408.678,,,
98.044,10.01,100.472,99.098,20.03,207.215,99.76,29.99,296.574,99.279,40.02,362.442,99.516,50.02,407.746,,,
98.435,9.95,101.462,99.466,20.04,206.041,100.164,29.96,292.498,99.639,40.03,366.763,99.919,49.99,404.226,,,
98.822,9.92,103.086,99.866,20,206.57,100.567,29.99,292.694,100.044,40.02,365.212,100.308,49.99,401.226,,,
99.188,9.93,100.92,100.231,19.98,209.294,100.933,29.99,290.353,100.444,39.97,363.827,100.672,50,403.92,,,
99.591,10.03,105.327,100.592,19.98,203.48,101.293,30,294.321,100.809,39.98,364.206,101.049,49.99,403.194,,,
99.956,10.09,103.685,100.969,19.96,208.766,101.696,30.03,294.699,101.172,39.98,366.218,101.452,50.02,404.334,,,
100.316,10.03,102.042,101.335,19.96,205.513,102.099,30.04,299.96,101.573,40.03,366.93,101.817,50.01,405.264,,,
100.719,9.97,100.902,101.693,20.03,207.709,102.464,29.99,295.253,101.977,40.01,366.68,102.175,50,402.163,,,
101.106,9.96,103.182,102.068,20.04,206.082,102.825,29.97,296.945,102.343,39.98,361.6,102.552,50,399.993,,,
101.472,9.93,98.623,102.457,20.02,209.573,103.228,29.99,297.826,102.703,39.97,364.964,102.917,49.99,398.237,,,
101.875,10.06,98.099,102.837,20.06,206.324,103.629,30,298.141,103.105,39.99,365.591,103.277,50,400.406,,,
102.241,10.02,100.285,103.196,19.99,208.641,104.017,29.98,292.071,103.507,40.01,362.442,103.653,49.99,404.751,,,
102.6,10.03,101.519,103.583,19.88,205.35,104.383,30.01,298.771,103.895,40.01,364.206,104.058,50,403.613,,,
102.987,9.98,99.183,103.948,19.92,205.391,104.757,30.01,297.453,104.279,40.02,365.969,104.422,50,402.684,,,
103.352,10,98.117,104.352,20.05,210.754,105.161,30,295.955,104.635,40.01,368.528,104.782,50,404.649,,,
103.756,10.04,99.257,104.74,20.03,206.893,105.527,29.99,298.768,105.039,40.01,365.212,105.184,49.98,400.929,,,
104.121,9.94,104.304,105.115,20.06,207.297,105.886,29.98,295.13,105.405,39.98,363.118,105.587,49.99,405.27,,,
104.48,10,99.201,105.48,20.01,210.587,106.264,30,294.514,105.764,39.97,361.57,105.952,50.01,400.935,,,
104.856,10.06,102.545,105.867,20.05,207.256,106.664,30.01,292.388,106.141,39.99,365.425,106.313,50,401.45,,,
105.245,10.07,100.322,106.233,19.99,206.488,107.042,30.01,295.893,106.544,40.01,364.585,106.714,49.99,401.348,,,
105.626,10.08,98.696,106.635,19.99,208.435,107.446,30.01,295.13,106.911,40.03,364.715,107.119,50.01,403.826,,,
105.985,9.97,99.294,107.001,19.94,205.066,107.811,29.98,292.254,107.269,40.01,364.964,107.484,49.99,404.341,,,
106.387,9.98,96.525,107.362,19.97,209.377,108.17,29.98,291.827,107.672,40.02,366.514,107.844,50,404.344,,,
106.755,9.83,101.985,107.765,19.99,208.559,108.547,30.01,292.95,108.075,39.99,365.803,108.231,50.01,401.145,,,
107.113,9.92,107.068,108.169,20.05,207.18,108.949,30.02,290.613,108.441,39.97,362.277,108.597,50.01,404.756,,,
107.488,10.02,106.467,108.534,20.03,207.256,109.315,30,293.808,108.801,39.98,365.046,108.998,50.02,405.479,,,
107.894,10.08,107.528,108.894,20.04,207.338,109.674,29.99,298.204,109.204,40.01,366.265,109.404,50,400.839,,,
108.258,10.07,101.443,109.28,20.01,204.659,110.078,30,291.115,109.605,40.02,364.964,109.768,49.99,397.43,,,
108.617,10.01,98.696,109.645,19.97,204.537,110.484,30.01,291.069,109.972,40.02,365.471,110.128,50,400.839,,,
109.021,9.97,98.623,110.049,19.98,207.18,110.846,30.02,295.138,110.331,40,359.561,110.531,50.01,400.015,,,
109.425,9.98,100.416,110.454,19.9,206.733,111.205,30,296.079,110.737,39.98,366.892,110.936,50,397.338,,,
109.788,10.01,99.201,110.816,19.93,208.879,111.61,29.97,289.065,111.139,39.97,364.502,111.321,49.99,401.872,,,
110.148,10.01,98.062,111.178,20.06,206.934,112.013,30,299.02,111.506,40.01,362.113,111.689,49.98,400.738,,,
110.553,10,104.826,111.581,20.03,210.587,112.377,30.02,299.898,111.866,40,364.715,112.062,49.99,397.65,,,
110.956,10.01,98.696,111.984,20.04,207.544,112.737,30.01,296.759,112.268,40.02,361.436,112.466,49.97,400.534,,,
111.322,10,105.986,112.348,20.04,209.211,113.142,29.99,299.71,112.669,40.02,363.167,112.832,50.01,399.715,,,
111.681,9.98,94.771,112.707,19.98,210.309,113.519,29.99,296.134,113.034,40.02,363.167,113.191,50.04,402.287,,,
112.084,10.02,95.874,113.113,19.99,206.041,113.895,29.97,295.701,113.395,39.97,363.875,113.594,50.05,401.052,,,
112.49,10.01,105.366,113.514,20.03,210.88,114.297,29.99,297.83,113.773,39.97,363.958,113.998,50.02,401.052,,,
112.853,10,99.799,113.881,19.98,205.676,114.673,30,297.457,114.138,39.95,365.259,114.364,50,403.935,,,
113.212,9.96,99.183,114.24,20.03,204.537,115.076,30.01,296.332,114.497,39.98,364.006,114.723,50,403.523,,,
113.589,9.92,103.627,114.642,20.03,205.309,115.442,30.01,296.332,114.898,40.04,363.71,115.099,50,404.655,,,
113.978,10.02,103.086,115.049,19.98,207.907,115.8,30.01,296.832,115.304,40.06,365.72,115.486,50,403.215,,,
114.342,10.06,97.014,115.435,19.91,206.242,116.175,30.01,296.456,115.668,40.02,363.414,115.853,50,403.318,,,
114.717,10.02,95.278,115.81,19.97,206.365,116.58,30,296.141,116.028,39.98,362.953,116.227,50.01,403.832,,,
115.12,10.03,107.148,116.175,20.04,207.256,116.944,29.98,294.505,116.403,39.96,364.467,116.631,49.98,402.803,,,
115.487,10.04,98.135,116.562,20.01,206.852,117.304,29.96,294.391,116.771,39.98,359.695,117.033,50,403.832,,,
115.846,10.02,100.92,116.928,20.04,206.283,117.709,29.98,298.521,117.129,40,364.844,117.399,50.01,399.822,,,
116.22,9.89,97.032,117.331,19.99,207.42,118.111,30,291.054,117.505,40.02,365.01,117.759,50.02,396.43,,,
116.57,9.89,99.818,117.697,19.98,205.431,118.478,30.03,294.003,117.908,40.01,360.104,118.162,50.01,400.953,,,
116.973,10.05,99.818,118.057,20.04,206.406,118.835,30.02,298.334,118.274,40.01,365.766,118.566,49.96,400.131,,,
117.339,10.08,104.226,118.459,19.96,206,119.239,30.01,296.196,118.634,39.98,362.08,118.93,49.96,400.131,,,
117.698,10.08,99.183,118.846,19.95,203.847,119.646,30,296.766,119.037,39.96,363.545,119.291,49.97,401.88,,,
118.086,10.02,98.135,119.227,20.04,203.48,120.008,30.01,298.459,119.441,40,366.687,119.694,49.99,403.01,,,
118.45,9.92,105.907,119.586,19.99,207.667,120.366,29.98,296.072,119.805,39.99,363.297,120.097,50.01,397.771,,,
118.854,9.91,104.285,119.991,20.05,207.626,120.771,30.01,297.771,120.166,39.95,368.153,120.463,50,396.645,,,
119.256,9.95,96.887,120.395,20.03,209.253,121.158,30,296.134,120.568,40.12,364.761,120.821,49.98,402.804,,,
119.623,10.08,98.044,120.758,20.03,209.004,121.522,30,297.205,120.971,40.05,366.604,121.196,50,401.06,,,
119.982,10.07,103.608,121.119,20,209.045,121.888,30.01,296.332,121.335,39.95,358.774,121.585,50.07,398.905,,,
120.37,10.04,99.146,121.505,20.01,206.651,122.254,30.01,289.505,121.694,39.95,365.388,121.967,50.06,398.495,,,
120.734,9.99,96.471,121.871,19.94,203.198,122.624,29.99,295.015,122.1,39.98,365.599,122.329,50,398.186,,,
121.139,9.95,98.678,122.28,19.96,206.365,122.989,29.99,297.014,122.492,40.03,365.433,122.731,49.96,400.854,,,
121.502,9.97,103.743,122.664,19.96,208.237,123.348,30,296.394,122.852,39.93,364.052,123.133,49.95,398.495,,,
121.862,9.93,105.967,123.043,19.89,204.618,123.708,29.97,293.206,123.216,39.93,360.831,123.497,49.98,396.955,,,
122.252,10.01,98.08,123.402,20.08,205.715,124.074,29.97,297.081,123.577,39.96,365.644,123.857,50,401.573,,,
122.642,10.06,104.246,123.805,20.11,206.77,124.479,30.01,296.084,123.952,40.16,360.666,124.259,49.98,400.445,,,
123.017,10.06,105.947,124.193,20.09,207.379,124.844,30.04,296.202,124.356,40.05,363.887,124.664,50,398.705,,,
123.403,10.04,102.622,124.584,20,205.107,125.203,29.99,296.141,124.72,39.93,362.047,125.029,50.07,401.163,,,
123.771,10.03,100.977,124.971,19.88,210.101,125.606,29.98,297.019,125.08,39.95,365.35,125.388,50.08,397.78,,,
124.173,9.94,96.507,125.338,19.88,204.173,126.01,30,295.831,125.466,40.08,361.751,125.791,50.04,398.908,,,
124.538,9.88,103.724,125.742,19.94,208.269,126.373,29.99,294.329,125.835,40.08,365.139,126.194,49.97,399.114,,,
124.898,10,106.567,126.105,20.06,204.132,126.733,29.98,298.271,126.235,39.9,361.751,126.558,49.97,400.446,,,
125.284,10.07,104.865,126.466,20.1,208.879,127.109,29.99,298.332,126.601,39.93,364.973,126.919,49.93,398.908,,,
125.651,10.01,102.042,126.869,20.05,205.633,127.475,30.01,298.772,126.96,40.05,364.513,127.322,49.95,393.586,,,
126.054,10.02,104.845,127.256,20.03,209.377,127.834,30.04,296.522,127.335,40.11,360.042,127.727,49.99,396.453,,,
126.42,10.05,105.445,127.623,19.99,206.324,128.212,30.04,296.017,127.702,40.02,366.06,128.091,50.06,397.069,,,
126.779,9.91,93.158,128.01,19.98,203.158,128.613,29.98,296.77,128.061,39.95,358.99,128.45,50.11,396.25,,,
127.156,9.89,95.892,128.39,19.91,205.594,128.979,29.97,298.772,128.437,39.93,364.052,128.853,50.1,396.967,,,
127.52,9.93,103.724,128.749,19.91,206.934,129.34,29.97,295.007,128.805,39.92,359.286,129.256,50.11,400.241,,,
127.879,10.09,107.028,129.153,20.06,209.17,129.743,29.99,293.206,129.163,40.08,363.427,129.621,49.93,394.607,,,
128.238,10.1,108.668,129.54,20.05,204.66,130.147,30.05,290.082,129.539,40.06,359.368,129.981,49.86,393.996,,,
128.595,10.09,99.818,129.905,20.11,206.852,130.511,30.04,296.58,129.905,40.03,362.259,130.357,49.9,396.043,,,
128.956,10.01,104.323,130.281,19.97,205.715,130.87,29.97,294.768,130.265,40.02,361.587,130.723,49.9,398.195,,,
129.36,9.92,102.679,130.685,19.96,208.393,131.273,29.96,289.307,130.64,39.9,363.214,131.082,50.02,394.209,,,
129.722,9.94,103.782,131.087,19.97,204.173,131.677,29.99,296.89,131.043,40.01,365.056,131.46,50.04,397.379,,,
130.083,10,99.799,131.451,20.01,210.754,132.066,30.01,297.138,131.408,40.05,362.884,131.861,50.09,391.655,,,
130.46,10,97.593,131.812,19.98,207.139,132.44,30,293.635,131.77,39.95,365.56,132.227,50,399.934,,,
130.827,10.07,97.05,132.2,20.03,207.057,132.804,30.03,290.203,132.157,39.96,360.666,132.587,49.95,400.036,,,
131.186,10.02,96.417,132.566,19.96,208.766,133.191,30,293.829,132.52,40.02,364.347,132.974,49.95,395.335,,,
131.562,10,102.641,132.968,19.97,210.309,133.556,30.01,295.578,132.925,40.01,361.044,133.341,49.99,399.525,,,
131.926,9.92,102.564,133.334,20.05,205.96,133.961,29.99,295.323,133.291,40.01,364.264,133.744,50.03,392.064,,,
132.284,9.99,104.246,133.694,20.03,210.059,134.325,29.97,294.329,133.65,40.04,358.908,134.108,50.01,397.584,,,
132.662,10.04,106.527,134.069,20,204.7,134.685,29.97,297.896,134.053,39.99,364.43,134.467,50.02,394.214,,,
133.065,10.01,104.943,134.434,19.97,204.578,135.088,29.99,298.834,134.456,39.98,360.37,134.842,50.04,397.89,,,
133.43,9.96,103.163,134.794,19.96,205.755,135.493,30.01,296.022,134.821,39.97,362.719,135.231,50.03,391.662,,,
133.79,9.93,101.985,135.17,19.99,206.242,135.859,30.01,293.012,135.18,39.98,360.124,135.612,50.05,392.58,,,
134.195,10.03,103.666,135.535,20.03,209.532,136.218,30.01,296.456,135.539,40,364.181,135.972,49.99,398.094,,,
134.579,10.08,102.08,135.895,20.04,207.18,136.62,30.05,295.584,135.906,40,358.203,136.374,50,398.911,,,
134.961,10.03,102.622,136.273,19.98,204.985,137.024,30.01,296.512,136.31,40.04,363.555,136.778,49.99,396.155,,,
135.322,9.93,106.647,136.674,20.01,203.4,137.412,30,290.932,136.674,40.04,365.77,137.143,49.97,396.87,,,
135.724,10,106.567,137.04,20.02,205.472,137.794,29.96,297.333,137.033,39.98,364.558,137.502,49.98,391.461,,,
136.128,10.07,100.958,137.399,20.04,211.366,138.152,29.95,293.083,137.437,39.98,359.041,137.906,50,395.85,,,
136.493,9.96,100.435,137.787,19.99,206.529,138.556,29.96,291.936,137.84,39.97,360.666,138.311,50,392.278,,,
136.854,9.93,99.836,138.15,19.97,206.77,138.921,29.97,290.006,138.207,39.97,359.041,138.675,49.98,394.524,,,
137.256,9.94,105.465,138.556,19.96,203.158,139.279,30.02,296.828,138.565,40.04,362.636,139.035,49.96,394.218,,,
137.643,9.95,104.747,138.921,20.02,211.517,139.656,30.07,298.209,138.969,40.01,363.013,139.422,50.01,393.2,,,
138.006,10.05,106.006,139.279,20.03,210.545,140.021,30.03,296.89,139.373,40.08,364.392,139.786,50.02,389.936,,,
138.358,10.09,103.202,139.655,20.01,209.49,140.38,30.06,294.892,139.737,40.04,358.877,140.19,50.05,394.934,,,
138.761,10.09,99.836,140.043,19.99,207.297,140.756,29.96,294.945,140.095,39.98,363.555,140.556,50.04,395.953,,,
139.128,9.96,100.379,140.424,19.96,205.878,141.16,29.97,297.83,140.471,39.95,361.717,140.915,50,397.176,,,
139.485,10.01,104.865,140.783,19.96,206.365,141.527,29.94,298.584,140.861,39.96,358.959,141.291,49.99,396.361,,,
139.862,9.95,104.323,141.171,20.03,207.098,141.885,30.02,293.195,141.242,39.94,363.555,141.656,49.99,390.451,,,
140.227,10.06,99.855,141.535,20.03,207.667,142.29,30.01,297.833,141.601,40.04,361.929,142.017,49.98,395.444,,,
140.587,9.93,105.426,141.939,20.04,205.513,142.692,30.05,296.584,142.004,39.99,361.681,142.393,49.98,393.712,,,
140.991,9.9,96.453,142.305,19.95,206.733,143.058,29.99,296.079,142.369,40.04,361.929,142.795,49.98,390.451,,,
141.392,10.04,103.221,142.665,19.95,207.098,143.417,29.96,295.955,142.729,40.03,357.121,143.162,49.96,394.529,,,
141.76,10.08,101.5,143.042,20.03,204.009,143.821,29.96,294.329,143.143,39.99,363.683,143.52,50.03,390.05,,,
142.118,10.09,98.696,143.43,20.03,206,144.225,29.99,295.645,143.525,39.95,361.717,143.923,50.03,395.546,,,
142.493,10,98.19,143.804,20.03,207.462,144.591,30.02,297.084,143.884,40.01,363.683,144.328,50.05,394.63,,,
142.86,9.96,99.313,144.169,20.02,209.004,144.95,30.01,297.084,144.287,40.01,363.39,144.692,50.04,393.509,,,
143.219,9.9,100.416,144.558,20.02,207.256,145.352,30.04,292.376,144.653,40.01,363.849,145.053,49.99,396.157,,,
143.579,10.01,101.519,144.922,20,205.755,145.741,30.08,296.146,145.011,39.98,363.6,145.457,50,393.206,,,
143.943,10,105.465,145.311,19.97,205.796,146.104,29.99,295.763,145.372,39.99,362.93,145.859,50,392.291,,,
144.294,10.06,107.108,145.692,19.99,206.811,146.47,29.98,296.832,145.737,39.98,360.928,146.224,50.02,389.849,,,
144.697,10.02,98.172,146.052,19.96,211.241,146.829,29.94,295.831,146.14,40,363.141,146.584,50,393.714,,,
145.085,9.92,100.939,146.438,20.01,204.985,147.205,29.96,298.772,146.508,40.04,361.47,146.97,49.96,392.392,,,
145.465,9.91,104.865,146.803,20.01,209.739,147.571,30,298.271,146.866,40.04,363.141,147.335,49.99,388.835,,,
145.826,10.09,102.023,147.206,20.03,207.18,147.931,30.06,295.145,147.269,39.95,358.255,147.74,50,394.326,,,
146.228,10.01,97.538,147.573,19.92,205.513,148.307,30.03,290.886,147.674,39.98,361.764,148.142,49.99,390.668,,,
146.632,9.98,102.099,147.931,19.98,207.667,148.709,29.99,296.079,148.037,40.01,361.175,148.508,49.99,387.922,,,
146.998,9.96,99.874,148.307,20.03,210.059,149.076,29.98,293.257,148.396,40.01,364.225,148.868,49.99,395.343,,,
147.356,10.02,101.5,148.672,20.02,207.379,149.436,29.99,294.583,148.772,40.05,358.173,149.271,49.98,391.175,,,
147.706,10.03,102.042,149.034,20.04,208.393,149.839,29.99,299.397,149.139,40.04,362.893,149.674,50.02,391.786,,,
148.081,9.97,104.865,149.41,20.03,206.201,150.243,29.97,294.268,149.498,39.97,356.499,150.04,50.02,394.022,,,
148.43,10.03,98.733,149.774,20.04,206.041,150.607,29.99,291.069,149.902,39.96,362.306,150.402,50.01,391.991,,,
148.819,9.98,101.481,150.133,19.93,208.879,150.965,30,297.395,150.304,39.97,359.468,150.802,50.01,392.498,,,
149.21,10,100.341,150.509,19.97,208.072,151.37,30.03,298.02,150.67,39.98,364.059,151.206,50.04,393.311,,,
149.614,9.99,99.836,150.874,20.04,206.324,151.773,30.01,295.639,151.03,40.01,360.222,151.571,50.05,389.147,,,
149.979,10.04,98.733,151.233,19.98,205.674,152.161,29.98,294.96,151.406,40.05,363.517,151.931,49.99,391.279,,,
150.339,10.03,99.294,151.61,19.91,208.879,152.536,30.04,297.022,151.809,40.03,362.599,152.307,49.99,394.022,,,
150.715,10,103.298,151.977,20.03,208.879,152.902,30,299.022,152.173,40.02,363.6,152.695,49.99,391.584,,,
151.118,9.97,100.939,152.335,20.02,205.919,153.304,29.99,297.896,152.535,39.95,364.142,153.076,49.99,388.54,,,
151.484,9.96,102.602,152.712,20.04,209.615,153.67,30.04,293.257,152.936,39.95,359.009,153.434,50,389.352,,,
151.844,10.04,100.435,153.114,20.03,207.18,154.029,29.99,295.707,153.34,40.02,362.14,153.839,50.01,391.382,,,
152.246,10,101.576,153.48,19.98,204.009,154.432,29.92,294.259,153.705,40.01,361.434,154.204,49.99,392.093,,,
152.648,9.99,104.382,153.841,19.99,205.594,154.821,29.93,297.896,154.064,40.01,361.764,154.564,50.01,393.615,,,
153.015,10,98.733,154.227,20.02,205.554,155.186,30.04,299.022,154.47,39.96,356.714,154.938,50,388.846,,,
153.373,9.97,100.977,154.592,19.91,204.497,155.588,30.05,290.386,154.871,39.96,361.599,155.342,50.01,392.702,,,
153.75,9.97,100.379,154.996,19.98,206.611,155.954,30.03,289.521,155.237,40.02,360.516,155.709,49.99,391.891,,,
