Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
1770.754,0.0704,4.115,49.38,13.054,26.436,36.326
1810.104,0.06912,4.046,48.552,13.102,26.986,35.45
1849.454,0.06784,3.977,47.724,13.139,27.531,34.585
1888.804,0.06656,3.908,46.896,13.165,28.073,33.731
1928.154,0.06528,3.839,46.068,13.181,28.612,32.887
1967.505,0.064,3.77,45.24,13.186,29.147,32.054
2006.855,0.06272,3.701,44.412,13.181,29.679,31.231
2046.205,0.06144,3.632,43.584,13.165,30.206,30.419
2085.555,0.06016,3.563,42.756,13.139,30.73,29.617
2124.905,0.05888,3.494,41.928,13.102,31.249,28.826
2164.255,0.0576,3.425,41.1,13.054,31.762,28.046
2203.605,0.05632,3.356,40.272,12.996,32.271,27.276
2242.955,0.05504,3.287,39.444,12.928,32.776,26.516
2282.305,0.05376,3.218,38.616,12.849,33.274,25.767
2321.655,0.05248,3.149,37.788,12.759,33.765,25.029
2361.005,0.0512,3.08,36.96,12.659,34.251,24.301
2400.355,0.04992,3.011,36.132,12.548,34.728,23.584
2439.706,0.04864,2.942,35.304,12.427,35.2,22.877
2479.056,0.04736,2.873,34.476,12.295,35.662,22.181
2518.406,0.04608,2.804,33.648,12.153,36.118,21.495
2557.756,0.0448,2.735,32.82,12,36.563,20.82
2597.106,0.04352,2.666,31.992,11.836,36.997,20.156
2636.456,0.04224,2.597,31.164,11.662,37.421,19.502
2675.806,0.04096,2.528,30.336,11.477,37.833,18.859
2715.156,0.03968,2.459,29.508,11.282,38.234,18.226
2754.506,0.0384,2.39,28.68,11.077,38.623,17.603
2793.856,0.03712,2.321,27.852,10.86,38.992,16.992
2833.206,0.03584,2.252,27.024,10.633,39.347,16.391
2872.557,0.03456,2.183,26.196,10.396,39.685,15.8
2911.907,0.03328,2.114,25.368,10.148,40.003,15.22
2951.257,0.032,2.046,24.552,9.89,40.282,14.662
2990.607,0.03072,1.977,23.724,9.621,40.554,14.103
3029.957,0.02944,1.908,22.896,9.341,40.798,13.555
3069.307,0.02816,1.839,22.068,9.051,41.014,13.017
3108.657,0.02688,1.77,21.24,8.75,41.196,12.49
3148.007,0.0256,1.701,20.412,8.439,41.343,11.973
3187.357,0.02432,1.632,19.584,8.118,41.452,11.466
3226.707,0.02304,1.563,18.756,7.785,41.507,10.971
3266.057,0.02176,1.494,17.928,7.442,41.51,10.486
3305.408,0.02048,1.425,17.1,7.089,41.456,10.011
3344.758,0.0192,1.356,16.272,6.725,41.329,9.547
3384.108,0.01792,1.287,15.444,6.351,41.123,9.093
3423.458,0.01664,1.218,14.616,5.966,40.818,8.65
3462.808,0.01536,1.149,13.788,5.57,40.397,8.218
3502.158,0.01408,1.08,12.96,5.164,39.846,7.796
3541.508,0.0128,1.011,12.132,4.747,39.128,7.385
3580.858,0.01152,0.942,11.304,4.32,38.217,6.984
3620.208,0.01024,0.873,10.476,3.882,37.056,6.594
3659.558,0.00896,0.804,9.648,3.434,35.593,6.214
3698.908,0.00768,0.735,8.82,2.975,33.73,5.845
3738.259,0.0064,0.666,7.992,2.505,31.344,5.487
3777.609,0.00512,0.597,7.164,2.025,28.266,5.139
3816.959,0.00384,0.528,6.336,1.535,24.227,4.801
3856.309,0.00256,0.459,5.508,1.034,18.773,4.474
3895.659,0.00128,0.39,4.68,0.522,11.154,4.158
3935.009,0,0.321,3.852,0,0,3.852
