Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.128,7.219,86.628,0,0,86.628
39.35,0.12672,7.15,85.8,0.522,0.608,85.278
78.7,0.12544,7.081,84.972,1.034,1.217,83.938
118.05,0.12416,7.012,84.144,1.535,1.824,82.609
157.4,0.12288,6.943,83.316,2.025,2.431,81.291
196.75,0.1216,6.874,82.488,2.505,3.037,79.983
236.101,0.12032,6.805,81.66,2.975,3.643,78.685
275.451,0.11904,6.736,80.832,3.434,4.248,77.398
314.801,0.11776,6.667,80.004,3.882,4.852,76.122
354.151,0.11648,6.598,79.176,4.32,5.456,74.856
393.501,0.1152,6.529,78.348,4.747,6.059,73.601
432.851,0.11392,6.46,77.52,5.164,6.662,72.356
472.201,0.11264,6.391,76.692,5.57,7.263,71.122
511.551,0.11136,6.322,75.864,5.965,7.863,69.899
550.901,0.11008,6.253,75.036,6.351,8.464,68.685
590.251,0.1088,6.184,74.208,6.725,9.062,67.483
629.601,0.10752,6.115,73.38,7.089,9.661,66.291
668.952,0.10624,6.046,72.552,7.442,10.257,65.11
708.302,0.10496,5.977,71.724,7.785,10.854,63.939
747.652,0.10368,5.908,70.896,8.118,11.451,62.778
787.002,0.1024,5.839,70.068,8.439,12.044,61.629
826.352,0.10112,5.77,69.24,8.75,12.637,60.49
865.702,0.09984,5.701,68.412,9.051,13.23,59.361
905.052,0.09856,5.632,67.584,9.341,13.821,58.243
944.402,0.09728,5.563,66.756,9.621,14.412,57.135
983.752,0.096,5.495,65.94,9.89,14.998,56.05
1023.102,0.09472,5.426,65.112,10.148,15.585,54.964
1062.452,0.09344,5.357,64.284,10.396,16.172,53.888
1101.803,0.09216,5.288,63.456,10.633,16.756,52.823
1141.153,0.09088,5.219,62.628,10.86,17.34,51.768
1180.503,0.0896,5.15,61.8,11.077,17.924,50.723
1219.853,0.08832,5.081,60.972,11.282,18.504,49.69
1259.203,0.08704,5.012,60.144,11.477,19.083,48.667
1298.553,0.08576,4.943,59.316,11.662,19.661,47.654
1337.903,0.08448,4.874,58.488,11.836,20.237,46.652
1377.253,0.0832,4.805,57.66,12,20.812,45.66
1416.603,0.08192,4.736,56.832,12.153,21.384,44.679
1455.953,0.08064,4.667,56.004,12.295,21.954,43.709
1495.303,0.07936,4.598,55.176,12.427,22.522,42.749
1534.654,0.07808,4.529,54.348,12.548,23.088,41.8
1574.004,0.0768,4.46,53.52,12.659,23.653,40.861
1613.354,0.07552,4.391,52.692,12.759,24.214,39.933
1652.704,0.07424,4.322,51.864,12.849,24.774,39.015
1692.054,0.07296,4.253,51.036,12.928,25.331,38.108
1731.404,0.07168,4.184,50.208,12.996,25.884,37.212
