Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.816,37.852,454.224,0,0,454.224
15.739,0.80784,37.494,449.928,1.331,0.296,448.597
31.479,0.79968,37.136,445.632,2.636,0.592,442.996
47.218,0.79152,36.779,441.348,3.914,0.887,437.434
62.958,0.78336,36.421,437.052,5.165,1.182,431.887
78.697,0.7752,36.063,432.756,6.389,1.476,426.367
94.437,0.76704,35.705,428.46,7.586,1.771,420.874
110.176,0.75888,35.348,424.176,8.756,2.064,415.42
125.916,0.75072,34.99,419.88,9.899,2.358,409.981
141.655,0.74256,34.632,415.584,11.015,2.65,404.569
157.395,0.7344,34.274,411.288,12.105,2.943,399.183
173.134,0.72624,33.917,407.004,13.167,3.235,393.837
188.874,0.71808,33.559,402.708,14.203,3.527,388.505
204.613,0.70992,33.201,398.412,15.211,3.818,383.201
220.352,0.70176,32.843,394.116,16.193,4.109,377.923
236.092,0.6936,32.485,389.82,17.148,4.399,372.672
251.831,0.68544,32.128,385.536,18.076,4.689,367.46
267.571,0.67728,31.77,381.24,18.977,4.978,362.263
283.31,0.66912,31.412,376.944,19.852,5.267,357.092
299.05,0.66096,31.054,372.648,20.699,5.555,351.949
314.789,0.6528,30.697,368.364,21.519,5.842,346.845
330.529,0.64464,30.339,364.068,22.313,6.129,341.755
346.268,0.63648,29.981,359.772,23.079,6.415,336.693
362.008,0.62832,29.623,355.476,23.819,6.701,331.657
377.747,0.62016,29.266,351.192,24.532,6.985,326.66
393.487,0.612,28.908,346.896,25.218,7.27,321.678
409.226,0.60384,28.55,342.6,25.877,7.553,316.723
424.965,0.59568,28.192,338.304,26.509,7.836,311.795
440.705,0.58752,27.834,334.008,27.114,8.118,306.894
456.444,0.57936,27.477,329.724,27.693,8.399,302.031
472.184,0.5712,27.119,325.428,28.244,8.679,297.184
487.923,0.56304,26.761,321.132,28.769,8.959,292.363
503.663,0.55488,26.403,316.836,29.266,9.237,287.57
519.402,0.54672,26.046,312.552,29.737,9.514,282.815
535.142,0.53856,25.688,308.256,30.181,9.791,278.075
550.881,0.5304,25.33,303.96,30.598,10.066,273.362
566.621,0.52224,24.972,299.664,30.988,10.341,268.676
582.36,0.51408,24.615,295.38,31.351,10.614,264.029
598.099,0.50592,24.257,291.084,31.687,10.886,259.397
613.839,0.49776,23.899,286.788,31.997,11.157,254.791
629.578,0.4896,23.541,282.492,32.279,11.427,250.213
645.318,0.48144,23.183,278.196,32.535,11.695,245.661
661.057,0.47328,22.826,273.912,32.763,11.961,241.149
676.797,0.46512,22.468,269.616,32.965,12.227,236.651
692.536,0.45696,22.11,265.32,33.14,12.491,232.18
708.276,0.4488,21.752,261.024,33.288,12.753,227.736
724.015,0.44064,21.395,256.74,33.409,13.013,223.331
739.755,0.43248,21.037,252.444,33.503,13.271,218.941
755.494,0.42432,20.679,248.148,33.57,13.528,214.578
771.234,0.41616,20.321,243.852,33.611,13.783,210.241
786.973,0.408,19.964,239.568,33.624,14.035,205.944
802.712,0.39984,19.606,235.272,33.61,14.286,201.662
818.452,0.39168,19.248,230.976,33.57,14.534,197.406
834.191,0.38352,18.89,226.68,33.503,14.78,193.177
849.931,0.37536,18.532,222.384,33.409,15.023,188.975
865.67,0.3672,18.175,218.1,33.288,15.263,184.812
881.41,0.35904,17.817,213.804,33.14,15.5,180.664
897.149,0.35088,17.459,209.508,32.965,15.734,176.543
912.889,0.34272,17.101,205.212,32.763,15.965,172.449
928.628,0.33456,16.744,200.928,32.535,16.192,168.393
944.368,0.3264,16.386,196.632,32.279,16.416,164.353
960.107,0.31824,16.028,192.336,31.997,16.636,160.339
975.847,0.31008,15.67,188.04,31.687,16.851,156.353
991.586,0.30192,15.312,183.744,31.351,17.062,152.393
1007.325,0.29376,14.955,179.46,30.988,17.267,148.472
1023.065,0.2856,14.597,175.164,30.598,17.468,144.566
1038.804,0.27744,14.239,170.868,30.181,17.663,140.687
1054.544,0.26928,13.881,166.572,29.737,17.852,136.835
1070.283,0.26112,13.524,162.288,29.266,18.033,133.022
1086.023,0.25296,13.166,157.992,28.769,18.209,129.223
1101.762,0.2448,12.808,153.696,28.244,18.377,125.452
1117.502,0.23664,12.45,149.4,27.693,18.536,121.707
1133.241,0.22848,12.093,145.116,27.114,18.684,118.002
1148.981,0.22032,11.735,140.82,26.509,18.825,114.311
1164.72,0.21216,11.377,136.524,25.877,18.954,110.647
1180.46,0.204,11.019,132.228,25.218,19.072,107.01
1196.199,0.19584,10.661,127.932,24.532,19.176,103.4
1211.938,0.18768,10.304,123.648,23.819,19.264,99.829
1227.678,0.17952,9.946,119.352,23.079,19.337,96.273
