Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,1.719,80.162,961.944,0,0,961.944
32.206,1.70181,79.38,952.56,5.74,0.603,946.82
64.412,1.68462,78.597,943.164,11.363,1.205,931.801
96.618,1.66743,77.815,933.78,16.871,1.807,916.909
128.823,1.65024,77.033,924.396,22.262,2.408,902.134
161.029,1.63305,76.251,915.012,27.538,3.01,887.474
193.235,1.61586,75.468,905.616,32.698,3.611,872.918
225.441,1.59867,74.686,896.232,37.742,4.211,858.49
257.647,1.58148,73.904,886.848,42.669,4.811,844.179
289.853,1.56429,73.122,877.464,47.481,5.411,829.983
322.059,1.5471,72.339,868.068,52.177,6.011,815.891
354.264,1.52991,71.557,858.684,56.757,6.61,801.927
386.47,1.51272,70.775,849.3,61.221,7.208,788.079
418.676,1.49553,69.993,839.916,65.569,7.807,774.347
450.882,1.47834,69.21,830.52,69.802,8.405,760.718
483.088,1.46115,68.428,821.136,73.918,9.002,747.218
515.294,1.44396,67.646,811.752,77.918,9.599,733.834
547.499,1.42677,66.864,802.368,81.802,10.195,720.566
579.705,1.40958,66.081,792.972,85.571,10.791,707.401
611.911,1.39239,65.299,783.588,89.223,11.386,694.365
644.117,1.3752,64.517,774.204,92.76,11.981,681.444
676.323,1.35801,63.735,764.82,96.18,12.576,668.64
708.529,1.34082,62.952,755.424,99.485,13.169,655.939
740.735,1.32363,62.17,746.04,102.673,13.762,643.367
772.94,1.30644,61.388,736.656,105.746,14.355,630.91
805.146,1.28925,60.606,727.272,108.703,14.947,618.569
837.352,1.27206,59.823,717.876,111.544,15.538,606.332
869.558,1.25487,59.041,708.492,114.268,16.128,594.224
901.764,1.23768,58.259,699.108,116.877,16.718,582.231
933.97,1.22049,57.476,689.712,119.37,17.307,570.342
966.176,1.2033,56.694,680.328,121.747,17.895,558.581
998.381,1.18611,55.912,670.944,124.008,18.483,546.936
1030.587,1.16892,55.13,661.56,126.153,19.069,535.407
1062.793,1.15173,54.347,652.164,128.182,19.655,523.982
1094.999,1.13454,53.565,642.78,130.095,20.239,512.685
1127.205,1.11735,52.783,633.396,131.893,20.823,501.503
1159.411,1.10016,52.001,624.012,133.574,21.406,490.438
1191.616,1.08297,51.218,614.616,135.139,21.988,479.477
1223.822,1.06578,50.436,605.232,136.589,22.568,468.643
1256.028,1.04859,49.654,595.848,137.922,23.147,457.926
1288.234,1.0314,48.872,586.464,139.14,23.725,447.324
1320.44,1.01421,48.089,577.068,140.241,24.302,436.827
1352.646,0.99702,47.307,567.684,141.227,24.878,426.457
1384.852,0.97983,46.525,558.3,142.096,25.452,416.204
1417.057,0.96264,45.743,548.916,142.85,26.024,406.066
1449.263,0.94545,44.96,539.52,143.488,26.595,396.032
1481.469,0.92826,44.178,530.136,144.009,27.165,386.127
1513.675,0.91107,43.396,520.752,144.415,27.732,376.337
1545.881,0.89388,42.614,511.368,144.705,28.298,366.663
1578.087,0.87669,41.831,501.972,144.879,28.862,357.093
1610.293,0.8595,41.049,492.588,144.937,29.424,347.651
1642.498,0.84231,40.267,483.204,144.879,29.983,338.325
1674.704,0.82512,39.484,473.808,144.705,30.541,329.103
1706.91,0.80793,38.702,464.424,144.415,31.096,320.009
1739.116,0.79074,37.92,455.04,144.009,31.648,311.031
1771.322,0.77355,37.138,445.656,143.488,32.197,302.168
1803.528,0.75636,36.355,436.26,142.85,32.744,293.41
1835.733,0.73917,35.573,426.876,142.096,33.287,284.78
1867.939,0.72198,34.791,417.492,141.227,33.827,276.265
1900.145,0.70479,34.009,408.108,140.241,34.364,267.867
1932.351,0.6876,33.226,398.712,139.14,34.897,259.572
1964.557,0.67041,32.444,389.328,137.922,35.426,251.406
1996.763,0.65322,31.662,379.944,136.589,35.95,243.355
2028.969,0.63603,30.88,370.56,135.139,36.469,235.421
2061.174,0.61884,30.097,361.164,133.574,36.984,227.59
2093.38,0.60165,29.315,351.78,131.893,37.493,219.887
2125.586,0.58446,28.533,342.396,130.095,37.995,212.301
2157.792,0.56727,27.751,333.012,128.182,38.492,204.83
2189.998,0.55008,26.968,323.616,126.153,38.982,197.463
2222.204,0.53289,26.186,314.232,124.008,39.464,190.224
2254.41,0.5157,25.404,304.848,121.747,39.937,183.101
2286.615,0.49851,24.622,295.464,119.37,40.401,176.094
2318.821,0.48132,23.839,286.068,116.877,40.856,169.191
2351.027,0.46413,23.057,276.684,114.268,41.299,162.416
2383.233,0.44694,22.275,267.3,111.544,41.73,155.756
2415.439,0.42975,21.493,257.916,108.703,42.147,149.213
2447.645,0.41256,20.71,248.52,105.746,42.55,142.774
2479.85,0.39537,19.928,239.136,102.673,42.935,136.463
2512.056,0.37818,19.146,229.752,99.485,43.301,130.267
2544.262,0.36099,18.363,220.356,96.18,43.648,124.176
2576.468,0.3438,17.581,210.972,92.76,43.968,118.212
2608.674,0.32661,16.799,201.588,89.223,44.26,112.365
2640.88,0.30942,16.017,192.204,85.571,44.521,106.633
2673.086,0.29223,15.234,182.808,81.802,44.747,101.006
2705.291,0.27504,14.452,173.424,77.918,44.929,95.506
2737.497,0.25785,13.67,164.04,73.918,45.061,90.122
2769.703,0.24066,12.888,154.656,69.802,45.134,84.854
2801.909,0.22347,12.105,145.26,65.57,45.14,79.69
2834.115,0.20628,11.323,135.876,61.221,45.057,74.655
2866.321,0.18909,10.541,126.492,56.757,44.87,69.735
2898.527,0.1719,9.759,117.108,52.177,44.555,64.931
2930.732,0.15471,8.976,107.712,47.481,44.081,60.231
2962.938,0.13752,8.194,98.328,42.669,43.395,55.659
2995.144,0.12033,7.412,88.944,37.742,42.433,51.202
3027.35,0.10314,6.63,79.56,32.698,41.099,46.862
3059.556,0.08595,5.847,70.164,27.538,39.248,42.626
3091.762,0.06876,5.065,60.78,22.262,36.627,38.518
3123.967,0.05157,4.283,51.396,16.871,32.826,34.525
3156.173,0.03438,3.501,42.012,11.363,27.047,30.649
