Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.119,6.817,81.804,0,0,81.804
37.239,0.11781,6.755,81.06,0.459,0.566,80.601
74.478,0.11662,6.693,80.316,0.91,1.133,79.406
111.717,0.11543,6.631,79.572,1.35,1.697,78.222
148.955,0.11424,6.569,78.828,1.782,2.261,77.046
186.194,0.11305,6.506,78.072,2.204,2.823,75.868
223.433,0.11186,6.444,77.328,2.617,3.384,74.711
260.672,0.11067,6.382,76.584,3.021,3.945,73.563
297.911,0.10948,6.32,75.84,3.415,4.503,72.425
335.15,0.10829,6.258,75.096,3.801,5.062,71.295
372.389,0.1071,6.196,74.352,4.177,5.618,70.175
409.628,0.10591,6.134,73.608,4.543,6.172,69.065
446.866,0.10472,6.072,72.864,4.9,6.725,67.964
484.105,0.10353,6.01,72.12,5.248,7.277,66.872
521.344,0.10234,5.947,71.364,5.587,7.829,65.777
558.583,0.10115,5.885,70.62,5.917,8.379,64.703
595.822,0.09996,5.823,69.876,6.237,8.926,63.639
633.061,0.09877,5.761,69.132,6.548,9.472,62.584
670.3,0.09758,5.699,68.388,6.849,10.015,61.539
707.539,0.09639,5.637,67.644,7.142,10.558,60.502
744.777,0.0952,5.575,66.9,7.425,11.099,59.475
782.016,0.09401,5.513,66.156,7.699,11.638,58.457
819.255,0.09282,5.451,65.412,7.963,12.174,57.449
856.494,0.09163,5.388,64.656,8.218,12.71,56.438
893.733,0.09044,5.326,63.912,8.464,13.243,55.448
930.972,0.08925,5.264,63.168,8.701,13.774,54.467
968.211,0.08806,5.202,62.424,8.928,14.302,53.496
1005.449,0.08687,5.14,61.68,9.147,14.83,52.533
1042.688,0.08568,5.078,60.936,9.355,15.352,51.581
1079.927,0.08449,5.016,60.192,9.555,15.874,50.637
1117.166,0.0833,4.954,59.448,9.745,16.392,49.703
1154.405,0.08211,4.892,58.704,9.926,16.909,48.778
1191.644,0.08092,4.829,57.948,10.098,17.426,47.85
1228.883,0.07973,4.767,57.204,10.26,17.936,46.944
1266.122,0.07854,4.705,56.46,10.413,18.443,46.047
1303.36,0.07735,4.643,55.716,10.557,18.948,45.159
1340.599,0.07616,4.581,54.972,10.692,19.45,44.28
1377.838,0.07497,4.519,54.228,10.817,19.947,43.411
1415.077,0.07378,4.457,53.484,10.933,20.442,42.551
1452.316,0.07259,4.395,52.74,11.04,20.933,41.7
1489.555,0.0714,4.333,51.996,11.137,21.419,40.859
1526.794,0.07021,4.27,51.24,11.226,21.909,40.014
1564.033,0.06902,4.208,50.496,11.304,22.386,39.192
1601.271,0.06783,4.146,49.752,11.374,22.861,38.378
1638.51,0.06664,4.084,49.008,11.434,23.331,37.574
1675.749,0.06545,4.022,48.264,11.485,23.796,36.779
1712.988,0.06426,3.96,47.52,11.527,24.257,35.993
1750.227,0.06307,3.898,46.776,11.56,24.714,35.216
1787.466,0.06188,3.836,46.032,11.583,25.163,34.449
1824.705,0.06069,3.774,45.288,11.597,25.607,33.691
1861.944,0.0595,3.712,44.544,11.601,26.044,32.943
1899.182,0.05831,3.649,43.788,11.597,26.484,32.191
1936.421,0.05712,3.587,43.044,11.583,26.91,31.461
1973.66,0.05593,3.525,42.3,11.56,27.329,30.74
2010.899,0.05474,3.463,41.556,11.527,27.738,30.029
2048.138,0.05355,3.401,40.812,11.485,28.141,29.327
2085.377,0.05236,3.339,40.068,11.434,28.536,28.634
2122.616,0.05117,3.277,39.324,11.374,28.924,27.95
2159.854,0.04998,3.215,38.58,11.304,29.3,27.276
2197.093,0.04879,3.153,37.836,11.226,29.67,26.61
2234.332,0.0476,3.09,37.08,11.137,30.035,25.943
2271.571,0.04641,3.028,36.336,11.04,30.383,25.296
2308.81,0.04522,2.966,35.592,10.933,30.718,24.659
2346.049,0.04403,2.904,34.848,10.817,31.041,24.031
2383.288,0.04284,2.842,34.104,10.692,31.351,23.412
2420.527,0.04165,2.78,33.36,10.557,31.646,22.803
2457.765,0.04046,2.718,32.616,10.413,31.926,22.203
2495.004,0.03927,2.656,31.872,10.26,32.191,21.612
2532.243,0.03808,2.594,31.128,10.098,32.44,21.03
2569.482,0.03689,2.531,30.372,9.926,32.681,20.446
2606.721,0.0357,2.469,29.628,9.745,32.891,19.883
2643.96,0.03451,2.407,28.884,9.555,33.081,19.329
2681.199,0.03332,2.345,28.14,9.355,33.244,18.785
2718.438,0.03213,2.283,27.396,9.147,33.388,18.249
2755.676,0.03094,2.221,26.652,8.928,33.498,17.724
2792.915,0.02975,2.159,25.908,8.701,33.584,17.207
2830.154,0.02856,2.097,25.164,8.464,33.635,16.7
2867.393,0.02737,2.035,24.42,8.218,33.653,16.202
2904.632,0.02618,1.972,23.664,7.963,33.65,15.701
2941.871,0.02499,1.91,22.92,7.699,33.591,15.221
2979.11,0.0238,1.848,22.176,7.425,33.482,14.751
3016.348,0.02261,1.786,21.432,7.142,33.324,14.29
3053.587,0.02142,1.724,20.688,6.849,33.106,13.839
3090.826,0.02023,1.662,19.944,6.548,32.832,13.396
3128.065,0.01904,1.6,19.2,6.237,32.484,12.963
3165.304,0.01785,1.538,18.456,5.917,32.06,12.539
3202.543,0.01666,1.476,17.712,5.587,31.544,12.125
3239.782,0.01547,1.413,16.956,5.248,30.951,11.708
3277.021,0.01428,1.351,16.212,4.9,30.225,11.312
3314.259,0.01309,1.289,15.468,4.543,29.37,10.925
3351.498,0.0119,1.227,14.724,4.177,28.369,10.547
3388.737,0.01071,1.165,13.98,3.801,27.189,10.179
