Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,1.116,61.407,736.884,0,0,736.884
38.727,1.10484,60.807,729.684,4.481,0.614,725.203
77.454,1.09368,60.207,722.484,8.871,1.228,713.613
116.182,1.08252,59.607,715.284,13.171,1.841,702.113
154.909,1.07136,59.007,708.084,17.38,2.455,690.704
193.636,1.0602,58.407,700.884,21.498,3.067,679.386
232.363,1.04904,57.807,693.684,25.526,3.68,668.158
271.091,1.03788,57.207,686.484,29.464,4.292,657.02
309.818,1.02672,56.606,679.272,33.311,4.904,645.961
348.545,1.01556,56.006,672.072,37.067,5.515,635.005
387.272,1.0044,55.406,664.872,40.733,6.126,624.139
426,0.99324,54.806,657.672,44.309,6.737,613.363
464.727,0.98208,54.206,650.472,47.794,7.348,602.678
503.454,0.97092,53.606,643.272,51.188,7.957,592.084
542.181,0.95976,53.006,636.072,54.492,8.567,581.58
580.908,0.9486,52.406,628.872,57.706,9.176,571.166
619.636,0.93744,51.806,621.672,60.829,9.785,560.843
658.363,0.92628,51.206,614.472,63.861,10.393,550.611
697.09,0.91512,50.606,607.272,66.803,11.001,540.469
735.817,0.90396,50.006,600.072,69.654,11.608,530.418
774.545,0.8928,49.406,592.872,72.415,12.214,520.457
813.272,0.88164,48.806,585.672,75.085,12.82,510.587
851.999,0.87048,48.205,578.46,77.665,13.426,500.795
890.726,0.85932,47.605,571.26,80.154,14.031,491.106
929.454,0.84816,47.005,564.06,82.553,14.635,481.507
968.181,0.837,46.405,556.86,84.861,15.239,471.999
1006.908,0.82584,45.805,549.66,87.079,15.842,462.581
1045.635,0.81468,45.205,542.46,89.206,16.445,453.254
1084.362,0.80352,44.605,535.26,91.243,17.046,444.017
1123.09,0.79236,44.005,528.06,93.189,17.647,434.871
1161.817,0.7812,43.405,520.86,95.045,18.248,425.815
1200.544,0.77004,42.805,513.66,96.81,18.847,416.85
1239.271,0.75888,42.205,506.46,98.485,19.446,407.975
1277.999,0.74772,41.605,499.26,100.069,20.043,399.191
1316.726,0.73656,41.005,492.06,101.562,20.64,390.498
1355.453,0.7254,40.405,484.86,102.965,21.236,381.895
1394.18,0.71424,39.804,477.648,104.278,21.832,373.37
1432.908,0.70308,39.204,470.448,105.5,22.425,364.948
1471.635,0.69192,38.604,463.248,106.631,23.018,356.617
1510.362,0.68076,38.004,456.048,107.672,23.61,348.376
1549.089,0.6696,37.404,448.848,108.623,24.2,340.225
1587.816,0.65844,36.804,441.648,109.483,24.79,332.165
1626.544,0.64728,36.204,434.448,110.252,25.377,324.196
1665.271,0.63612,35.604,427.248,110.931,25.964,316.317
1703.998,0.62496,35.004,420.048,111.519,26.549,308.529
1742.725,0.6138,34.404,412.848,112.017,27.133,300.831
1781.453,0.60264,33.804,405.648,112.424,27.715,293.224
1820.18,0.59148,33.204,398.448,112.741,28.295,285.707
1858.907,0.58032,32.604,391.248,112.968,28.874,278.28
1897.634,0.56916,32.004,384.048,113.103,29.45,270.945
1936.362,0.558,31.404,376.848,113.149,30.025,263.699
1975.089,0.54684,30.803,369.636,113.103,30.598,256.533
2013.816,0.53568,30.203,362.436,112.968,31.169,249.468
2052.543,0.52452,29.603,355.236,112.741,31.737,242.495
2091.27,0.51336,29.003,348.036,112.424,32.302,235.612
