2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
54.519,3.26,2,1.001,54.46,7.71,4.001,1.927,54.492,0.93,6.001,0.415,54.517,0.56,8.002,0.4,55.262,0,10.001,0.298,55.169,0,12,0.209
54.868,3.26,2,1.001,54.81,7.7,4.001,1.927,54.842,0.92,6.001,0.416,54.867,0.56,8.002,0.399,55.654,0,10.001,0.296,55.531,0,12,0.21
55.216,3.25,2,1,55.16,7.7,4.001,1.926,55.218,0.92,6.001,0.417,55.217,0.56,8.002,0.399,56.013,0,10.001,0.295,55.91,0,12,0.21
55.593,3.25,2,1.001,55.537,7.73,4.001,1.926,55.567,0.91,6.001,0.418,55.565,0.56,8.002,0.398,56.373,0,10.001,0.295,56.269,0,12,0.21
55.94,3.24,2,1,55.884,7.73,4.001,1.926,55.917,0.91,6.001,0.419,55.941,0.56,8.002,0.398,56.756,0,10.001,0.295,56.63,0,12,0.21
56.291,3.24,2,1,56.233,7.73,4.001,1.925,56.265,0.9,6.001,0.419,56.291,0.56,8.002,0.398,57.128,0,10.001,0.295,57.013,0,12,0.21
56.639,3.23,2,1,56.583,7.72,4.001,1.924,56.615,0.89,6.001,0.42,56.639,0.56,8.002,0.397,57.509,0,10.001,0.295,57.385,0,12,0.21
56.99,3.23,2,1,56.933,7.74,4.001,1.924,56.963,0.89,6.001,0.421,56.989,0.56,8.002,0.397,57.865,0,10.001,0.295,57.765,0,12,0.21
57.365,3.24,2,0.999,57.308,7.7,4.001,1.924,57.339,0.89,6.001,0.422,57.339,0.55,8.002,0.397,58.228,0,10.001,0.295,58.124,0,12,0.21
57.712,3.23,2,0.999,57.657,7.7,4.001,1.923,57.69,0.89,6.001,0.422,57.687,0.55,8.002,0.396,58.608,0,10.001,0.296,58.486,0,12,0.21
58.062,3.24,2,0.999,58.006,7.7,4.001,1.923,58.037,0.88,6.001,0.422,58.064,0.55,8.002,0.396,58.968,0,10.001,0.296,58.865,0,12,0.21
58.411,3.23,2,0.999,58.355,7.7,4.001,1.923,58.387,0.88,6.001,0.423,58.412,0.55,8.002,0.395,59.345,0,10.001,0.296,59.225,0,12,0.21
58.76,3.23,2,0.999,58.705,7.72,4.001,1.923,58.736,0.88,6.001,0.423,58.761,0.55,8.002,0.395,59.709,0,10.001,0.296,59.575,0,12,0.21
59.137,3.23,2,0.999,59.065,7.71,4.001,1.922,59.112,0.87,6.001,0.424,59.112,0.55,8.002,0.393,60.082,0,10.001,0.296,59.923,0,12.001,0.21
59.486,3.23,2,0.998,59.419,7.68,4.001,1.922,59.46,0.86,6.001,0.424,59.461,0.55,8.002,0.393,60.462,0,10.001,0.296,60.284,0,12,0.211
59.834,3.23,2,0.998,59.78,7.68,4.001,1.922,59.81,0.87,6.001,0.424,59.837,0.55,8.002,0.393,60.82,0,10.001,0.297,60.666,0,12,0.211
60.186,3.23,2,0.998,60.129,7.64,4.001,1.921,60.157,0.86,6.001,0.424,60.185,0.55,8.002,0.393,61.183,0,10.001,0.296,61.037,0,12,0.211
60.533,3.22,2,0.998,60.479,7.63,4.001,1.921,60.534,0.85,6.001,0.425,60.534,0.55,8.002,0.392,61.562,0,10.001,0.297,61.417,0,12,0.211
60.883,3.23,2,0.998,60.826,7.61,4.001,1.92,60.883,0.85,6.001,0.425,60.884,0.55,8.002,0.392,61.922,0,10.001,0.297,61.777,0,12,0.211
61.259,3.23,2,0.998,61.203,7.61,4.001,1.92,61.233,0.85,6.001,0.426,61.233,0.55,8.002,0.392,62.287,0,10.001,0.297,62.148,0,12,0.211
61.608,3.23,2,0.998,61.552,7.6,4.001,1.92,61.582,0.85,6.001,0.426,61.581,0.55,8.001,0.391,62.674,0,10.001,0.296,62.52,0,12,0.211
61.965,3.23,2,0.997,61.902,7.58,4.001,1.92,61.931,0.85,6.001,0.427,61.956,0.55,8.002,0.391,63.035,0,10.001,0.297,62.879,0,12,0.211
62.36,3.23,2,0.997,62.256,7.57,4.001,1.919,62.287,0.85,6.001,0.426,62.311,0.54,8.002,0.391,63.398,0,10.001,0.297,63.256,0,12,0.211
62.708,3.23,2,0.997,62.654,7.59,4.001,1.918,62.656,0.84,6.001,0.427,62.711,0.55,8.001,0.39,63.763,0,10.001,0.296,63.631,0,12,0.211
63.057,3.23,2,0.997,63.002,7.58,4.001,1.918,63.003,0.85,6.001,0.428,63.058,0.54,8.001,0.389,64.136,0,10.001,0.295,63.992,0,12,0.211
63.406,3.23,2,0.997,63.35,7.6,4.001,1.918,63.353,0.84,6.001,0.429,63.406,0.54,8.001,0.389,64.509,0,10.001,0.281,64.372,0,12,0.211
63.755,3.23,2,0.996,63.699,7.58,4.001,1.918,63.702,0.84,6.001,0.43,63.756,0.54,8.002,0.388,64.863,0,10.001,0.282,64.732,0,12,0.211
64.13,3.23,2,0.997,64.059,7.6,4.001,1.918,64.051,0.84,6.001,0.43,64.105,0.54,8.001,0.388,65.238,0,10.001,0.282,65.095,0,12,0.211
64.479,3.22,2,0.996,64.416,7.59,4.001,1.917,64.401,0.84,6.001,0.429,64.454,0.54,8.002,0.387,65.603,0,10.001,0.283,65.474,0,12,0.205
64.83,3.22,2,0.996,64.774,7.58,4.001,1.917,64.777,0.84,6.001,0.43,64.829,0.54,8.002,0.387,65.976,0,10.001,0.282,65.832,0,12,0.205
65.179,3.22,2,0.996,65.123,7.56,4.001,1.917,65.126,0.84,6.001,0.43,65.18,0.54,8.002,0.385,66.326,0,10.001,0.282,66.183,0,12,0.206
65.528,3.22,2,0.996,65.472,7.54,4.001,1.916,65.476,0.84,6.001,0.43,65.527,0.54,8.001,0.385,66.718,0,10.001,0.283,66.532,0,12,0.206
65.905,3.22,2,0.995,65.822,7.48,4.001,1.916,65.823,0.83,6.001,0.43,65.878,0.54,8.001,0.385,67.092,0,10.001,0.283,66.909,0,12,0.206
66.254,3.22,2,0.995,66.198,7.51,4.001,1.916,66.174,0.83,6.001,0.43,66.226,0.54,8.002,0.384,67.465,0,10.001,0.283,67.257,0,12,0.206
66.603,3.22,2,0.995,66.547,7.45,4.001,1.915,66.55,0.82,6.001,0.43,66.603,0.54,8.002,0.382,67.819,0,10.001,0.283,67.62,0,12,0.206
66.952,3.22,2,0.995,66.896,7.47,4.001,1.915,66.899,0.82,6.001,0.43,66.951,0.54,8.001,0.382,68.209,0,10.001,0.283,68.01,0,12,0.206
67.301,3.22,2,0.995,67.246,7.48,4.001,1.915,67.248,0.81,6.001,0.43,67.301,0.54,8.002,0.38,68.583,0,10.001,0.284,68.359,0,12,0.206
67.678,3.22,2,0.995,67.595,7.66,4.001,1.914,67.597,0.81,6.001,0.43,67.65,0.54,8.002,0.379,68.932,0,10.001,0.284,68.707,0,12,0.207
68.027,3.22,2,0.995,67.97,7.68,4.001,1.914,67.946,0.81,6.001,0.43,68.026,0.54,8.001,0.378,69.281,0,10.001,0.284,69.057,0,12,0.206
68.376,3.24,2,0.994,68.32,7.69,4.001,1.914,68.322,0.81,6.001,0.429,68.374,0.54,8.001,0.377,69.64,0,10.001,0.284,69.406,0,12,0.206
68.725,3.24,2,0.995,68.668,7.67,4.001,1.913,68.671,0.8,6.001,0.43,68.724,0.53,8.002,0.375,70.005,0,10.001,0.284,69.756,0,12,0.207
69.074,3.24,2,0.994,69.017,7.66,4.001,1.913,69.02,0.8,6.001,0.429,69.072,0.53,8.002,0.374,70.371,0,10.001,0.284,70.116,0,12,0.207
69.423,3.25,2,0.994,69.366,7.74,4.001,1.913,69.37,0.8,6.001,0.43,69.423,0.53,8.001,0.372,70.744,0,10.001,0.285,70.497,0,12,0.207
69.8,3.25,2,0.994,69.742,7.75,4.001,1.913,69.718,0.8,6.001,0.43,69.771,0.53,8.002,0.37,71.123,0,10.001,0.285,70.87,0,12,0.207
70.146,3.25,2,0.994,70.091,7.74,4.001,1.912,70.094,0.79,6.001,0.43,70.148,0.53,8.001,0.368,71.483,0,10.001,0.285,71.232,0,12,0.207
70.498,3.25,2,0.993,70.439,7.72,4.001,1.912,70.442,0.8,6.001,0.43,70.497,0.53,8.002,0.366,71.842,0,10.001,0.284,71.583,0,12.001,0.207
70.846,3.24,2,0.993,70.788,7.68,4.001,1.912,70.793,0.79,6.001,0.431,70.847,0.53,8.002,0.363,72.225,0,10.001,0.284,71.932,0,12,0.207
71.221,3.25,2,0.994,71.165,7.67,4.001,1.911,71.142,0.79,6.001,0.431,71.195,0.52,8.001,0.359,72.597,0,10.001,0.285,72.281,0,12,0.207
71.571,3.24,2,0.993,71.514,7.67,4.001,1.911,71.491,0.79,6.001,0.432,71.545,0.53,8.002,0.355,72.96,0,10.001,0.285,72.63,0,12,0.207
71.919,3.25,2,0.993,71.863,7.67,4.001,1.911,71.867,0.79,6.001,0.432,71.921,0.53,8.001,0.346,73.325,0,10.001,0.285,72.979,0,12,0.208
72.269,3.25,2,0.993,72.211,7.63,4.001,1.91,72.215,0.8,6.001,0.432,72.27,0.53,8.001,0.328,73.698,0,10.001,0.285,73.339,0,12,0.207
72.618,3.24,2,0.993,72.562,7.64,4.001,1.91,72.566,0.79,6.001,0.432,72.618,0.53,8.002,0.311,74.077,0,10.001,0.285,73.722,0,12,0.207
72.994,3.24,2,0.993,72.91,7.63,4.001,1.91,72.914,0.79,6.001,0.431,72.968,0.53,8.002,0.306,74.438,0,10.001,0.285,74.094,0,12,0.207
73.343,3.24,2,0.992,73.287,7.62,4.001,1.91,73.264,0.78,6.001,0.431,73.317,0.52,8.002,0.305,74.797,0,10.001,0.285,74.457,0,12,0.208
73.692,3.24,2,0.992,73.636,7.59,4.001,1.909,73.641,0.78,6.001,0.431,73.692,0.52,8.001,0.303,75.179,0,10.001,0.285,74.807,0,12,0.207
74.04,3.24,2,0.992,73.986,7.59,4.001,1.909,73.989,0.78,6.001,0.432,74.042,0.52,8.002,0.303,75.551,0,10.001,0.285,75.155,0,12,0.208
74.39,3.24,2,0.992,74.335,7.59,4.001,1.909,74.339,0.78,6.001,0.432,74.39,0.52,8.002,0.304,75.93,0,10.001,0.285,75.504,0,12,0.207
74.74,3.24,2,0.992,74.684,7.58,4.001,1.909,74.687,0.77,6.001,0.431,74.739,0.52,8.001,0.303,76.289,0,10.001,0.286,75.854,0,12,0.208
75.099,3.23,2,0.992,75.06,7.57,4.001,1.908,75.036,0.78,6.001,0.432,75.12,0.52,8.002,0.304,76.652,0,10.001,0.285,76.203,0,12,0.207
75.455,3.23,2,0.991,75.41,7.58,4.001,1.908,75.386,0.77,6.001,0.431,75.463,0.52,8.002,0.304,77.031,0,10.001,0.286,76.563,0,12,0.208
75.814,3.23,2,0.992,75.759,7.6,4.001,1.908,75.762,0.77,6.001,0.431,75.813,0.52,8.002,0.304,77.392,0,10.001,0.286,76.918,0,12,0.208
76.164,3.23,2,0.991,76.107,7.59,4.001,1.907,76.112,0.77,6.001,0.431,76.162,0.52,8.001,0.305,77.751,0,10.001,0.286,77.291,0,12,0.208
76.511,3.24,2,0.991,76.457,7.58,4.001,1.907,76.461,0.77,6.001,0.431,76.511,0.52,8.001,0.306,78.133,0,10.001,0.286,77.68,0,12,0.208
76.862,3.24,2,0.991,76.832,7.59,4.001,1.907,76.81,0.77,6.001,0.431,76.861,0.52,8.001,0.306,78.505,0,10.001,0.286,78.03,0,12,0.208
77.238,3.23,2,0.991,77.182,7.55,4.001,1.907,77.158,0.77,6.001,0.432,77.236,0.52,8.002,0.306,78.884,0,10.001,0.286,78.379,0,12,0.208
77.587,3.23,2,0.991,77.53,7.52,4.001,1.907,77.534,0.77,6.001,0.428,77.586,0.52,8.002,0.307,79.243,0,10.001,0.286,78.728,0,12.001,0.208
77.935,3.24,2,0.991,77.88,7.52,4.001,1.906,77.883,0.77,6.001,0.43,77.934,0.52,8.002,0.307,79.606,0,10.001,0.286,79.077,0,12,0.208
78.286,3.24,2,0.991,78.229,7.52,4.001,1.905,78.233,0.77,6.001,0.43,78.283,0.52,8.002,0.308,79.985,0,10.001,0.286,79.436,0,12,0.208
78.633,3.24,2,0.99,78.604,7.52,4.001,1.906,78.583,0.76,6.001,0.431,78.633,0.52,8.002,0.308,80.345,0,10.001,0.286,79.82,0,12,0.208
79.01,3.23,2,0.99,78.954,7.51,4.001,1.905,78.931,0.76,6.001,0.431,79.009,0.52,8.002,0.308,80.704,0,10.001,0.286,80.18,0,12,0.208
79.359,3.23,2,0.99,79.302,7.49,4.001,1.905,79.321,0.76,6.001,0.431,79.358,0.51,8.001,0.309,81.089,0,10.001,0.286,80.555,0,12,0.208
79.708,3.23,2,0.99,79.652,7.48,4.001,1.905,79.711,0.76,6.001,0.432,79.708,0.51,8.001,0.309,81.459,0,10.001,0.286,80.905,0,12,0.208
80.058,3.24,2,0.989,80,7.48,4.001,1.905,80.086,0.76,6.001,0.432,80.056,0.51,8.002,0.308,81.825,0,10.001,0.286,81.254,0,12,0.208
80.406,3.23,2,0.99,80.377,7.47,4.001,1.904,80.434,0.76,6.001,0.433,80.406,0.52,8.001,0.309,82.187,0,10.001,0.288,81.603,0,12,0.208
80.782,3.24,2,0.989,80.726,7.45,4.001,1.904,80.784,0.76,6.001,0.433,80.754,0.51,8.001,0.309,82.561,0,10.001,0.287,81.952,0,12.001,0.208
81.131,3.24,2,0.99,81.075,7.48,4.001,1.904,81.133,0.76,6.001,0.433,81.131,0.51,8.001,0.309,82.934,0,10.001,0.288,82.329,0,12,0.208
81.48,3.24,2,0.989,81.424,7.49,4.001,1.904,81.509,0.75,6.001,0.433,81.48,0.51,8.002,0.31,83.288,0,10.001,0.287,82.704,0,12,0.209
81.829,3.23,2,0.989,81.773,7.47,4.001,1.903,81.857,0.76,6.001,0.433,81.83,0.51,8.001,0.31,83.669,0,10.001,0.286,83.053,0,12,0.208
82.179,3.23,2,0.989,82.149,7.48,4.001,1.903,82.207,0.76,6.001,0.434,82.178,0.51,8.002,0.31,84.028,0,10.001,0.287,83.413,0,12,0.209
82.555,3.23,2,0.989,82.498,7.45,4.001,1.903,82.555,0.76,6.001,0.433,82.528,0.51,8.002,0.31,84.402,0,10.001,0.286,83.763,0,12,0.209
82.905,3.23,2,0.989,82.848,7.44,4.001,1.903,82.905,0.75,6.001,0.434,82.905,0.51,8.001,0.31,84.752,0,10.001,0.286,84.117,0,12,0.208
83.255,3.23,2,0.989,83.196,7.44,4.001,1.902,83.282,0.74,6.001,0.432,83.252,0.51,8.002,0.311,85.142,0,10.001,0.287,84.49,0,12,0.208
83.603,3.23,2,0.989,83.546,7.5,4.001,1.902,83.63,0.75,6.001,0.432,83.602,0.51,8.002,0.311,85.517,0,10.001,0.287,84.881,0,12,0.208
83.951,3.23,2,0.988,83.894,7.48,4.001,1.902,83.981,0.74,6.001,0.433,83.951,0.51,8.002,0.311,85.89,0,10.001,0.288,85.229,0,12,0.209
84.329,3.23,2,0.988,84.272,7.48,4.001,1.901,84.328,0.75,6.001,0.433,84.3,0.51,8.002,0.311,86.261,0,10.001,0.287,85.579,0,12,0.209
84.677,3.23,2,0.988,84.622,7.44,4.001,1.901,84.679,0.75,6.001,0.433,84.676,0.51,8.002,0.311,86.633,0,10.001,0.287,85.927,0,12,0.209
85.027,3.23,2,0.988,84.97,7.43,4.001,1.901,85.054,0.74,6.001,0.433,85.026,0.51,8.002,0.311,87.007,0,10.001,0.287,86.277,0,12,0.209
85.375,3.23,2,0.988,85.319,7.44,4.001,1.901,85.403,0.74,6.001,0.434,85.374,0.51,8.002,0.311,87.356,0,10.001,0.287,86.637,0,12,0.209
85.725,3.23,2,0.988,85.668,7.48,4.001,1.901,85.753,0.74,6.001,0.434,85.725,0.51,8.001,0.311,87.705,0,10.001,0.287,86.985,0,12,0.209
86.073,3.23,2,0.988,86.017,7.48,4.001,1.901,86.101,0.74,6.001,0.434,86.073,0.51,8.001,0.312,88.054,0,10.001,0.287,87.339,0,12,0.209
86.45,3.23,2,0.988,86.392,7.47,4.001,1.9,86.451,0.74,6.001,0.434,86.448,0.51,8.002,0.312,88.43,0,10.001,0.286,87.714,0,12,0.209
86.799,3.23,2,0.988,86.743,7.46,4.001,1.9,86.799,0.74,6.001,0.434,86.798,0.51,8.002,0.311,88.779,0,10.001,0.288,88.104,0,12,0.209
87.149,3.23,2,0.988,87.09,7.44,4.001,1.9,87.16,0.74,6.001,0.434,87.147,0.51,8.001,0.311,89.128,0,10.001,0.288,88.454,0,12,0.209
87.498,3.23,2,0.987,87.441,7.43,4.001,1.9,87.515,0.74,6.001,0.435,87.496,0.51,8.001,0.311,89.477,0,10.001,0.284,88.802,0,12,0.209
87.847,3.23,2,0.987,87.788,7.45,4.001,1.899,87.875,0.74,6.001,0.434,87.846,0.5,8.001,0.31,89.826,0,10.001,0.284,89.152,0,12,0.209
88.223,3.23,2,0.987,88.165,7.44,4.001,1.899,88.224,0.74,6.001,0.435,88.194,0.51,8.002,0.309,90.186,0,10.001,0.284,89.5,0,12,0.209
88.571,3.23,2,0.987,88.514,7.44,4.001,1.899,88.573,0.74,6.001,0.435,88.571,0.51,8.001,0.309,90.568,0,10.001,0.284,89.849,0,12,0.209
88.921,3.22,2,0.986,88.863,7.46,4.001,1.898,88.949,0.74,6.001,0.435,88.921,0.51,8.001,0.308,90.928,0,10.001,0.284,90.227,0,12,0.209
89.269,3.23,2,0.987,89.212,7.47,4.001,1.899,89.297,0.74,6.001,0.436,89.27,0.5,8.002,0.308,91.303,0,10.001,0.284,90.574,0,12,0.209
89.619,3.22,2,0.987,89.589,7.47,4.001,1.898,89.647,0.74,6.001,0.436,89.617,0.5,8.002,0.309,91.653,0,10.001,0.284,90.938,0,12,0.209
89.994,3.22,2,0.987,89.937,7.46,4.001,1.898,89.997,0.74,6.001,0.436,89.968,0.5,8.001,0.309,92.002,0,10.001,0.285,91.327,0,12,0.209
90.343,3.22,2,0.987,90.287,7.45,4.001,1.898,90.349,0.74,6.001,0.436,90.317,0.51,8.002,0.309,92.351,0,10.001,0.284,91.677,0,12,0.209
90.692,3.22,2,0.986,90.636,7.45,4.001,1.897,90.721,0.74,6.001,0.436,90.693,0.5,8.001,0.309,92.699,0,10.001,0.284,92.026,0,12,0.209
91.041,3.22,2,0.986,90.984,7.45,4.001,1.897,91.072,0.75,6.001,0.437,91.043,0.5,8.002,0.309,93.075,0,10.001,0.285,92.375,0,12,0.209
91.392,3.22,2,0.986,91.333,7.45,4.001,1.897,91.42,0.74,6.001,0.437,91.391,0.5,8.002,0.308,93.424,0,10.001,0.284,92.724,0,12,0.209
91.766,3.22,2,0.986,91.711,7.45,4.001,1.897,91.769,0.75,6.001,0.437,91.74,0.5,8.002,0.309,93.775,0,10.001,0.285,93.074,0,12,0.209
92.117,3.21,2,0.986,92.06,7.45,4.001,1.897,92.118,0.74,6.001,0.437,92.089,0.5,8.001,0.31,94.122,0,10.001,0.285,93.45,0,12,0.209
92.465,3.21,2,0.986,92.41,7.45,4.001,1.896,92.494,0.74,6.001,0.438,92.466,0.5,8.002,0.31,94.473,0,10.001,0.285,93.799,0,12,0.209
92.814,3.21,2,0.986,92.757,7.44,4.001,1.896,92.843,0.74,6.001,0.437,92.813,0.5,8.001,0.31,94.848,0,10.001,0.285,94.161,0,12,0.209
93.163,3.21,2,0.985,93.107,7.44,4.001,1.896,93.193,0.74,6.001,0.438,93.165,0.5,8.002,0.31,95.243,0,10.001,0.285,94.552,0,12,0.209
93.512,3.21,2,0.985,93.482,7.44,4.001,1.896,93.541,0.74,6.001,0.438,93.512,0.5,8.001,0.31,95.627,0,10.001,0.285,94.9,0,12,0.206
93.888,3.2,2,0.985,93.831,7.43,4.001,1.895,93.891,0.74,6.001,0.439,93.861,0.5,8.002,0.31,95.976,0,10.001,0.285,95.25,0,12,0.203
94.237,3.21,2,0.985,94.182,7.43,4.001,1.895,94.24,0.74,6.001,0.438,94.236,0.5,8.002,0.31,96.325,0,10.001,0.285,95.598,0,12,0.204
94.587,3.2,2,0.985,94.53,7.44,4.001,1.895,94.616,0.74,6.001,0.438,94.585,0.5,8.001,0.31,96.717,0,10.001,0.285,95.947,0,12,0.204
94.935,3.2,2,0.985,94.879,7.43,4.001,1.895,94.965,0.74,6.001,0.438,94.935,0.49,8.002,0.311,97.092,0,10.001,0.285,96.297,0,12,0.204
95.288,3.2,2,0.985,95.254,7.42,4.001,1.895,95.315,0.74,6.001,0.439,95.285,0.5,8.001,0.311,97.465,0,10.001,0.285,96.674,0,12,0.204
95.661,3.19,2,0.984,95.605,7.42,4.001,1.894,95.663,0.74,6.001,0.439,95.633,0.5,8.001,0.311,97.818,0,10.001,0.285,97.022,0,12,0.204
96.011,3.2,2,0.985,95.953,7.42,4.001,1.894,96.013,0.74,6.001,0.439,96.01,0.49,8.002,0.311,98.209,0,10.001,0.285,97.385,0,12,0.204
96.359,3.2,2,0.985,96.302,7.41,4.001,1.894,96.389,0.74,6.001,0.439,96.358,0.49,8.001,0.311,98.582,0,10.001,0.285,97.776,0,12,0.204
96.708,3.2,2,0.984,96.651,7.41,4.001,1.894,96.738,0.74,6.001,0.44,96.708,0.49,8.002,0.311,98.932,0,10.001,0.285,98.125,0,12,0.204
97.057,3.2,2,0.985,97.027,7.4,4.001,1.893,97.087,0.74,6.001,0.44,97.056,0.49,8.002,0.311,99.28,0,10.001,0.286,98.474,0,12,0.204
97.434,3.2,2,0.984,97.375,7.41,4.001,1.893,97.437,0.74,6.001,0.44,97.406,0.49,8.002,0.311,99.629,0,10.001,0.286,98.823,0,12,0.205
97.784,3.2,2,0.984,97.726,7.41,4.001,1.893,97.785,0.74,6.001,0.44,97.754,0.49,8.002,0.311,99.989,0,10.001,0.285,99.196,0,12,0.204
98.132,3.2,2,0.984,98.075,7.39,4.001,1.893,98.135,0.73,6.001,0.44,98.131,0.49,8.001,0.312,100.37,0,10.001,0.285,99.548,0,12,0.204
98.481,3.2,2,0.984,98.45,7.4,4.001,1.892,98.512,0.73,6.001,0.441,98.479,0.5,8.001,0.312,100.744,0,10.001,0.286,99.912,0,12,0.205
98.829,3.2,2,0.984,98.799,7.39,4.001,1.892,98.859,0.73,6.001,0.441,98.831,0.49,8.001,0.312,101.122,0,10.001,0.285,100.303,0,12,0.205
99.205,3.2,2,0.984,99.149,7.38,4.001,1.892,99.21,0.74,6.001,0.441,99.177,0.49,8.001,0.312,101.483,0,10.001,0.285,100.667,0,12,0.205
99.555,3.2,2,0.984,99.497,7.38,4.001,1.892,99.557,0.73,6.001,0.441,99.528,0.49,8.002,0.312,101.845,0,10.001,0.286,101.041,0,12,0.205
99.903,3.2,2,0.983,99.846,7.38,4.001,1.892,99.934,0.73,6.001,0.441,99.904,0.49,8.001,0.312,102.226,0,10.001,0.286,101.414,0,12,0.205
100.255,3.2,2,0.983,100.196,7.37,4.001,1.891,100.283,0.73,6.001,0.44,100.253,0.49,8.001,0.312,102.597,0,10.001,0.286,101.768,0,12,0.205
100.604,3.2,2,0.983,100.572,7.36,4.001,1.891,100.632,0.73,6.001,0.437,100.603,0.49,8.001,0.312,102.961,0,10.001,0.285,102.129,0,12,0.205
100.979,3.2,2,0.983,100.92,7.37,4.001,1.891,100.98,0.73,6.001,0.437,100.951,0.49,8.001,0.312,103.325,0,10.001,0.286,102.477,0,12,0.204
101.328,3.2,2,0.983,101.272,7.37,4.001,1.891,101.33,0.72,6.001,0.436,101.302,0.49,8.002,0.312,103.7,0,10.001,0.286,102.855,0,12,0.205
101.677,3.2,2,0.983,101.62,7.37,4.001,1.891,101.689,0.72,6.001,0.436,101.677,0.49,8.002,0.312,104.072,0,10.001,0.286,103.202,0,12,0.205
102.026,3.2,2,0.983,101.969,7.37,4.001,1.891,102.072,0.71,6.001,0.435,102.027,0.49,8.002,0.312,104.427,0,10.001,0.286,103.565,0,12,0.205
102.375,3.2,2,0.983,102.344,7.37,4.001,1.89,102.43,0.71,6.001,0.434,102.374,0.49,8.002,0.313,104.817,0,10.001,0.286,103.955,0,12,0.205
102.753,3.2,2,0.983,102.695,7.36,4.001,1.89,102.782,0.7,6.001,0.433,102.724,0.49,8.001,0.312,105.19,0,10.001,0.286,104.32,0,12,0.205
103.1,3.2,2,0.983,103.043,7.35,4.001,1.89,103.156,0.7,6.001,0.433,103.073,0.49,8.002,0.313,105.54,0,10.001,0.286,104.694,0,12,0.205
103.451,3.2,2,0.982,103.394,7.35,4.001,1.89,103.506,0.7,6.001,0.433,103.449,0.49,8.002,0.313,105.889,0,10.001,0.286,105.073,0,12,0.205
103.798,3.19,2,0.983,103.743,7.33,4.001,1.89,103.856,0.71,6.001,0.433,103.798,0.49,8.001,0.313,106.249,0,10.001,0.286,105.432,0,12,0.205
104.149,3.2,2,0.983,104.09,7.34,4.001,1.889,104.205,0.7,6.001,0.432,104.149,0.49,8.001,0.312,106.614,0,10.001,0.286,105.781,0,12,0.205
104.497,3.19,2,0.982,104.466,7.34,4.001,1.889,104.553,0.7,6.001,0.431,104.496,0.49,8.002,0.312,106.961,0,10.001,0.286,106.13,0,12,0.205
104.873,3.2,2,0.982,104.815,7.34,4.001,1.889,104.929,0.7,6.001,0.431,104.846,0.49,8.002,0.313,107.312,0,10.001,0.286,106.491,0,12,0.205
105.223,3.19,2,0.982,105.166,7.33,4.001,1.889,105.278,0.7,6.001,0.432,105.221,0.49,8.002,0.313,107.66,0,10.001,0.286,106.873,0,12,0.205
105.573,3.2,2,0.982,105.513,7.33,4.001,1.889,105.627,0.7,6.001,0.432,105.571,0.49,8.002,0.313,108.02,0,10.001,0.286,107.245,0,12,0.205
105.922,3.2,2,0.982,105.89,7.33,4.001,1.889,105.977,0.69,6.001,0.431,105.919,0.49,8.002,0.313,108.402,0,10.001,0.286,107.625,0,12,0.206
106.271,3.19,2,0.981,106.238,7.32,4.001,1.888,106.326,0.69,6.001,0.431,106.268,0.49,8.002,0.313,108.775,0,10.001,0.286,107.984,0,12,0.205
106.647,3.19,2,0.982,106.588,7.32,4.001,1.888,106.7,0.69,6.001,0.431,106.618,0.49,8.002,0.313,109.138,0,10.001,0.286,108.348,0,12,0.205
106.994,3.19,2,0.982,106.938,7.31,4.001,1.888,107.049,0.69,6.001,0.431,106.995,0.48,8.002,0.313,109.503,0,10.001,0.286,108.727,0,12,0.205
107.344,3.19,2,0.981,107.285,7.3,4.001,1.888,107.401,0.69,6.001,0.432,107.342,0.49,8.002,0.313,109.877,0,10.001,0.286,109.086,0,12,0.205
107.693,3.19,2,0.982,107.635,7.3,4.001,1.887,107.75,0.69,6.001,0.432,107.708,0.48,8.002,0.313,110.256,0,10.001,0.286,109.445,0,12,0.206
108.043,3.19,2,0.981,108.01,7.3,4.001,1.887,108.098,0.69,6.001,0.432,108.094,0.49,8.002,0.313,110.616,0,10.001,0.286,109.827,0,12,0.205
108.391,3.19,2,0.981,108.36,7.3,4.001,1.887,108.475,0.69,6.001,0.432,108.444,0.48,8.002,0.313,110.974,0,10.001,0.286,110.199,0,12,0.205
108.768,3.19,2,0.981,108.709,7.3,4.001,1.887,108.823,0.69,6.001,0.432,108.793,0.48,8.002,0.314,111.356,0,10.001,0.286,110.58,0,12,0.206
109.116,3.19,2,0.981,109.058,7.29,4.001,1.886,109.173,0.69,6.001,0.432,109.143,0.49,8.002,0.314,111.73,0,10.001,0.286,110.939,0,12,0.206
109.466,3.19,2,0.981,109.409,7.27,4.001,1.887,109.521,0.69,6.001,0.432,109.491,0.48,8.002,0.314,112.102,0,10.001,0.286,111.301,0,12,0.206
109.814,3.19,2,0.981,109.758,7.28,4.001,1.886,109.872,0.69,6.001,0.432,109.84,0.48,8.002,0.314,112.457,0,10.001,0.286,111.69,0,12,0.206
