2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
268.941,3.09,2,0.947,268.589,6.1,4.001,1.819,268.867,0.61,6.001,0.427,269.523,0,8.002,0.319,276.599,0,10.001,0.288,274.256,0,12,0.195
269.29,3.08,2,0.948,268.94,6.12,4.001,1.819,269.218,0.61,6.001,0.427,269.873,0,8.002,0.319,276.959,0,10.001,0.288,274.615,0,12,0.195
269.684,3.08,2,0.947,269.314,6.1,4.001,1.82,269.593,0.61,6.001,0.427,270.221,0,8.002,0.319,277.341,0,10.001,0.288,274.965,0,12,0.195
270.041,3.08,2,0.947,269.662,6.08,4.001,1.82,269.942,0.61,6.001,0.427,270.57,0,8.002,0.319,277.7,0,10.001,0.288,275.313,0,12,0.195
270.392,3.08,2,0.947,270.012,6.09,4.001,1.818,270.291,0.61,6.001,0.427,270.946,0,8.002,0.319,278.062,0,10.001,0.288,275.673,0,12,0.195
270.768,3.08,2,0.947,270.361,6.06,4.001,1.817,270.641,0.6,6.001,0.427,271.322,0,8.002,0.319,278.442,0,10.001,0.288,276.055,0,12,0.195
271.118,3.08,2,0.947,270.737,6.06,4.001,1.818,270.989,0.6,6.001,0.427,271.67,0,8.002,0.319,278.801,0,10.001,0.288,276.428,0,12,0.195
271.465,3.08,2,0.947,271.085,6.06,4.001,1.818,271.364,0.61,6.001,0.428,272.02,0,8.001,0.319,279.195,0,10.001,0.288,276.792,0,12,0.195
271.814,3.08,2,0.946,271.434,6.06,4.001,1.818,271.714,0.6,6.001,0.428,272.397,0,8.002,0.319,279.555,0,10.001,0.288,277.141,0,12,0.195
272.164,3.08,2,0.944,271.784,6.05,4.001,1.818,272.062,0.6,6.001,0.427,272.746,0,8.002,0.319,279.915,0,10.001,0.288,277.489,0,12,0.195
272.539,3.08,2,0.945,272.134,6.04,4.001,1.818,272.413,0.6,6.001,0.428,273.095,0,8.002,0.319,280.278,0,10.001,0.288,277.839,0,12,0.195
272.889,3.08,2,0.945,272.509,6.06,4.001,1.817,272.76,0.61,6.001,0.428,273.443,0,8.002,0.319,280.643,0,10.001,0.288,278.187,0,12,0.195
273.237,3.07,2,0.946,272.858,6.04,4.001,1.813,273.137,0.6,6.001,0.428,273.793,0,8.002,0.319,281.017,0,10.001,0.287,278.538,0,12,0.195
273.587,3.08,2,0.945,273.206,6.03,4.001,1.813,273.486,0.6,6.001,0.427,274.17,0,8.002,0.319,281.395,0,10.001,0.288,278.897,0,12,0.195
273.935,3.08,2,0.945,273.555,6.03,4.001,1.813,273.835,0.6,6.001,0.428,274.518,0,8.002,0.32,281.755,0,10.001,0.288,279.252,0,12,0.195
274.311,3.08,2,0.945,273.905,6.02,4.001,1.814,274.185,0.6,6.001,0.428,274.867,0,8.002,0.32,282.115,0,10.001,0.288,279.625,0,12,0.195
274.66,3.08,2,0.945,274.282,6.02,4.001,1.813,274.534,0.6,6.001,0.428,275.216,0,8.002,0.32,282.497,0,10.001,0.288,280.015,0,12,0.195
275.011,3.07,2,0.945,274.631,6.02,4.001,1.814,274.911,0.61,6.001,0.427,275.565,0,8.001,0.319,282.869,0,10.001,0.288,280.363,0,12,0.195
275.36,3.08,2,0.945,274.98,6.01,4.001,1.813,275.259,0.6,6.001,0.427,275.914,0,8.002,0.319,283.232,0,10.001,0.287,280.714,0,12,0.195
275.708,3.07,2,0.945,275.328,6.02,4.001,1.813,275.608,0.6,6.001,0.427,276.276,0,8.002,0.319,283.598,0,10.001,0.288,281.063,0,12,0.195
276.084,3.07,2,0.945,275.678,5.99,4.001,1.813,275.957,0.6,6.001,0.427,276.63,0,8.002,0.319,283.971,0,10.001,0.288,281.411,0,12,0.195
276.435,3.07,2,0.945,276.026,5.99,4.001,1.813,276.306,0.6,6.001,0.428,276.991,0,8.002,0.32,284.349,0,10.001,0.288,281.76,0,12,0.195
276.783,3.07,2,0.944,276.376,5.99,4.001,1.814,276.683,0.6,6.001,0.427,277.338,0,8.002,0.319,284.709,0,10.001,0.288,282.137,0,12,0.195
277.132,3.07,2,0.945,276.752,5.97,4.001,1.813,277.032,0.6,6.001,0.427,277.714,0,8.002,0.32,285.069,0,10.001,0.287,282.485,0,12,0.195
277.481,3.07,2,0.945,277.102,5.96,4.001,1.812,277.381,0.6,6.001,0.427,278.08,0,8.002,0.319,285.451,0,10.001,0.287,282.849,0,12,0.195
277.859,3.07,2,0.945,277.451,5.97,4.001,1.813,277.731,0.6,6.001,0.427,278.439,0,8.002,0.32,285.824,0,10.001,0.288,283.237,0,12,0.195
278.206,3.07,2,0.944,277.8,5.97,4.001,1.813,278.079,0.6,6.001,0.423,278.798,0,8.002,0.32,286.203,0,10.001,0.287,283.588,0,12,0.195
278.556,3.07,2,0.945,278.15,5.95,4.001,1.813,278.429,0.6,6.001,0.424,279.181,0,8.002,0.319,286.563,0,10.001,0.288,283.937,0,12,0.195
278.904,3.07,2,0.945,278.524,5.95,4.001,1.813,278.778,0.6,6.001,0.423,279.54,0,8.002,0.319,286.924,0,10.001,0.288,284.286,0,12,0.195
279.255,3.07,2,0.945,278.874,5.97,4.001,1.813,279.155,0.61,6.001,0.424,279.915,0,8.002,0.319,287.304,0,10.001,0.287,284.635,0,12,0.195
279.603,3.07,2,0.944,279.222,5.98,4.001,1.812,279.503,0.6,6.001,0.424,280.266,0,8.002,0.319,287.663,0,10.001,0.287,284.995,0,12,0.195
279.981,3.07,2,0.944,279.572,5.97,4.001,1.813,279.853,0.6,6.001,0.424,280.614,0,8.002,0.319,288.056,0,10.001,0.287,285.377,0,12,0.195
280.329,3.06,2,0.944,279.921,5.96,4.001,1.812,280.201,0.6,6.001,0.425,280.965,0,8.002,0.32,288.415,0,10.001,0.288,285.736,0,12,0.195
280.678,3.07,2,0.945,280.296,5.95,4.001,1.813,280.551,0.61,6.001,0.424,281.311,0,8.002,0.32,288.778,0,10.001,0.288,286.111,0,12,0.195
281.027,3.07,2,0.944,280.645,5.95,4.001,1.812,280.925,0.6,6.001,0.424,281.687,0,8.002,0.319,289.144,0,10.001,0.287,286.461,0,12,0.195
281.376,3.07,2,0.945,280.994,5.94,4.001,1.811,281.276,0.61,6.001,0.425,282.037,0,8.002,0.32,289.505,0,10.001,0.288,286.809,0,12,0.195
281.736,3.07,2,0.944,281.345,5.71,4.001,1.811,281.623,0.6,6.001,0.425,282.387,0,8.002,0.319,289.878,0,10.001,0.287,287.16,0,12,0.195
282.092,3.07,2,0.945,281.694,5.79,4.001,1.81,281.974,0.6,6.001,0.424,282.735,0,8.002,0.32,290.253,0,10.001,0.288,287.508,0,12,0.195
282.45,3.07,2,0.944,282.068,5.81,4.001,1.81,282.323,0.6,6.001,0.423,283.085,0,8.002,0.32,290.607,0,10.001,0.287,287.885,0,12,0.195
282.799,3.07,2,0.944,282.419,5.79,4.001,1.809,282.7,0.61,6.001,0.423,283.444,0,8.002,0.32,290.997,0,10.001,0.287,288.259,0,12,0.195
283.15,3.07,2,0.944,282.767,5.76,4.001,1.809,283.048,0.61,6.001,0.423,283.809,0,8.002,0.32,291.37,0,10.001,0.287,288.637,0,12,0.195
283.497,3.07,2,0.945,283.117,5.76,4.001,1.809,283.397,0.61,6.001,0.423,284.158,0,8.002,0.32,291.718,0,10.001,0.287,289.012,0,12,0.195
283.873,3.07,2,0.944,283.466,5.78,4.001,1.809,283.747,0.6,6.001,0.423,284.508,0,8.002,0.32,292.068,0,10.001,0.288,289.374,0,12,0.195
284.223,3.07,2,0.944,283.842,5.77,4.001,1.809,284.096,0.6,6.001,0.423,284.858,0,8.002,0.319,292.443,0,10.001,0.287,289.739,0,12,0.195
284.571,3.07,2,0.944,284.191,5.78,4.001,1.808,284.471,0.61,6.001,0.423,285.234,0,8.001,0.319,292.81,0,10.001,0.288,290.123,0,12,0.195
284.92,3.06,2,0.944,284.541,5.79,4.001,1.809,284.821,0.61,6.001,0.423,285.6,0,8.002,0.319,293.168,0,10.001,0.288,290.517,0,12,0.195
285.296,3.06,2,0.944,284.889,5.78,4.001,1.809,285.17,0.61,6.001,0.423,285.959,0,8.002,0.32,293.53,0,10.001,0.287,290.866,0,12,0.195
285.645,3.06,2,0.944,285.24,5.77,4.001,1.809,285.52,0.61,6.001,0.423,286.318,0,8.002,0.32,293.895,0,10.001,0.288,291.216,0,12,0.195
285.994,3.07,2,0.944,285.588,5.79,4.001,1.809,285.868,0.61,6.001,0.423,286.683,0,8.002,0.319,294.257,0,10.001,0.288,291.566,0,12,0.195
286.344,3.06,2,0.944,285.964,5.79,4.001,1.809,286.246,0.61,6.001,0.423,287.032,0,8.002,0.32,294.648,0,10.001,0.288,291.914,0,12,0.195
286.692,3.06,2,0.944,286.313,5.78,4.001,1.808,286.594,0.61,6.001,0.423,287.38,0,8.002,0.319,295.025,0,10.001,0.288,292.274,0,12,0.195
287.041,3.07,2,0.944,286.663,5.78,4.001,1.808,286.944,0.61,6.001,0.423,287.73,0,8.002,0.319,295.386,0,10.001,0.288,292.655,0,12,0.195
287.419,3.06,2,0.944,287.014,5.78,4.001,1.808,287.291,0.61,6.001,0.423,288.106,0,8.002,0.319,295.749,0,10.001,0.288,293.028,0,12,0.195
287.766,3.06,2,0.944,287.415,5.77,4.001,1.808,287.643,0.61,6.001,0.423,288.455,0,8.002,0.32,296.114,0,10.001,0.287,293.407,0,12,0.195
288.117,3.06,2,0.944,287.764,5.77,4.001,1.808,287.99,0.61,6.001,0.423,288.805,0,8.002,0.32,296.487,0,10.001,0.288,293.768,0,12,0.195
288.465,3.06,2,0.944,288.112,5.77,4.001,1.808,288.341,0.61,6.001,0.423,289.153,0,8.002,0.32,296.866,0,10.001,0.287,294.116,0,12,0.195
288.816,3.06,2,0.944,288.489,5.76,4.001,1.808,288.716,0.61,6.001,0.423,289.503,0,8.002,0.319,297.227,0,10.001,0.287,294.493,0,12,0.195
289.191,3.06,2,0.944,288.838,5.75,4.001,1.808,289.066,0.6,6.001,0.423,289.863,0,8.002,0.319,297.618,0,10.001,0.288,294.856,0,12,0.195
289.541,3.06,2,0.944,289.187,5.74,4.001,1.808,289.415,0.6,6.001,0.424,290.243,0,8.002,0.319,297.978,0,10.001,0.288,295.245,0,12,0.195
289.889,3.06,2,0.944,289.536,5.73,4.001,1.807,289.763,0.61,6.001,0.423,290.604,0,8.002,0.319,298.34,0,10.001,0.287,295.61,0,12,0.195
290.239,3.06,2,0.944,289.886,5.73,4.001,1.807,290.113,0.61,6.001,0.424,290.98,0,8.002,0.319,298.705,0,10.001,0.287,296.008,0,12,0.195
290.587,3.06,2,0.944,290.235,5.72,4.001,1.807,290.488,0.61,6.001,0.423,291.329,0,8.002,0.319,299.067,0,10.001,0.288,296.373,0,12,0.195
290.937,3.06,2,0.944,290.585,5.71,4.001,1.808,290.837,0.61,6.001,0.424,291.679,0,8.002,0.319,299.44,0,10.001,0.288,296.722,0,12,0.195
291.312,3.06,2,0.943,290.961,5.73,4.001,1.808,291.186,0.61,6.001,0.424,292.027,0,8.002,0.319,,,,,297.071,0,12,0.195
291.66,3.06,2,0.944,291.309,5.71,4.001,1.807,291.535,0.61,6.001,0.423,292.377,0,8.002,0.32,,,,,297.421,0,12,0.195
292.01,3.06,2,0.944,291.659,5.71,4.001,1.807,291.885,0.61,6.001,0.423,292.725,0,8.002,0.32,,,,,297.797,0,12,0.195
292.359,3.06,2,0.944,292.008,5.68,4.001,1.807,292.261,0.61,6.001,0.423,293.102,0,8.002,0.32,,,,,298.146,0,12,0.196
292.736,3.06,2,0.944,292.357,5.74,4.001,1.807,292.61,0.61,6.001,0.424,293.449,0,8.002,0.319,,,,,298.508,0,12,0.195
293.086,3.06,2,0.944,292.731,5.74,4.001,1.807,292.959,0.6,6.001,0.424,293.801,0,8.002,0.32,,,,,298.899,0,12,0.195
293.435,3.06,2,0.944,293.081,5.71,4.001,1.806,293.308,0.61,6.001,0.423,294.148,0,8.002,0.319,,,,,299.264,0,12,0.195
293.784,3.06,2,0.943,293.429,5.58,4.001,1.806,293.656,0.6,6.001,0.424,294.524,0,8.002,0.32,,,,,299.637,0,12,0.195
294.132,3.06,2,0.943,293.78,5.57,4.001,1.804,294.033,0.61,6.001,0.424,294.9,0,8.002,0.319,,,,,300.017,0,12,0.195
294.509,3.06,2,0.944,294.129,5.63,4.001,1.804,294.381,0.61,6.001,0.424,295.25,0,8.002,0.319,,,,,,,,
294.857,3.06,2,0.945,294.504,5.64,4.001,1.804,294.731,0.6,6.001,0.424,295.599,0,8.002,0.319,,,,,,,,
295.207,3.05,2,0.944,294.853,5.62,4.001,1.804,295.08,0.61,6.001,0.424,295.976,0,8.002,0.319,,,,,,,,
295.557,3.06,2,0.945,295.204,5.61,4.001,1.803,295.43,0.61,6.001,0.423,296.324,0,8.002,0.32,,,,,,,,
295.906,3.06,2,0.945,295.552,5.47,4.001,1.801,295.807,0.6,6.001,0.424,296.675,0,8.002,0.319,,,,,,,,
296.253,3.06,2,0.944,295.928,5.58,4.001,1.801,296.155,0.61,6.001,0.424,297.022,0,8.002,0.319,,,,,,,,
296.613,3.05,2,0.945,296.276,5.64,4.001,1.801,296.505,0.61,6.001,0.424,297.372,0,8.002,0.319,,,,,,,,
296.996,3.05,2,0.945,296.625,5.62,4.001,1.801,296.853,0.61,6.001,0.424,297.732,0,8.002,0.319,,,,,,,,
297.356,3.05,2,0.945,296.975,5.66,4.001,1.801,297.203,0.6,6.001,0.424,298.086,0,8.002,0.32,,,,,,,,
297.731,3.05,2,0.945,297.324,5.69,4.001,1.801,297.552,0.6,6.001,0.424,298.465,0,8.002,0.32,,,,,,,,
298.08,3.05,2,0.945,297.673,5.68,4.001,1.801,297.928,0.6,6.001,0.424,298.848,0,8.001,0.32,,,,,,,,
298.43,3.05,2,0.945,298.05,5.68,4.001,1.8,298.277,0.61,6.001,0.424,299.197,0,8.002,0.32,,,,,,,,
298.779,3.05,2,0.945,298.398,5.65,4.001,1.8,298.626,0.61,6.001,0.424,299.547,0,8.001,0.319,,,,,,,,
299.128,3.05,2,0.946,298.749,5.65,4.001,1.8,298.976,0.62,6.001,0.424,299.895,0,8.001,0.32,,,,,,,,
299.503,3.05,2,0.945,299.097,5.62,4.001,1.8,299.326,0.61,6.001,0.424,300.245,0,8.001,0.32,,,,,,,,
299.853,3.04,2,0.946,299.447,5.65,4.001,1.8,299.675,0.61,6.001,0.424,,,,,,,,,,,,
