Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
850.198,0.02236,1.936,23.232,1.991,8.57,21.241
865.114,0.02184,1.909,22.908,1.979,8.639,20.929
880.03,0.02132,1.882,22.584,1.965,8.701,20.619
894.946,0.0208,1.854,22.248,1.949,8.76,20.299
909.861,0.02028,1.827,21.924,1.932,8.812,19.992
924.777,0.01976,1.8,21.6,1.914,8.861,19.686
939.693,0.01924,1.773,21.276,1.893,8.897,19.383
954.609,0.01872,1.746,20.952,1.871,8.93,19.081
969.524,0.0182,1.718,20.616,1.848,8.964,18.768
984.44,0.01768,1.691,20.292,1.823,8.984,18.469
999.356,0.01716,1.664,19.968,1.796,8.994,18.172
1014.272,0.01664,1.637,19.644,1.767,8.995,17.877
1029.187,0.01612,1.61,19.32,1.737,8.991,17.583
1044.103,0.0156,1.582,18.984,1.706,8.987,17.278
1059.019,0.01508,1.555,18.66,1.672,8.96,16.988
1073.935,0.01456,1.528,18.336,1.637,8.928,16.699
1088.85,0.01404,1.501,18.012,1.601,8.889,16.411
1103.766,0.01352,1.473,17.676,1.563,8.842,16.113
1118.682,0.013,1.446,17.352,1.523,8.777,15.829
1133.598,0.01248,1.419,17.028,1.482,8.703,15.546
1148.514,0.01196,1.392,16.704,1.438,8.609,15.266
1163.429,0.01144,1.365,16.38,1.394,8.51,14.986
1178.345,0.01092,1.337,16.044,1.347,8.396,14.697
1193.261,0.0104,1.31,15.72,1.3,8.27,14.42
1208.177,0.00988,1.283,15.396,1.25,8.119,14.146
1223.092,0.00936,1.256,15.072,1.199,7.955,13.873
1238.008,0.00884,1.229,14.748,1.146,7.771,13.602
1252.924,0.00832,1.201,14.412,1.092,7.577,13.32
1267.84,0.0078,1.174,14.088,1.036,7.354,13.052
1282.755,0.00728,1.147,13.764,0.978,7.105,12.786
1297.671,0.00676,1.12,13.44,0.919,6.838,12.521
1312.587,0.00624,1.093,13.116,0.858,6.542,12.258
1327.503,0.00572,1.065,12.78,0.795,6.221,11.985
1342.418,0.0052,1.038,12.456,0.731,5.869,11.725
1357.334,0.00468,1.011,12.132,0.665,5.481,11.467
1372.25,0.00416,0.984,11.808,0.598,5.064,11.21
1387.166,0.00364,0.956,11.472,0.529,4.611,10.943
1402.081,0.00312,0.929,11.148,0.458,4.108,10.69
1416.997,0.0026,0.902,10.824,0.386,3.566,10.438
1431.913,0.00208,0.875,10.5,0.312,2.971,10.188
1446.829,0.00156,0.848,10.176,0.236,2.319,9.94
1461.744,0.00104,0.82,9.84,0.159,1.616,9.681
1476.66,0.00052,0.793,9.516,0.08,0.841,9.436
1491.576,0,0.766,9.192,0,0,9.192
