Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,4.086,21.202,254.424,0,0,254.424
4.24,4.04514,20.999,251.988,1.796,0.713,250.192
8.48,4.00428,20.795,249.54,3.556,1.425,245.984
12.72,3.96342,20.592,247.104,5.279,2.136,241.825
16.96,3.92256,20.388,244.656,6.967,2.848,237.689
21.2,3.8817,20.185,242.22,8.618,3.558,233.602
25.44,3.84084,19.981,239.772,10.232,4.267,229.54
29.68,3.79998,19.778,237.336,11.811,4.976,225.525
33.92,3.75912,19.575,234.9,13.353,5.685,221.547
38.16,3.71826,19.371,232.452,14.859,6.392,217.593
42.4,3.6774,19.168,230.016,16.328,7.099,213.688
46.64,3.63654,18.964,227.568,17.761,7.805,209.807
50.88,3.59568,18.761,225.132,19.158,8.51,205.974
55.12,3.55482,18.558,222.696,20.519,9.214,202.177
59.36,3.51396,18.354,220.248,21.843,9.917,198.405
63.6,3.4731,18.151,217.812,23.131,10.62,194.681
67.84,3.43224,17.947,215.364,24.383,11.322,190.981
72.08,3.39138,17.744,212.928,25.599,12.022,187.329
76.32,3.35052,17.54,210.48,26.778,12.722,183.702
80.56,3.30966,17.337,208.044,27.921,13.421,180.123
84.8,3.2688,17.134,205.608,29.028,14.118,176.58
89.04,3.22794,16.93,203.16,30.098,14.815,173.062
93.28,3.18708,16.727,200.724,31.132,15.51,169.592
97.52,3.14622,16.523,198.276,32.13,16.205,166.146
101.76,3.10536,16.32,195.84,33.092,16.897,162.748
106,3.0645,16.117,193.404,34.017,17.589,159.387
110.24,3.02364,15.913,190.956,34.906,18.28,156.05
114.48,2.98278,15.71,188.52,35.759,18.968,152.761
118.72,2.94192,15.506,186.072,36.575,19.656,149.497
122.96,2.90106,15.303,183.636,37.355,20.342,146.281
127.2,2.8602,15.099,181.188,38.099,21.027,143.089
131.44,2.81934,14.896,178.752,38.806,21.709,139.946
135.68,2.77848,14.693,176.316,39.478,22.39,136.838
139.92,2.73762,14.489,173.868,40.113,23.071,133.755
144.16,2.69676,14.286,171.432,40.711,23.748,130.721
148.4,2.6559,14.082,168.984,41.274,24.425,127.71
152.64,2.61504,13.879,166.548,41.8,25.098,124.748
156.88,2.57418,13.675,164.1,42.29,25.771,121.81
161.12,2.53332,13.472,161.664,42.743,26.439,118.921
165.36,2.49246,13.269,159.228,43.161,27.106,116.067
169.6,2.4516,13.065,156.78,43.542,27.773,113.238
173.84,2.41074,12.862,154.344,43.886,28.434,110.458
178.08,2.36988,12.658,151.896,44.195,29.096,107.701
182.32,2.32902,12.455,149.46,44.467,29.752,104.993
186.56,2.28816,12.252,147.024,44.703,30.405,102.321
190.8,2.2473,12.048,144.576,44.902,31.058,99.674
195.04,2.20644,11.845,142.14,45.066,31.705,97.074
199.28,2.16558,11.641,139.692,45.193,32.352,94.499
203.52,2.12472,11.438,137.256,45.283,32.992,91.973
207.76,2.08386,11.234,134.808,45.338,33.632,89.47
212,2.043,11.031,132.372,45.356,34.264,87.016
216.24,2.00214,10.828,129.936,45.338,34.893,84.598
220.48,1.96128,10.624,127.488,45.283,35.519,82.205
224.72,1.92042,10.421,125.052,45.193,36.139,79.859
228.96,1.87956,10.217,122.604,45.066,36.757,77.538
233.2,1.8387,10.014,120.168,44.902,37.366,75.266
237.44,1.79784,9.81,117.72,44.703,37.974,73.017
241.68,1.75698,9.607,115.284,44.467,38.572,70.817
245.92,1.71612,9.404,112.848,44.195,39.163,68.653
250.16,1.67526,9.2,110.4,43.886,39.752,66.514
254.4,1.6344,8.997,107.964,43.542,40.33,64.422
258.64,1.59354,8.793,105.516,43.161,40.905,62.355
262.88,1.55268,8.59,103.08,42.743,41.466,60.337
267.12,1.51182,8.387,100.644,42.29,42.019,58.354
271.36,1.47096,8.183,98.196,41.8,42.568,56.396
275.6,1.4301,7.98,95.76,41.274,43.102,54.486
279.84,1.38924,7.776,93.312,40.711,43.629,52.601
284.08,1.34838,7.573,90.876,40.113,44.14,50.763
288.32,1.30752,7.369,88.428,39.478,44.644,48.95
292.56,1.26666,7.166,85.992,38.806,45.127,47.186
296.8,1.2258,6.963,83.556,38.099,45.597,45.457
301.04,1.18494,6.759,81.108,37.355,46.056,43.753
305.28,1.14408,6.556,78.672,36.575,46.49,42.097
309.52,1.10322,6.352,76.224,35.759,46.913,40.465
313.76,1.06236,6.149,73.788,34.906,47.306,38.882
318,1.0215,5.946,71.352,34.017,47.675,37.335
322.24,0.98064,5.742,68.904,33.092,48.026,35.812
326.48,0.93978,5.539,66.468,32.13,48.339,34.338
330.72,0.89892,5.335,64.02,31.132,48.629,32.888
334.96,0.85806,5.132,61.584,30.098,48.873,31.486
339.2,0.8172,4.928,59.136,29.028,49.087,30.108
343.44,0.77634,4.725,56.7,27.921,49.243,28.779
347.68,0.73548,4.522,54.264,26.778,49.348,27.486
351.92,0.69462,4.318,51.816,25.599,49.404,26.217
356.16,0.65376,4.115,49.38,24.383,49.378,24.997
360.4,0.6129,3.911,46.932,23.131,49.286,23.801
364.64,0.57204,3.708,44.496,21.843,49.09,22.653
368.88,0.53118,3.504,42.048,20.519,48.799,21.529
373.12,0.49032,3.301,39.612,19.158,48.364,20.454
377.36,0.44946,3.098,37.176,17.761,47.775,19.415
381.6,0.4086,2.894,34.728,16.328,47.017,18.4
385.84,0.36774,2.691,32.292,14.859,46.014,17.433
390.08,0.32688,2.487,29.844,13.353,44.743,16.491
394.32,0.28602,2.284,27.408,11.811,43.093,15.597
398.56,0.24516,2.081,24.972,10.232,40.974,14.74
402.8,0.2043,1.877,22.524,8.618,38.261,13.906
407.04,0.16344,1.674,20.088,6.967,34.682,13.121
411.28,0.12258,1.47,17.64,5.279,29.926,12.361
415.52,0.08172,1.267,15.204,3.556,23.389,11.648
419.76,0.04086,1.063,12.756,1.796,14.08,10.96
424,0,0.86,10.32,0,0,10.32
