Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.142,7.928,95.136,0,0,95.136
40.275,0.14058,7.85,94.2,0.593,0.63,93.607
80.549,0.13916,7.773,93.276,1.174,1.259,92.102
120.824,0.13774,7.695,92.34,1.743,1.888,90.597
161.099,0.13632,7.618,91.416,2.3,2.516,89.116
201.373,0.1349,7.54,90.48,2.845,3.144,87.635
241.648,0.13348,7.463,89.556,3.378,3.772,86.178
281.923,0.13206,7.385,88.62,3.899,4.4,84.721
322.198,0.13064,7.308,87.696,4.408,5.026,83.288
362.472,0.12922,7.23,86.76,4.905,5.654,81.855
402.747,0.1278,7.153,85.836,5.39,6.279,80.446
443.022,0.12638,7.075,84.9,5.863,6.906,79.037
483.296,0.12496,6.998,83.976,6.324,7.531,77.652
523.571,0.12354,6.92,83.04,6.773,8.156,76.267
563.846,0.12212,6.843,82.116,7.211,8.781,74.905
604.12,0.1207,6.765,81.18,7.636,9.406,73.544
644.395,0.11928,6.688,80.256,8.049,10.029,72.207
684.67,0.11786,6.61,79.32,8.45,10.653,70.87
724.944,0.11644,6.533,78.396,8.84,11.276,69.556
765.219,0.11502,6.455,77.46,9.217,11.899,68.243
805.494,0.1136,6.378,76.536,9.582,12.52,66.954
845.768,0.11218,6.3,75.6,9.936,13.143,65.664
886.043,0.11076,6.223,74.676,10.277,13.762,64.399
926.318,0.10934,6.145,73.74,10.606,14.383,63.134
966.593,0.10792,6.068,72.816,10.924,15.002,61.892
1006.867,0.1065,5.99,71.88,11.229,15.622,60.651
1047.142,0.10508,5.913,70.956,11.523,16.24,59.433
1087.417,0.10366,5.835,70.02,11.804,16.858,58.216
1127.691,0.10224,5.758,69.096,12.074,17.474,57.022
1167.966,0.10082,5.68,68.16,12.331,18.091,55.829
1208.241,0.0994,5.603,67.236,12.577,18.706,54.659
1248.515,0.09798,5.525,66.3,12.81,19.321,53.49
1288.79,0.09656,5.448,65.376,13.032,19.934,52.344
1329.065,0.09514,5.37,64.44,13.242,20.549,51.198
1369.339,0.09372,5.293,63.516,13.439,21.158,50.077
1409.614,0.0923,5.215,62.58,13.625,21.772,48.955
1449.889,0.09088,5.138,61.656,13.798,22.379,47.858
1490.164,0.08946,5.06,60.72,13.96,22.991,46.76
1530.438,0.08804,4.983,59.796,14.11,23.597,45.686
1570.713,0.08662,4.905,58.86,14.248,24.207,44.612
1610.988,0.0852,4.828,57.936,14.373,24.808,43.563
1651.262,0.08378,4.75,57,14.487,25.416,42.513
1691.537,0.08236,4.673,56.076,14.589,26.016,41.487
1731.812,0.08094,4.595,55.14,14.679,26.621,40.461
1772.086,0.07952,4.518,54.216,14.757,27.219,39.459
1812.361,0.0781,4.44,53.28,14.823,27.821,38.457
1852.636,0.07668,4.363,52.356,14.877,28.415,37.479
1892.91,0.07526,4.285,51.42,14.918,29.012,36.502
1933.185,0.07384,4.208,50.496,14.948,29.602,35.548
1973.46,0.07242,4.13,49.56,14.966,30.198,34.594
2013.735,0.071,4.053,48.636,14.972,30.784,33.664
2054.009,0.06958,3.975,47.7,14.966,31.375,32.734
2094.284,0.06816,3.897,46.764,14.948,31.965,31.816
2134.559,0.06674,3.82,45.84,14.918,32.544,30.922
2174.833,0.06532,3.742,44.904,14.876,33.128,30.028
2215.108,0.0639,3.665,43.98,14.823,33.704,29.157
