Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.174,20.389,244.668,0,0,244.668
41.221,0.17226,20.193,242.316,0.744,0.307,241.572
82.442,0.17052,19.997,239.964,1.472,0.613,238.492
123.663,0.16878,19.801,237.612,2.186,0.92,235.426
164.884,0.16704,19.605,235.26,2.884,1.226,232.376
206.105,0.1653,19.409,232.908,3.568,1.532,229.34
247.326,0.16356,19.212,230.544,4.236,1.837,226.308
288.547,0.16182,19.016,228.192,4.89,2.143,223.302
329.768,0.16008,18.82,225.84,5.528,2.448,220.312
370.989,0.15834,18.624,223.488,6.151,2.752,217.337
412.21,0.1566,18.428,221.136,6.76,3.057,214.376
453.431,0.15486,18.232,218.784,7.353,3.361,211.431
494.652,0.15312,18.036,216.432,7.932,3.665,208.5
535.873,0.15138,17.84,214.08,8.495,3.968,205.585
577.094,0.14964,17.644,211.728,9.043,4.271,202.685
618.315,0.1479,17.448,209.376,9.576,4.574,199.8
659.536,0.14616,17.252,207.024,10.095,4.876,196.929
700.758,0.14442,17.055,204.66,10.598,5.178,194.062
741.979,0.14268,16.859,202.308,11.086,5.48,191.222
783.2,0.14094,16.663,199.956,11.559,5.781,188.397
824.421,0.1392,16.467,197.604,12.018,6.082,185.586
865.642,0.13746,16.271,195.252,12.461,6.382,182.791
906.863,0.13572,16.075,192.9,12.889,6.682,180.011
948.084,0.13398,15.879,190.548,13.302,6.981,177.246
989.305,0.13224,15.683,188.196,13.7,7.28,174.496
1030.526,0.1305,15.487,185.844,14.083,7.578,171.761
1071.747,0.12876,15.291,183.492,14.451,7.876,169.041
1112.968,0.12702,15.095,181.14,14.804,8.173,166.336
1154.189,0.12528,14.898,178.776,15.142,8.47,163.634
1195.41,0.12354,14.702,176.424,15.465,8.766,160.959
1236.631,0.1218,14.506,174.072,15.773,9.061,158.299
1277.852,0.12006,14.31,171.72,16.066,9.356,155.654
1319.073,0.11832,14.114,169.368,16.344,9.65,153.024
1360.294,0.11658,13.918,167.016,16.607,9.943,150.409
1401.515,0.11484,13.722,164.664,16.855,10.236,147.809
1442.736,0.1131,13.526,162.312,17.087,10.527,145.225
1483.957,0.11136,13.33,159.96,17.305,10.818,142.655
1525.178,0.10962,13.134,157.608,17.508,11.109,140.1
1566.399,0.10788,12.938,155.256,17.696,11.398,137.56
1607.62,0.10614,12.741,152.892,17.869,11.687,135.023
1648.841,0.1044,12.545,150.54,18.026,11.974,132.514
1690.062,0.10266,12.349,148.188,18.169,12.261,130.019
1731.283,0.10092,12.153,145.836,18.297,12.546,127.539
1772.504,0.09918,11.957,143.484,18.409,12.83,125.075
1813.725,0.09744,11.761,141.132,18.507,13.113,122.625
1854.946,0.0957,11.565,138.78,18.59,13.395,120.19
1896.167,0.09396,11.369,136.428,18.657,13.675,117.771
1937.388,0.09222,11.173,134.076,18.71,13.955,115.366
1978.609,0.09048,10.977,131.724,18.747,14.232,112.977
2019.83,0.08874,10.781,129.372,18.77,14.509,110.602
2061.052,0.087,10.585,127.02,18.777,14.783,108.243
2102.273,0.08526,10.388,124.656,18.77,15.057,105.886
2143.494,0.08352,10.192,122.304,18.747,15.328,103.557
2184.715,0.08178,9.996,119.952,18.71,15.598,101.242
2225.936,0.08004,9.8,117.6,18.657,15.865,98.943
2267.157,0.0783,9.604,115.248,18.59,16.13,96.658
