Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.289,47.509,570.108,0,0,570.108
59.316,0.28611,47.054,564.648,1.777,0.315,562.871
118.633,0.28322,46.599,559.188,3.519,0.629,555.669
177.949,0.28033,46.144,553.728,5.224,0.943,548.504
237.265,0.27744,45.689,548.268,6.893,1.257,541.375
296.581,0.27455,45.234,542.808,8.527,1.571,534.281
355.898,0.27166,44.779,537.348,10.125,1.884,527.223
415.214,0.26877,44.324,531.888,11.686,2.197,520.202
474.53,0.26588,43.869,526.428,13.212,2.51,513.216
533.846,0.26299,43.414,520.968,14.702,2.822,506.266
593.163,0.2601,42.959,515.508,16.156,3.134,499.352
652.479,0.25721,42.504,510.048,17.575,3.446,492.473
711.795,0.25432,42.049,504.588,18.957,3.757,485.631
771.111,0.25143,41.594,499.128,20.303,4.068,478.825
830.428,0.24854,41.139,493.668,21.614,4.378,472.054
889.744,0.24565,40.684,488.208,22.888,4.688,465.32
949.06,0.24276,40.229,482.748,24.127,4.998,458.621
1008.376,0.23987,39.773,477.276,25.33,5.307,451.946
1067.693,0.23698,39.318,471.816,26.496,5.616,445.32
1127.009,0.23409,38.863,466.356,27.627,5.924,438.729
1186.325,0.2312,38.408,460.896,28.722,6.232,432.174
1245.641,0.22831,37.953,455.436,29.781,6.539,425.655
1304.958,0.22542,37.498,449.976,30.805,6.846,419.171
1364.274,0.22253,37.043,444.516,31.792,7.152,412.724
1423.59,0.21964,36.588,439.056,32.743,7.458,406.313
1482.906,0.21675,36.133,433.596,33.659,7.763,399.937
1542.223,0.21386,35.678,428.136,34.539,8.067,393.597
1601.539,0.21097,35.223,422.676,35.382,8.371,387.294
1660.855,0.20808,34.768,417.216,36.19,8.674,381.026
1720.171,0.20519,34.313,411.756,36.962,8.977,374.794
1779.488,0.2023,33.858,406.296,37.698,9.278,368.598
1838.804,0.19941,33.403,400.836,38.398,9.579,362.438
1898.12,0.19652,32.948,395.376,39.062,9.88,356.314
1957.436,0.19363,32.493,389.916,39.691,10.179,350.225
2016.753,0.19074,32.038,384.456,40.283,10.478,344.173
2076.069,0.18785,31.583,378.996,40.84,10.776,338.156
2135.385,0.18496,31.128,373.536,41.36,11.073,332.176
