Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.64,122.075,1464.9,0,0,1464.9
194.988,0.6336,120.88,1450.56,12.938,0.892,1437.622
389.976,0.6272,119.686,1436.232,25.614,1.783,1410.618
584.964,0.6208,118.491,1421.892,38.029,2.675,1383.863
779.951,0.6144,117.297,1407.564,50.182,3.565,1357.382
974.939,0.608,116.102,1393.224,62.074,4.455,1331.15
1169.927,0.6016,114.908,1378.896,73.705,5.345,1305.191
1364.915,0.5952,113.713,1364.556,85.074,6.235,1279.482
1559.903,0.5888,112.519,1350.228,96.182,7.123,1254.046
1754.891,0.5824,111.324,1335.888,107.029,8.012,1228.859
1949.878,0.576,110.129,1321.548,117.614,8.9,1203.934
2144.866,0.5696,108.935,1307.22,127.938,9.787,1179.282
2339.854,0.5632,107.74,1292.88,138,10.674,1154.88
2534.842,0.5568,106.546,1278.552,147.801,11.56,1130.751
2729.83,0.5504,105.351,1264.212,157.341,12.446,1106.871
2924.818,0.544,104.157,1249.884,166.62,13.331,1083.264
3119.805,0.5376,102.962,1235.544,175.637,14.215,1059.907
3314.793,0.5312,101.767,1221.204,184.392,15.099,1036.812
3509.781,0.5248,100.573,1206.876,192.887,15.982,1013.989
3704.769,0.5184,99.378,1192.536,201.12,16.865,991.416
3899.757,0.512,98.184,1178.208,209.091,17.747,969.117
4094.745,0.5056,96.989,1163.868,216.802,18.628,947.066
4289.732,0.4992,95.795,1149.54,224.25,19.508,925.29
4484.72,0.4928,94.6,1135.2,231.438,20.387,903.762
4679.708,0.4864,93.406,1120.872,238.364,21.266,882.508
4874.696,0.48,92.211,1106.532,245.029,22.144,861.503
5069.684,0.4736,91.016,1092.192,251.432,23.021,840.76
5264.672,0.4672,89.822,1077.864,257.574,23.897,820.29
5459.66,0.4608,88.627,1063.524,263.455,24.772,800.069
5654.647,0.4544,87.433,1049.196,269.074,25.646,780.122
5849.635,0.448,86.238,1034.856,274.432,26.519,760.424
6044.623,0.4416,85.044,1020.528,279.529,27.391,740.999
6239.611,0.4352,83.849,1006.188,284.364,28.262,721.824
6434.599,0.4288,82.655,991.86,288.938,29.131,702.922
6629.587,0.4224,81.46,977.52,293.251,29.999,684.269
6824.574,0.416,80.265,963.18,297.302,30.867,665.878
7019.562,0.4096,79.071,948.852,301.092,31.732,647.76
7214.55,0.4032,77.876,934.512,304.62,32.597,629.892
7409.538,0.3968,76.682,920.184,307.887,33.459,612.297
7604.526,0.3904,75.487,905.844,310.893,34.321,594.951
7799.514,0.384,74.293,891.516,313.637,35.18,577.879
7994.501,0.3776,73.098,877.176,316.12,36.038,561.056
8189.489,0.3712,71.903,862.836,318.342,36.895,544.494
8384.477,0.3648,70.709,848.508,320.302,37.749,528.206
8579.465,0.3584,69.514,834.168,322.001,38.601,512.167
8774.453,0.352,68.32,819.84,323.438,39.451,496.402
8969.441,0.3456,67.125,805.5,324.614,40.3,480.886
9164.428,0.3392,65.931,791.172,325.529,41.145,465.643
9359.416,0.3328,64.736,776.832,326.183,41.989,450.649
9554.404,0.3264,63.542,762.504,326.575,42.829,435.929
9749.392,0.32,62.347,748.164,326.705,43.668,421.459
9944.38,0.3136,61.152,733.824,326.575,44.503,407.249
10139.368,0.3072,59.958,719.496,326.183,45.335,393.313
10334.356,0.3008,58.763,705.156,325.529,46.164,379.627
10529.343,0.2944,57.569,690.828,324.614,46.989,366.214
10724.331,0.288,56.374,676.488,323.438,47.811,353.05
10919.319,0.2816,55.18,662.16,322.001,48.629,340.159
11114.307,0.2752,53.985,647.82,320.302,49.443,327.518
11309.295,0.2688,52.791,633.492,318.342,50.252,315.15
11504.283,0.2624,51.596,619.152,316.12,51.057,303.032
11699.27,0.256,50.401,604.812,313.637,51.857,291.175
11894.258,0.2496,49.207,590.484,310.893,52.651,279.591
12089.246,0.2432,48.012,576.144,307.887,53.439,268.257
12284.234,0.2368,46.818,561.816,304.62,54.221,257.196
12479.222,0.2304,45.623,547.476,301.092,54.996,246.384
12674.21,0.224,44.429,533.148,297.302,55.764,235.846
12869.197,0.2176,43.234,518.808,293.251,56.524,225.557
13064.185,0.2112,42.039,504.468,288.938,57.276,215.53
13259.173,0.2048,40.845,490.14,284.364,58.017,205.776
13454.161,0.1984,39.65,475.8,279.529,58.749,196.271
13649.149,0.192,38.456,461.472,274.432,59.469,187.04
13844.137,0.1856,37.261,447.132,269.074,60.178,178.058
14039.124,0.1792,36.067,432.804,263.455,60.872,169.349
14234.112,0.1728,34.872,418.464,257.574,61.552,160.89
14429.1,0.1664,33.678,404.136,251.432,62.215,152.704
14624.088,0.16,32.483,389.796,245.029,62.861,144.767
14819.076,0.1536,31.288,375.456,238.364,63.487,137.092
15014.064,0.1472,30.094,361.128,231.438,64.088,129.69
15209.052,0.1408,28.899,346.788,224.25,64.665,122.538
15404.039,0.1344,27.705,332.46,216.802,65.211,115.658
15599.027,0.128,26.51,318.12,209.091,65.727,109.029
15794.015,0.1216,25.316,303.792,201.12,66.203,102.672
15989.003,0.1152,24.121,289.452,192.887,66.639,96.565
16183.991,0.1088,22.927,275.124,184.392,67.021,90.732
16378.979,0.1024,21.732,260.784,175.637,67.35,85.147
16573.966,0.096,20.537,246.444,166.62,67.61,79.824
16768.954,0.0896,19.343,232.116,157.341,67.786,74.775
16963.942,0.0832,18.148,217.776,147.801,67.868,69.975
17158.93,0.0768,16.954,203.448,138,67.831,65.448
17353.918,0.0704,15.759,189.108,127.938,67.653,61.17
17548.906,0.064,14.565,174.78,117.614,67.293,57.166
17743.893,0.0576,13.37,160.44,107.029,66.71,53.411
17938.881,0.0512,12.175,146.1,96.182,65.833,49.918
18133.869,0.0448,10.981,131.772,85.074,64.562,46.698
18328.857,0.0384,9.786,117.432,73.705,62.764,43.727
18523.845,0.032,8.592,103.104,62.074,60.205,41.03
18718.833,0.0256,7.397,88.764,50.182,56.534,38.582
18913.82,0.0192,6.203,74.436,38.028,51.088,36.408
