Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
7460.435,0.06545,12.45,149.4,51.133,34.226,98.267
7550.32,0.0616,11.833,141.996,48.705,34.3,93.291
7640.205,0.05775,11.215,134.58,46.205,34.333,88.375
7730.089,0.0539,10.597,127.164,43.632,34.312,83.532
7819.974,0.05005,9.98,119.76,40.986,34.223,78.774
7909.859,0.0462,9.362,112.344,38.268,34.063,74.076
7999.744,0.04235,8.745,104.94,35.478,33.808,69.462
8089.628,0.0385,8.127,97.524,32.615,33.443,64.909
8179.513,0.03465,7.509,90.108,29.68,32.938,60.428
8269.398,0.0308,6.892,82.704,26.672,32.25,56.032
8359.283,0.02695,6.274,75.288,23.592,31.336,51.696
8449.167,0.0231,5.657,67.884,20.439,30.109,47.445
8539.052,0.01925,5.039,60.468,17.213,28.466,43.255
8628.937,0.0154,4.421,53.052,13.916,26.231,39.136
8718.822,0.01155,3.804,45.648,10.546,23.103,35.102
8808.706,0.0077,3.186,38.232,7.103,18.579,31.129
8898.591,0.00385,2.569,30.828,3.588,11.639,27.24
8988.476,0,1.951,23.412,0,0,23.412
