Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.339,44.309,531.708,0,0,531.708
64.633,0.33561,43.876,526.512,2.272,0.432,524.24
129.266,0.33222,43.443,521.316,4.497,0.863,516.819
193.899,0.32883,43.009,516.108,6.677,1.294,509.431
258.532,0.32544,42.576,510.912,8.811,1.725,502.101
323.165,0.32205,42.143,505.716,10.899,2.155,494.817
387.797,0.31866,41.71,500.52,12.941,2.586,487.579
452.43,0.31527,41.277,495.324,14.937,3.016,480.387
517.063,0.31188,40.844,490.128,16.887,3.445,473.241
581.696,0.30849,40.41,484.92,18.792,3.875,466.128
646.329,0.3051,39.977,479.724,20.65,4.305,459.074
710.962,0.30171,39.544,474.528,22.463,4.734,452.065
775.595,0.29832,39.111,469.332,24.23,5.163,445.102
840.228,0.29493,38.678,464.136,25.95,5.591,438.186
904.861,0.29154,38.244,458.928,27.625,6.019,431.303
969.494,0.28815,37.811,453.732,29.254,6.447,424.478
1034.127,0.28476,37.378,448.536,30.838,6.875,417.698
1098.759,0.28137,36.945,443.34,32.375,7.303,410.965
1163.392,0.27798,36.512,438.144,33.866,7.729,404.278
1228.025,0.27459,36.079,432.948,35.312,8.156,397.636
1292.658,0.2712,35.645,427.74,36.711,8.583,391.029
1357.291,0.26781,35.212,422.544,38.065,9.009,384.479
1421.924,0.26442,34.779,417.348,39.373,9.434,377.975
1486.557,0.26103,34.346,412.152,40.635,9.859,371.517
1551.19,0.25764,33.913,406.956,41.851,10.284,365.105
1615.823,0.25425,33.48,401.76,43.021,10.708,358.739
1680.456,0.25086,33.046,396.552,44.146,11.132,352.406
1745.089,0.24747,32.613,391.356,45.224,11.556,346.132
1809.721,0.24408,32.18,386.16,46.256,11.978,339.904
1874.354,0.24069,31.747,380.964,47.243,12.401,333.721
1938.987,0.2373,31.314,375.768,48.184,12.823,327.584
2003.62,0.23391,30.88,370.56,49.079,13.245,321.481
2068.253,0.23052,30.447,365.364,49.928,13.665,315.436
2132.886,0.22713,30.014,360.168,50.731,14.085,309.437
2197.519,0.22374,29.581,354.972,51.488,14.505,303.484
2262.152,0.22035,29.148,349.776,52.199,14.924,297.577
2326.785,0.21696,28.715,344.58,52.865,15.342,291.715
2391.418,0.21357,28.281,339.372,53.484,15.76,285.888
2456.051,0.21018,27.848,334.176,54.058,16.177,280.118
2520.683,0.20679,27.415,328.98,54.585,16.592,274.395
2585.316,0.2034,26.982,323.784,55.067,17.007,268.717
2649.949,0.20001,26.549,318.588,55.503,17.422,263.085
2714.582,0.19662,26.115,313.38,55.893,17.836,257.487
2779.215,0.19323,25.682,308.184,56.237,18.248,251.947
2843.848,0.18984,25.249,302.988,56.536,18.659,246.452
2908.481,0.18645,24.816,297.792,56.788,19.07,241.004
2973.114,0.18306,24.383,292.596,56.995,19.479,235.601
3037.747,0.17967,23.95,287.4,57.155,19.887,230.245
3102.38,0.17628,23.516,282.192,57.27,20.295,224.922
3167.013,0.17289,23.083,276.996,57.339,20.7,219.657
3231.646,0.1695,22.65,271.8,57.362,21.104,214.438
3296.278,0.16611,22.217,266.604,57.339,21.507,209.265
3360.911,0.16272,21.784,261.408,57.27,21.908,204.138
3425.544,0.15933,21.35,256.2,57.155,22.309,199.045
3490.177,0.15594,20.917,251.004,56.995,22.707,194.009
3554.81,0.15255,20.484,245.808,56.788,23.103,189.02
3619.443,0.14916,20.051,240.612,56.536,23.497,184.076
3684.076,0.14577,19.618,235.416,56.237,23.888,179.179
3748.709,0.14238,19.185,230.22,55.893,24.278,174.327
3813.342,0.13899,18.751,225.012,55.503,24.667,169.509
3877.975,0.1356,18.318,219.816,55.067,25.051,164.749
3942.608,0.13221,17.885,214.62,54.585,25.433,160.035
4007.24,0.12882,17.452,209.424,54.058,25.813,155.366
4071.873,0.12543,17.019,204.228,53.484,26.188,150.744
4136.506,0.12204,16.585,199.02,52.865,26.563,146.155
4201.139,0.11865,16.152,193.824,52.199,26.931,141.625
4265.772,0.11526,15.719,188.628,51.488,27.296,137.14
4330.405,0.11187,15.286,183.432,50.731,27.657,132.701
4395.038,0.10848,14.853,178.236,49.928,28.012,128.308
4459.671,0.10509,14.42,173.04,49.079,28.363,123.961
4524.304,0.1017,13.986,167.832,48.184,28.71,119.648
4588.937,0.09831,13.553,162.636,47.243,29.048,115.393
4653.57,0.09492,13.12,157.44,46.256,29.38,111.184
4718.202,0.09153,12.687,152.244,45.224,29.705,107.02
4782.835,0.08814,12.254,147.048,44.146,30.021,102.902
4847.468,0.08475,11.821,141.852,43.021,30.328,98.831
4912.101,0.08136,11.387,136.644,41.851,30.628,94.793
4976.734,0.07797,10.954,131.448,40.635,30.913,90.813
5041.367,0.07458,10.521,126.252,39.373,31.186,86.879
5106,0.07119,10.088,121.056,38.065,31.444,82.991
5170.633,0.0678,9.655,115.86,36.711,31.686,79.149
5235.266,0.06441,9.221,110.652,35.312,31.913,75.34
5299.899,0.06102,8.788,105.456,33.866,32.114,71.59
5364.532,0.05763,8.355,100.26,32.375,32.291,67.885
