Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.08,4.33,51.96,0,0,51.96
27.692,0.0792,4.289,51.468,0.23,0.447,51.238
55.384,0.0784,4.249,50.988,0.455,0.892,50.533
83.076,0.0776,4.208,50.496,0.675,1.337,49.821
110.768,0.0768,4.167,50.004,0.891,1.782,49.113
138.46,0.076,4.126,49.512,1.102,2.226,48.41
166.152,0.0752,4.086,49.032,1.308,2.668,47.724
193.844,0.0744,4.045,48.54,1.51,3.111,47.03
221.536,0.0736,4.004,48.048,1.707,3.553,46.341
249.228,0.0728,3.963,47.556,1.9,3.995,45.656
276.92,0.072,3.923,47.076,2.088,4.435,44.988
304.611,0.0712,3.882,46.584,2.271,4.875,44.313
332.303,0.0704,3.841,46.092,2.45,5.315,43.642
359.995,0.0696,3.8,45.6,2.624,5.754,42.976
387.687,0.0688,3.76,45.12,2.793,6.19,42.327
415.379,0.068,3.719,44.628,2.958,6.628,41.67
443.071,0.0672,3.678,44.136,3.118,7.065,41.018
470.763,0.0664,3.637,43.644,3.273,7.499,40.371
498.455,0.0656,3.597,43.164,3.424,7.933,39.74
526.147,0.0648,3.556,42.672,3.57,8.366,39.102
553.839,0.064,3.515,42.18,3.712,8.8,38.468
581.531,0.0632,3.474,41.688,3.849,9.233,37.839
609.223,0.0624,3.434,41.208,3.981,9.661,37.227
636.915,0.0616,3.393,40.716,4.109,10.092,36.607
664.607,0.0608,3.352,40.224,4.232,10.521,35.992
692.299,0.06,3.311,39.732,4.35,10.948,35.382
719.991,0.0592,3.271,39.252,4.464,11.373,34.788
747.683,0.0584,3.23,38.76,4.573,11.798,34.187
775.375,0.0576,3.189,38.268,4.677,12.222,33.591
803.067,0.0568,3.148,37.776,4.777,12.646,32.999
830.759,0.056,3.108,37.296,4.872,13.063,32.424
858.45,0.0552,3.067,36.804,4.962,13.482,31.842
886.142,0.0544,3.026,36.312,5.048,13.902,31.264
913.834,0.0536,2.985,35.82,5.129,14.319,30.691
941.526,0.0528,2.945,35.34,5.206,14.731,30.134
969.218,0.052,2.904,34.848,5.278,15.146,29.57
996.91,0.0512,2.863,34.356,5.345,15.558,29.011
1024.602,0.0504,2.822,33.864,5.408,15.97,28.456
1052.294,0.0496,2.782,33.384,5.466,16.373,27.918
1079.986,0.0488,2.741,32.892,5.519,16.779,27.373
1107.678,0.048,2.7,32.4,5.568,17.185,26.832
1135.37,0.0472,2.659,31.908,5.612,17.588,26.296
1163.062,0.0464,2.619,31.428,5.651,17.981,25.777
1190.754,0.0456,2.578,30.936,5.686,18.38,25.25
1218.446,0.0448,2.537,30.444,5.716,18.775,24.728
1246.138,0.044,2.496,29.952,5.742,19.171,24.21
1273.83,0.0432,2.456,29.472,5.763,19.554,23.709
1301.522,0.0424,2.415,28.98,5.779,19.941,23.201
1329.214,0.0416,2.374,28.488,5.791,20.328,22.697
1356.906,0.0408,2.333,27.996,5.797,20.707,22.199
1384.598,0.04,2.293,27.516,5.8,21.079,21.716
1412.289,0.0392,2.252,27.024,5.797,21.451,21.227
1439.981,0.0384,2.211,26.532,5.791,21.826,20.741
1467.673,0.0376,2.17,26.04,5.779,22.193,20.261
1495.365,0.0368,2.13,25.56,5.763,22.547,19.797
1523.057,0.036,2.089,25.068,5.742,22.906,19.326
1550.749,0.0352,2.048,24.576,5.716,23.258,18.86
1578.441,0.0344,2.007,24.084,5.686,23.609,18.398
1606.133,0.0336,1.967,23.604,5.651,23.941,17.953
1633.825,0.0328,1.926,23.112,5.612,24.282,17.5
1661.517,0.032,1.885,22.62,5.568,24.615,17.052
1689.209,0.0312,1.844,22.128,5.519,24.941,16.609
1716.901,0.0304,1.804,21.648,5.466,25.249,16.182
