Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.167,9.352,112.224,0,0,112.224
49.747,0.16533,9.261,111.132,0.861,0.775,110.271
99.494,0.16366,9.171,110.052,1.705,1.549,108.347
149.241,0.16199,9.08,108.96,2.532,2.324,106.428
198.988,0.16032,8.989,107.868,3.341,3.097,104.527
248.735,0.15865,8.899,106.788,4.132,3.869,102.656
298.483,0.15698,8.808,105.696,4.907,4.643,100.789
348.23,0.15531,8.717,104.604,5.664,5.415,98.94
397.977,0.15364,8.627,103.524,6.403,6.185,97.121
447.724,0.15197,8.536,102.432,7.125,6.956,95.307
497.471,0.1503,8.445,101.34,7.83,7.726,93.51
547.218,0.14863,8.355,100.26,8.517,8.495,91.743
596.965,0.14696,8.264,99.168,9.187,9.264,89.981
646.712,0.14529,8.173,98.076,9.84,10.033,88.236
696.459,0.14362,8.083,96.996,10.475,10.799,86.521
746.206,0.14195,7.992,95.904,11.092,11.566,84.812
795.953,0.14028,7.901,94.812,11.693,12.333,83.119
845.701,0.13861,7.811,93.732,12.276,13.097,81.456
895.448,0.13694,7.72,92.64,12.841,13.861,79.799
945.195,0.13527,7.629,91.548,13.389,14.625,78.159
994.942,0.1336,7.539,90.468,13.92,15.387,76.548
1044.689,0.13193,7.448,89.376,14.433,16.149,74.943
1094.436,0.13026,7.357,88.284,14.929,16.91,73.355
1144.183,0.12859,7.267,87.204,15.407,17.668,71.797
1193.93,0.12692,7.176,86.112,15.869,18.428,70.243
1243.677,0.12525,7.086,85.032,16.312,19.183,68.72
1293.424,0.12358,6.995,83.94,16.739,19.942,67.201
1343.171,0.12191,6.904,82.848,17.147,20.697,65.701
1392.919,0.12024,6.814,81.768,17.539,21.45,64.229
1442.666,0.11857,6.723,80.676,17.913,22.204,62.763
1492.413,0.1169,6.632,79.584,18.27,22.957,61.314
1542.16,0.11523,6.542,78.504,18.609,23.705,59.895
1591.907,0.11356,6.451,77.412,18.931,24.455,58.481
1641.654,0.11189,6.36,76.32,19.235,25.203,57.085
1691.401,0.11022,6.27,75.24,19.523,25.948,55.717
1741.148,0.10855,6.179,74.148,19.792,26.693,54.356
1790.895,0.10688,6.088,73.056,20.044,27.436,53.012
1840.642,0.10521,5.998,71.976,20.279,28.175,51.697
1890.389,0.10354,5.907,70.884,20.497,28.916,50.387
1940.137,0.10187,5.816,69.792,20.697,29.655,49.095
1989.884,0.1002,5.726,68.712,20.88,30.388,47.832
2039.631,0.09853,5.635,67.62,21.045,31.122,46.575
2089.378,0.09686,5.544,66.528,21.193,31.856,45.335
2139.125,0.09519,5.454,65.448,21.323,32.58,44.125
2188.872,0.09352,5.363,64.356,21.436,33.308,42.92
2238.619,0.09185,5.272,63.264,21.532,34.035,41.732
2288.366,0.09018,5.182,62.184,21.61,34.752,40.574
2338.113,0.08851,5.091,61.092,21.671,35.473,39.421
2387.86,0.08684,5,60,21.715,36.192,38.285
2437.607,0.08517,4.91,58.92,21.741,36.899,37.179
2487.355,0.0835,4.819,57.828,21.75,37.612,36.078
2537.102,0.08183,4.728,56.736,21.741,38.32,34.995
2586.849,0.08016,4.638,55.656,21.715,39.016,33.941
2636.596,0.07849,4.547,54.564,21.671,39.717,32.893
2686.343,0.07682,4.456,53.472,21.61,40.414,31.862
2736.09,0.07515,4.366,52.392,21.532,41.098,30.86
2785.837,0.07348,4.275,51.3,21.436,41.786,29.864
2835.584,0.07181,4.184,50.208,21.323,42.469,28.885
2885.331,0.07014,4.094,49.128,21.193,43.138,27.935
2935.078,0.06847,4.003,48.036,21.045,43.811,26.991
2984.825,0.0668,3.912,46.944,20.88,44.479,26.064
3034.572,0.06513,3.822,45.864,20.697,45.127,25.167
3084.32,0.06346,3.731,44.772,20.497,45.781,24.275
3134.067,0.06179,3.64,43.68,20.279,46.426,23.401
3183.814,0.06012,3.55,42.6,20.045,47.054,22.555
3233.561,0.05845,3.459,41.508,19.792,47.682,21.716
3283.308,0.05678,3.368,40.416,19.523,48.305,20.893
3333.055,0.05511,3.278,39.336,19.235,48.899,20.101
3382.802,0.05344,3.187,38.244,18.931,49.501,19.313
3432.549,0.05177,3.096,37.152,18.609,50.089,18.543
3482.296,0.0501,3.006,36.072,18.27,50.649,17.802
3532.043,0.04843,2.915,34.98,17.913,51.209,17.067
3581.79,0.04676,2.824,33.888,17.539,51.756,16.349
3631.538,0.04509,2.734,32.808,17.147,52.265,15.661
3681.285,0.04342,2.643,31.716,16.739,52.778,14.977
3731.032,0.04175,2.553,30.636,16.312,53.245,14.324
3780.779,0.04008,2.462,29.544,15.869,53.713,13.675
3830.526,0.03841,2.371,28.452,15.407,54.151,13.045
3880.273,0.03674,2.281,27.372,14.929,54.541,12.443
3930.02,0.03507,2.19,26.28,14.433,54.92,11.847
3979.767,0.0334,2.099,25.188,13.92,55.264,11.268
4029.514,0.03173,2.009,24.108,13.389,55.538,10.719
4079.261,0.03006,1.918,23.016,12.841,55.792,10.175
4129.008,0.02839,1.827,21.924,12.276,55.993,9.648
4178.756,0.02672,1.737,20.844,11.693,56.098,9.151
4228.503,0.02505,1.646,19.752,11.092,56.156,8.66
4278.25,0.02338,1.555,18.66,10.475,56.136,8.185
