Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
4327.997,0.02171,1.465,17.58,9.84,55.973,7.74
4377.744,0.02004,1.374,16.488,9.187,55.719,7.301
4427.491,0.01837,1.283,15.396,8.517,55.32,6.879
4477.238,0.0167,1.193,14.316,7.83,54.694,6.486
4526.985,0.01503,1.102,13.224,7.125,53.879,6.099
4576.732,0.01336,1.011,12.132,6.403,52.778,5.729
4626.479,0.01169,0.921,11.052,5.664,51.249,5.388
4676.226,0.01002,0.83,9.96,4.907,49.267,5.053
4725.974,0.00835,0.739,8.868,4.132,46.594,4.736
4775.721,0.00668,0.649,7.788,3.341,42.899,4.447
4825.468,0.00501,0.558,6.696,2.532,37.814,4.164
4875.215,0.00334,0.467,5.604,1.705,30.425,3.899
4924.962,0.00167,0.377,4.524,0.861,19.032,3.663
4974.709,0,0.286,3.432,0,0,3.432
