Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.088,5.096,61.152,0,0,61.152
28.573,0.08712,5.048,60.576,0.261,0.431,60.315
57.147,0.08624,5.001,60.012,0.516,0.86,59.496
85.72,0.08536,4.953,59.436,0.766,1.289,58.67
114.293,0.08448,4.906,58.872,1.011,1.717,57.861
142.866,0.0836,4.858,58.296,1.251,2.146,57.045
171.44,0.08272,4.811,57.732,1.485,2.572,56.247
200.013,0.08184,4.763,57.156,1.714,2.999,55.442
228.586,0.08096,4.715,56.58,1.938,3.425,54.642
257.16,0.08008,4.668,56.016,2.157,3.851,53.859
285.733,0.0792,4.62,55.44,2.37,4.275,53.07
314.306,0.07832,4.573,54.876,2.578,4.698,52.298
342.879,0.07744,4.525,54.3,2.781,5.122,51.519
371.453,0.07656,4.477,53.724,2.978,5.543,50.746
400.026,0.07568,4.43,53.16,3.17,5.963,49.99
428.599,0.0748,4.382,52.584,3.357,6.384,49.227
457.172,0.07392,4.335,52.02,3.539,6.803,48.481
485.746,0.07304,4.287,51.444,3.715,7.221,47.729
514.319,0.07216,4.24,50.88,3.886,7.638,46.994
542.892,0.07128,4.192,50.304,4.052,8.055,46.252
571.466,0.0704,4.144,49.728,4.213,8.472,45.515
600.039,0.06952,4.097,49.164,4.368,8.885,44.796
628.612,0.06864,4.049,48.588,4.518,9.299,44.07
657.185,0.06776,4.002,48.024,4.663,9.71,43.361
685.759,0.06688,3.954,47.448,4.803,10.123,42.645
714.332,0.066,3.907,46.884,4.937,10.53,41.947
742.905,0.06512,3.859,46.308,5.066,10.94,41.242
771.479,0.06424,3.811,45.732,5.19,11.349,40.542
800.052,0.06336,3.764,45.168,5.308,11.752,39.86
828.625,0.06248,3.716,44.592,5.422,12.159,39.17
857.198,0.0616,3.669,44.028,5.53,12.56,38.498
885.772,0.06072,3.621,43.452,5.632,12.961,37.82
914.345,0.05984,3.573,42.876,5.73,13.364,37.146
942.918,0.05896,3.526,42.312,5.822,13.76,36.49
971.492,0.05808,3.478,41.736,5.909,14.158,35.827
1000.065,0.0572,3.431,41.172,5.99,14.549,35.182
1028.638,0.05632,3.383,40.596,6.067,14.945,34.529
1057.211,0.05544,3.336,40.032,6.138,15.333,33.894
1085.785,0.05456,3.288,39.456,6.204,15.724,33.252
1114.358,0.05368,3.24,38.88,6.264,16.111,32.616
1142.931,0.0528,3.193,38.316,6.319,16.492,31.997
1171.504,0.05192,3.145,37.74,6.37,16.879,31.37
1200.078,0.05104,3.098,37.176,6.414,17.253,30.762
1228.651,0.05016,3.05,36.6,6.454,17.634,30.146
1257.224,0.04928,3.002,36.024,6.488,18.01,29.536
1285.798,0.0484,2.955,35.46,6.517,18.378,28.943
1314.371,0.04752,2.907,34.884,6.541,18.751,28.343
1342.944,0.04664,2.86,34.32,6.559,19.111,27.761
1371.517,0.04576,2.812,33.744,6.572,19.476,27.172
1400.091,0.04488,2.765,33.18,6.58,19.831,26.6
1428.664,0.044,2.717,32.604,6.583,20.191,26.021
1457.237,0.04312,2.669,32.028,6.58,20.545,25.448
1485.811,0.04224,2.622,31.464,6.572,20.887,24.892
1514.384,0.04136,2.574,30.888,6.559,21.235,24.329
1542.957,0.04048,2.527,30.324,6.541,21.57,23.783
1571.53,0.0396,2.479,29.748,6.517,21.907,23.231
1600.104,0.03872,2.432,29.184,6.488,22.231,22.696
1628.677,0.03784,2.384,28.608,6.454,22.56,22.154
1657.25,0.03696,2.336,28.032,6.414,22.881,21.618
1685.824,0.03608,2.289,27.468,6.37,23.191,21.098
1714.397,0.0352,2.241,26.892,6.319,23.498,20.573
1742.97,0.03432,2.194,26.328,6.264,23.792,20.064
1771.543,0.03344,2.146,25.752,6.204,24.091,19.548
1800.117,0.03256,2.098,25.176,6.138,24.38,19.038
1828.69,0.03168,2.051,24.612,6.067,24.651,18.545
1857.263,0.0308,2.003,24.036,5.99,24.921,18.046
1885.836,0.02992,1.956,23.472,5.909,25.175,17.563
1914.41,0.02904,1.908,22.896,5.822,25.428,17.074
1942.983,0.02816,1.861,22.332,5.73,25.658,16.602
1971.556,0.02728,1.813,21.756,5.632,25.887,16.124
2000.13,0.0264,1.765,21.18,5.53,26.11,15.65
2028.703,0.02552,1.718,20.616,5.422,26.3,15.194
2057.276,0.02464,1.67,20.04,5.308,26.487,14.732
2085.849,0.02376,1.623,19.476,5.19,26.648,14.286
2114.423,0.02288,1.575,18.9,5.066,26.804,13.834
2142.996,0.022,1.528,18.336,4.937,26.925,13.399
2171.569,0.02112,1.48,17.76,4.803,27.044,12.957
2200.143,0.02024,1.432,17.184,4.663,27.136,12.521
2228.716,0.01936,1.385,16.62,4.518,27.184,12.102
2257.289,0.01848,1.337,16.044,4.368,27.225,11.676
2285.862,0.0176,1.29,15.48,4.213,27.216,11.267
2314.436,0.01672,1.242,14.904,4.052,27.187,10.852
2343.009,0.01584,1.194,14.328,3.886,27.122,10.442
2371.582,0.01496,1.147,13.764,3.715,26.991,10.049
2400.156,0.01408,1.099,13.188,3.539,26.835,9.649
2428.729,0.0132,1.052,12.624,3.357,26.592,9.267
2457.302,0.01232,1.004,12.048,3.17,26.311,8.878
2485.875,0.01144,0.957,11.484,2.978,25.932,8.506
2514.449,0.01056,0.909,10.908,2.781,25.495,8.127
2543.022,0.00968,0.861,10.332,2.578,24.952,7.754
2571.595,0.0088,0.814,9.768,2.37,24.263,7.398
2600.168,0.00792,0.766,9.192,2.157,23.466,7.035
2628.742,0.00704,0.719,8.628,1.938,22.462,6.69
2657.315,0.00616,0.671,8.052,1.714,21.287,6.338
2685.888,0.00528,0.623,7.476,1.485,19.864,5.991
2714.462,0.0044,0.576,6.912,1.251,18.099,5.661
2743.035,0.00352,0.528,6.336,1.011,15.956,5.325
2771.608,0.00264,0.481,5.772,0.766,13.271,5.006
2800.181,0.00176,0.433,5.196,0.516,9.931,4.68
2828.755,0.00088,0.386,4.632,0.261,5.635,4.371
2857.328,0,0.338,4.056,0,0,4.056
