Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.16,9.046,108.552,0,0,108.552
50.31,0.1584,8.958,107.496,0.835,0.777,106.661
100.62,0.1568,8.87,106.44,1.652,1.552,104.788
150.93,0.1552,8.781,105.372,2.453,2.328,102.919
201.24,0.1536,8.693,104.316,3.237,3.103,101.079
251.55,0.152,8.605,103.26,4.004,3.878,99.256
301.86,0.1504,8.517,102.204,4.754,4.651,97.45
352.17,0.1488,8.428,101.136,5.488,5.426,95.648
402.48,0.1472,8.34,100.08,6.204,6.199,93.876
452.79,0.1456,8.252,99.024,6.904,6.972,92.12
503.1,0.144,8.164,97.968,7.587,7.744,90.381
553.41,0.1424,8.075,96.9,8.253,8.517,88.647
603.72,0.1408,7.987,95.844,8.902,9.288,86.942
654.03,0.1392,7.899,94.788,9.534,10.058,85.254
704.34,0.1376,7.811,93.732,10.149,10.828,83.583
754.65,0.136,7.723,92.676,10.748,11.597,81.928
804.96,0.1344,7.634,91.608,11.329,12.367,80.279
855.271,0.1328,7.546,90.552,11.894,13.135,78.658
905.581,0.1312,7.458,89.496,12.442,13.902,77.054
955.891,0.1296,7.37,88.44,12.973,14.669,75.467
1006.201,0.128,7.281,87.372,13.487,15.436,73.885
1056.511,0.1264,7.193,86.316,13.985,16.202,72.331
1106.821,0.1248,7.105,85.26,14.465,16.966,70.795
1157.131,0.1232,7.017,84.204,14.929,17.73,69.275
1207.441,0.1216,6.928,83.136,15.375,18.494,67.761
1257.751,0.12,6.84,82.08,15.805,19.256,66.275
1308.061,0.1184,6.752,81.024,16.218,20.016,64.806
1358.371,0.1168,6.664,79.968,16.615,20.777,63.353
1408.681,0.1152,6.576,78.912,16.994,21.535,61.918
1458.991,0.1136,6.487,77.844,17.356,22.296,60.488
1509.301,0.112,6.399,76.788,17.702,23.053,59.086
1559.611,0.1104,6.311,75.732,18.031,23.809,57.701
1609.921,0.1088,6.223,74.676,18.343,24.563,56.333
1660.231,0.1072,6.134,73.608,18.638,25.321,54.97
1710.541,0.1056,6.046,72.552,18.916,26.072,53.636
1760.851,0.104,5.958,71.496,19.177,26.822,52.319
1811.161,0.1024,5.87,70.44,19.422,27.572,51.018
1861.471,0.1008,5.781,69.372,19.649,28.324,49.723
1911.781,0.0992,5.693,68.316,19.86,29.071,48.456
1962.091,0.0976,5.605,67.26,20.054,29.816,47.206
2012.401,0.096,5.517,66.204,20.231,30.559,45.973
2062.711,0.0944,5.429,65.148,20.391,31.3,44.757
2113.021,0.0928,5.34,64.08,20.534,32.044,43.546
2163.331,0.0912,5.252,63.024,20.661,32.783,42.363
2213.641,0.0896,5.164,61.968,20.77,33.517,41.198
2263.951,0.088,5.076,60.912,20.863,34.251,40.049
2314.261,0.0864,4.987,59.844,20.939,34.989,38.905
2364.571,0.0848,4.899,58.788,20.998,35.718,37.79
2414.881,0.0832,4.811,57.732,21.04,36.444,36.692
2465.191,0.0816,4.723,56.676,21.065,37.167,35.611
2515.502,0.08,4.635,55.62,21.074,37.889,34.546
2565.812,0.0784,4.546,54.552,21.065,38.615,33.487
2616.122,0.0768,4.458,53.496,21.04,39.33,32.456
2666.432,0.0752,4.37,52.44,20.998,40.042,31.442
2716.742,0.0736,4.282,51.384,20.939,40.75,30.445
2767.052,0.072,4.193,50.316,20.863,41.464,29.453
2817.362,0.0704,4.105,49.26,20.77,42.164,28.49
2867.672,0.0688,4.017,48.204,20.661,42.862,27.543
2917.982,0.0672,3.929,47.148,20.534,43.552,26.614
2968.292,0.0656,3.84,46.08,20.391,44.251,25.689
3018.602,0.064,3.752,45.024,20.231,44.934,24.793
3068.912,0.0624,3.664,43.968,20.054,45.61,23.914
3119.222,0.0608,3.576,42.912,19.86,46.281,23.052
3169.532,0.0592,3.488,41.856,19.649,46.944,22.207
3219.842,0.0576,3.399,40.788,19.422,47.617,21.366
3270.152,0.056,3.311,39.732,19.177,48.266,20.555
3320.462,0.0544,3.223,38.676,18.916,48.909,19.76
3370.772,0.0528,3.135,37.62,18.638,49.543,18.982
3421.082,0.0512,3.046,36.552,18.343,50.183,18.209
3471.392,0.0496,2.958,35.496,18.031,50.797,17.465
3521.702,0.048,2.87,34.44,17.702,51.4,16.738
3572.012,0.0464,2.782,33.384,17.356,51.989,16.028
3622.322,0.0448,2.693,32.316,16.994,52.587,15.322
3672.632,0.0432,2.605,31.26,16.615,53.151,14.645
3722.942,0.0416,2.517,30.204,16.218,53.695,13.986
3773.252,0.04,2.429,29.148,15.805,54.223,13.343
3823.562,0.0384,2.341,28.092,15.375,54.731,12.717
3873.872,0.0368,2.252,27.024,14.929,55.243,12.095
3924.182,0.0352,2.164,25.968,14.465,55.703,11.503
3974.492,0.0336,2.076,24.912,13.985,56.138,10.927
4024.802,0.032,1.988,23.856,13.487,56.535,10.369
4075.112,0.0304,1.899,22.788,12.973,56.929,9.815
4125.422,0.0288,1.811,21.732,12.442,57.252,9.29
4175.732,0.0272,1.723,20.676,11.894,57.526,8.782
4226.043,0.0256,1.635,19.62,11.329,57.742,8.291
4276.353,0.024,1.546,18.552,10.748,57.934,7.804
4326.663,0.0224,1.458,17.496,10.149,58.008,7.347
4376.973,0.0208,1.37,16.44,9.534,57.993,6.906
4427.283,0.0192,1.282,15.384,8.902,57.865,6.482
4477.593,0.0176,1.194,14.328,8.253,57.601,6.075
4527.903,0.016,1.105,13.26,7.587,57.217,5.673
4578.213,0.0144,1.017,12.204,6.904,56.572,5.3
4628.523,0.0128,0.929,11.148,6.204,55.651,4.944
4678.833,0.0112,0.841,10.092,5.488,54.38,4.604
4729.143,0.0096,0.752,9.024,4.754,52.682,4.27
4779.453,0.008,0.664,7.968,4.004,50.251,3.964
4829.763,0.0064,0.576,6.912,3.237,46.832,3.675
4880.073,0.0048,0.488,5.856,2.453,41.889,3.403
4930.383,0.0032,0.399,4.788,1.652,34.503,3.136
4980.693,0.0016,0.311,3.732,0.835,22.374,2.897
5031.003,0,0.223,2.676,0,0,2.676
