Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
2749.968,0.0396,2.736,32.832,11.404,34.734,21.428
2786.152,0.03795,2.649,31.788,11.072,34.831,20.716
2822.336,0.0363,2.561,30.732,10.729,34.911,20.003
2858.519,0.03465,2.473,29.676,10.372,34.951,19.304
2894.703,0.033,2.385,28.62,10.003,34.951,18.617
2930.887,0.03135,2.298,27.576,9.622,34.893,17.954
2967.071,0.0297,2.21,26.52,9.228,34.796,17.292
3003.255,0.02805,2.122,25.464,8.822,34.645,16.642
3039.438,0.0264,2.035,24.42,8.403,34.41,16.017
3075.622,0.02475,1.947,23.364,7.971,34.117,15.393
3111.806,0.0231,1.859,22.308,7.528,33.746,14.78
3147.99,0.02145,1.771,21.252,7.071,33.272,14.181
3184.174,0.0198,1.684,20.208,6.602,32.67,13.606
3220.357,0.01815,1.596,19.152,6.121,31.96,13.031
3256.541,0.0165,1.508,18.096,5.627,31.095,12.469
3292.725,0.01485,1.42,17.04,5.12,30.047,11.92
3328.909,0.0132,1.333,15.996,4.602,28.77,11.394
3365.092,0.01155,1.245,14.94,4.07,27.242,10.87
3401.276,0.0099,1.157,13.884,3.526,25.396,10.358
3437.46,0.00825,1.07,12.84,2.97,23.131,9.87
3473.644,0.0066,0.982,11.784,2.401,20.375,9.383
3509.828,0.00495,0.894,10.728,1.819,16.956,8.909
3546.011,0.0033,0.806,9.672,1.225,12.665,8.447
3582.195,0.00165,0.719,8.628,0.619,7.174,8.009
3618.379,0,0.631,7.572,0,0,7.572
