Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,0.092,5.336,64.032,0,0,64.032
29.205,0.09108,5.285,63.42,0.279,0.44,63.141
58.41,0.09016,5.234,62.808,0.551,0.877,62.257
87.615,0.08924,5.183,62.196,0.819,1.317,61.377
116.82,0.08832,5.132,61.584,1.08,1.754,60.504
146.026,0.0874,5.081,60.972,1.337,2.193,59.635
175.231,0.08648,5.03,60.36,1.587,2.629,58.773
204.436,0.08556,4.979,59.748,1.832,3.066,57.916
233.641,0.08464,4.929,59.148,2.071,3.501,57.077
262.846,0.08372,4.878,58.536,2.304,3.936,56.232
292.051,0.0828,4.827,57.924,2.532,4.371,55.392
321.256,0.08188,4.776,57.312,2.755,4.807,54.557
350.461,0.08096,4.725,56.7,2.971,5.24,53.729
379.666,0.08004,4.674,56.088,3.182,5.673,52.906
408.871,0.07912,4.623,55.476,3.388,6.107,52.088
438.077,0.0782,4.572,54.864,3.587,6.538,51.277
467.282,0.07728,4.521,54.252,3.782,6.971,50.47
496.487,0.07636,4.47,53.64,3.97,7.401,49.67
525.692,0.07544,4.419,53.028,4.153,7.832,48.875
554.897,0.07452,4.368,52.416,4.33,8.261,48.086
584.102,0.0736,4.317,51.804,4.502,8.69,47.302
613.307,0.07268,4.266,51.192,4.668,9.119,46.524
642.512,0.07176,4.216,50.592,4.828,9.543,45.764
671.717,0.07084,4.165,49.98,4.983,9.97,44.997
700.922,0.06992,4.114,49.368,5.132,10.395,44.236
730.128,0.069,4.063,48.756,5.276,10.821,43.48
759.333,0.06808,4.012,48.144,5.414,11.245,42.73
788.538,0.06716,3.961,47.532,5.546,11.668,41.986
817.743,0.06624,3.91,46.92,5.672,12.089,41.248
846.948,0.06532,3.859,46.308,5.793,12.51,40.515
876.153,0.0644,3.808,45.696,5.909,12.931,39.787
905.358,0.06348,3.757,45.084,6.018,13.348,39.066
934.563,0.06256,3.706,44.472,6.123,13.768,38.349
963.768,0.06164,3.655,43.86,6.221,14.184,37.639
992.973,0.06072,3.604,43.248,6.314,14.6,36.934
1022.179,0.0598,3.553,42.636,6.401,15.013,36.235
1051.384,0.05888,3.503,42.036,6.483,15.422,35.553
1080.589,0.05796,3.452,41.424,6.559,15.834,34.865
1109.794,0.05704,3.401,40.812,6.629,16.243,34.183
1138.999,0.05612,3.35,40.2,6.694,16.652,33.506
1168.204,0.0552,3.299,39.588,6.753,17.058,32.835
1197.409,0.05428,3.248,38.976,6.806,17.462,32.17
1226.614,0.05336,3.197,38.364,6.854,17.866,31.51
1255.819,0.05244,3.146,37.752,6.896,18.267,30.856
1285.024,0.05152,3.095,37.14,6.933,18.667,30.207
1314.23,0.0506,3.044,36.528,6.964,19.065,29.564
1343.435,0.04968,2.993,35.916,6.989,19.459,28.927
1372.64,0.04876,2.942,35.304,7.009,19.853,28.295
1401.845,0.04784,2.891,34.692,7.023,20.244,27.669
1431.05,0.04692,2.84,34.08,7.031,20.631,27.049
1460.255,0.046,2.79,33.48,7.034,21.01,26.446
1489.46,0.04508,2.739,32.868,7.031,21.392,25.837
1518.665,0.04416,2.688,32.256,7.023,21.773,25.233
1547.87,0.04324,2.637,31.644,7.009,22.15,24.635
1577.075,0.04232,2.586,31.032,6.989,22.522,24.043
1606.281,0.0414,2.535,30.42,6.964,22.893,23.456
1635.486,0.04048,2.484,29.808,6.933,23.259,22.875
1664.691,0.03956,2.433,29.196,6.896,23.62,22.3
