Speed (RPM),Torque (N·m),Current (A),Supplied Power (W),Output Power (W),Efficiency (%),Power Dissipation (W)
0,3.218,16.948,203.376,0,0,203.376
3.66,3.18582,16.788,201.456,1.221,0.606,200.235
7.32,3.15364,16.627,199.524,2.417,1.211,197.107
10.98,3.12146,16.467,197.604,3.589,1.816,194.015
14.64,3.08928,16.307,195.684,4.736,2.42,190.948
18.3,3.0571,16.146,193.752,5.859,3.024,187.893
21.96,3.02492,15.986,191.832,6.956,3.626,184.876
25.62,2.99274,15.825,189.9,8.029,4.228,181.871
29.28,2.96056,15.665,187.98,9.078,4.829,178.902
32.94,2.92838,15.505,186.06,10.101,5.429,175.959
36.6,2.8962,15.344,184.128,11.1,6.028,173.028
40.26,2.86402,15.184,182.208,12.075,6.627,170.133
43.92,2.83184,15.024,180.288,13.024,7.224,167.264
47.58,2.79966,14.863,178.356,13.949,7.821,164.407
51.24,2.76748,14.703,176.436,14.85,8.417,161.586
54.9,2.7353,14.543,174.516,15.726,9.011,158.79
58.56,2.70312,14.382,172.584,16.577,9.605,156.007
62.22,2.67094,14.222,170.664,17.403,10.197,153.261
65.88,2.63876,14.062,168.744,18.205,10.789,150.539
69.54,2.60658,13.901,166.812,18.982,11.379,147.83
73.2,2.5744,13.741,164.892,19.734,11.968,145.158
76.86,2.54222,13.58,162.96,20.462,12.556,142.498
80.52,2.51004,13.42,161.04,21.165,13.143,139.875
84.18,2.47786,13.26,159.12,21.843,13.727,137.277
87.84,2.44568,13.099,157.188,22.497,14.312,134.691
91.5,2.4135,12.939,155.268,23.126,14.894,132.142
95.16,2.38132,12.779,153.348,23.73,15.475,129.618
98.82,2.34914,12.618,151.416,24.31,16.055,127.106
102.48,2.31696,12.458,149.496,24.865,16.633,124.631
106.14,2.28478,12.298,147.576,25.395,17.208,122.181
109.8,2.2526,12.137,145.644,25.901,17.784,119.743
113.46,2.22042,11.977,143.724,26.382,18.356,117.342
117.12,2.18824,11.816,141.792,26.838,18.928,114.954
120.78,2.15606,11.656,139.872,27.27,19.496,112.602
124.44,2.12388,11.496,137.952,27.677,20.063,110.275
128.1,2.0917,11.335,136.02,28.059,20.629,107.961
131.76,2.05952,11.175,134.1,28.417,21.191,105.683
135.42,2.02734,11.015,132.18,28.75,21.751,103.43
139.08,1.99516,10.854,130.248,29.058,22.31,101.19
142.74,1.96298,10.694,128.328,29.342,22.865,98.986
146.4,1.9308,10.534,126.408,29.601,23.417,96.807
150.06,1.89862,10.373,124.476,29.835,23.968,94.641
153.72,1.86644,10.213,122.556,30.045,24.515,92.511
157.38,1.83426,10.053,120.636,30.23,25.059,90.406
161.04,1.80208,9.892,118.704,30.39,25.601,88.314
164.7,1.7699,9.732,116.784,30.526,26.139,86.258
168.36,1.73772,9.571,114.852,30.637,26.675,84.215
172.02,1.70554,9.411,112.932,30.723,27.205,82.209
175.68,1.67336,9.251,111.012,30.785,27.731,80.227
179.34,1.64118,9.09,109.08,30.822,28.256,78.258
183,1.609,8.93,107.16,30.834,28.774,76.326
186.66,1.57682,8.77,105.24,30.822,29.287,74.418
190.32,1.54464,8.609,103.308,30.785,29.799,72.523
193.98,1.51246,8.449,101.388,30.723,30.302,70.665
197.64,1.48028,8.289,99.468,30.637,30.801,68.831
201.3,1.4481,8.128,97.536,30.526,31.297,67.01
204.96,1.41592,7.968,95.616,30.39,31.783,65.226
208.62,1.38374,7.807,93.684,30.23,32.268,63.454
212.28,1.35156,7.647,91.764,30.045,32.742,61.719
215.94,1.31938,7.487,89.844,29.835,33.208,60.009
219.6,1.2872,7.326,87.912,29.601,33.671,58.311
223.26,1.25502,7.166,85.992,29.342,34.122,56.65
226.92,1.22284,7.006,84.072,29.058,34.563,55.014
230.58,1.19066,6.845,82.14,28.75,35.001,53.39
234.24,1.15848,6.685,80.22,28.417,35.424,51.803
237.9,1.1263,6.525,78.3,28.059,35.835,50.241
241.56,1.09412,6.364,76.368,27.677,36.242,48.691
245.22,1.06194,6.204,74.448,27.27,36.63,47.178
248.88,1.02976,6.044,72.528,26.838,37.004,45.69
